Historic Coal Production Data: 2012
based on the U.S. Energy Information Administration and the U.S. Mine Safety and Health Administration

Year	MSHA ID	Mine Name	Mine State	Mine County	Mine Status	Mine Type	Company Type	Operation Type	Operating Company	Operating Company Address	Union Code	Production (short tons)	Average Employees	Labor Hours
2012	3601708	Kassa Breaker	Pennsylvania (Anthracite)	Luzerne	Active	Underground	Indepedent Producer Operator	Preparation Plant	Silverbrook Anthracite Inc	"1 Market Street, Laflin, PA 18702"	-	0	2	"4,050"
2012	3601734	Jeddo Basin (J-44)	Pennsylvania (Anthracite)	Luzerne	Active	Surface	Indepedent Producer Operator	Mine only	Jeddo Coal Company	"P.O. Box 134, Ebervale, PA 18223"	United Mine Workers of America	"79,196"	49	"87,997"
2012	3604383	Lattimer Division	Pennsylvania (Anthracite)	Luzerne	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Blaschak Coal Corp.	"Route 54, P O Box 12, Mahanoy City, PA 17948"		"126,084"	40	"80,367"
2012	3605855	Laurel Breaker	Pennsylvania (Anthracite)	Luzerne	Active	Surface	Indepedent Producer Operator	Preparation Plant	"Carbon Sales, Inc."	"350 Johnson St., Wilkes-Barre, PA 18702"	-	0	9	"7,049"
2012	3606829	Carbon Bagging Plant	Pennsylvania (Anthracite)	Luzerne	Permanently abandoned	Surface	Indepedent Producer Operator	Preparation Plant	Carbon Sales Inc	"P.O. Box 1600, Wilkes Barre, PA 18705"	-	0	9	"10,211"
2012	3607079	Shantytown Strip Mine	Pennsylvania (Anthracite)	Luzerne	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Pioneer Aggregates Inc	"215 East Saylor Ave, Laflin, PA 18702"	-	"4,722"	20	"29,638"
2012	3607384	Emerald Anthracite	Pennsylvania (Anthracite)	Luzerne	Active	Surface	Indepedent Producer Operator	Preparation Plant	Hud Inc	"31 North Market Street, Nanticoke, PA 18634"	-	0	6	"6,917"
2012	3607716	Hudson Colliery	Pennsylvania (Anthracite)	Luzerne	Active	Surface	Indepedent Producer Operator	Preparation Plant	Hudson Anthracite Inc	"215 East Saylor Ave., Laflin, PA 18702"	-	0	11	"23,084"
2012	3608391	Glen Lyon Operation	Pennsylvania (Anthracite)	Luzerne	Active	Surface	Indepedent Producer Operator	Mine only	Susquehanna Coal Company	"31 North Market Street, Nanticoke, PA 18634"	-	"46,435"	21	"50,410"
2012	3608598	Cei Anthracite	Pennsylvania (Anthracite)	Luzerne	Active	Surface	Indepedent Producer Operator	Preparation Plant	Cei Anthracite	"603 South Church St, Hazleton, PA 18201"	-	0	12	"23,681"
2012	3608598	Cei Anthracite	Pennsylvania (Anthracite)	Luzerne	Active	Underground	Indepedent Producer Operator	Preparation Plant	Cei Anthracite	"603 South Church St, Hazleton, PA 18201"	-	0	1	"2,631"
2012	3608649	Jeddo No 8 Preparation Plant	Pennsylvania (Anthracite)	Luzerne	Active	Surface	Indepedent Producer Operator	Preparation Plant	Jeddo Coal Company	"P.O. Box 134, Ebervale, PA 18223"	United Mine Workers of America	0	17	"38,152"
2012	3608745	Stockton Mine	Pennsylvania (Anthracite)	Luzerne	Active	Surface	Indepedent Producer Operator	Mine only	Coal Contractors (1991) Inc	"P.O. Box 39, Hazleton, PA 18201"	-	"154,678"	59	"111,687"
2012	3608766	Hazleton Shaft	Pennsylvania (Anthracite)	Luzerne	Active	Surface	Indepedent Producer Operator	Preparation Plant	Hazleton Shaft Corp	"P.O. Box 435, Hazleton, PA 18201"	-	0	39	"76,945"
2012	3609210	Stockton Preparation Facility	Pennsylvania (Anthracite)	Luzerne	Active	Surface	Indepedent Producer Operator	Preparation Plant	"Coal Contractors(1991), Inc."	"P.O. Box 39, Hazleton, PA 18201"	-	0	22	"44,612"
2012	3609445	Mountain Top Anthracite	Pennsylvania (Anthracite)	Luzerne	Active	Surface	Indepedent Producer Operator	Preparation Plant	Mountain Top Anthracite	"1550 Crestwood Drive, Mountain Top, PA 18707"	-	0	5	"10,583"
2012	3609932	Hudson Bank No. 1 Operation	Pennsylvania (Anthracite)	Luzerne	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Hudson Anthracite Inc	"215 East Saylor Ave., Laflin, PA 18702"	-	315	2	384
2012	3602703	Fisher Mining Company	Pennsylvania (Bituminous)	Lycoming	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Fisher Mining Company	"40 Choate Circle, Montoursville, PA 17754"	-	"216,357"	32	"87,081"
2012	3608541	Ben Hal Strips	Pennsylvania (Bituminous)	Mercer	Active	Surface	Indepedent Producer Operator	Mine only	Ben Hal Mining	"389 Irishtown Road, Grove City, PA 16127"	-	"9,298"	3	"4,620"
2012	3608322	Oaks Plant	Pennsylvania (Anthracite)	Montgomery	Active	Surface	Indepedent Producer Operator	Preparation Plant	Stoudt's Ferry Preparation Com	"P.O. Box 279, St Clair, PA 17970"	-	0	3	"4,158"
2012	3608322	Oaks Plant	Pennsylvania (Anthracite)	Montgomery	Active	Underground	Indepedent Producer Operator	Preparation Plant	Stoudt's Ferry Preparation Com	"P.O. Box 279, St Clair, PA 17970"	-	0	3	"4,158"
2012	3602203	N & L Slope	Pennsylvania (Anthracite)	Northumberland	Active	Underground	Indepedent Producer Operator	Mine only	Bear Gap Coal	"74 Kushwa Rd  P O Box 64, Spring Glen, PA 17978"	-	"8,138"	4	"7,280"
2012	3602945	Carbon Plant (Preparation)	Pennsylvania (Anthracite)	Northumberland	Active	Surface	Indepedent Producer Operator	Preparation Plant	Shamokin Filler Company Inc.	"453 Venn Access Road, P.O. Box, Coal Township, PA 17866"	-	0	42	"77,120"
2012	3603107	Locust Summit Fine Coal Plant	Pennsylvania (Anthracite)	Northumberland	Active	Surface	Indepedent Producer Operator	Preparation Plant	Gilberton Coal Company	"10 Gilberton Rd, Gilberton, PA 17934"	-	0	3	"5,810"
2012	3603107	Locust Summit Fine Coal Plant	Pennsylvania (Anthracite)	Northumberland	Active	Underground	Indepedent Producer Operator	Preparation Plant	Gilberton Coal Company	"10 Gilberton Rd, Gilberton, PA 17934"	-	0	3	"5,811"
2012	3607838	Harmony Mine	Pennsylvania (Anthracite)	Northumberland	Active	Underground	Indepedent Producer Operator	Mine only	Uae Coalcorp Associates	"P.O. Box 306, Mount Carmel, PA 17851"	-	"39,360"	27	"57,810"
2012	3608204	Glen Gery	Pennsylvania (Anthracite)	Northumberland	Active	Surface	Indepedent Producer Operator	Preparation Plant	Xylem Water Solutions Zelienop	"P.O. Box 213, Tuscarora, PA 17982"	-	0	3	"7,029"
2012	3608204	Glen Gery	Pennsylvania (Anthracite)	Northumberland	Active	Underground	Indepedent Producer Operator	Preparation Plant	Xylem Water Solutions Zelienop	"P.O. Box 213, Tuscarora, PA 17982"	-	0	2	"7,028"
2012	3608489	West Spring Energy	Pennsylvania (Anthracite)	Northumberland	Active	Surface	Operating Subsidiary	Mine only	"West Spring Energy, Llc"	"200 Mahantongo St  P.O. Box 12, Pottsville, PA 17901"	-	"13,497"	33	"56,794"
2012	3609261	John Shingara No. 1	Pennsylvania (Anthracite)	Northumberland	Active	Surface	Indepedent Producer Operator	Mine only	John Shingara	"6624 St. Rte 225, Shamokin, PA 17872"	-	"13,985"	3	"2,905"
2012	3609322	West End	Pennsylvania (Anthracite)	Northumberland	Active	Surface	Indepedent Producer Operator	Mine only	Farragut Anthracite Company	"122 Wilburton Road, Mount Carmel, PA 17851"	-	"38,146"	11	"23,381"
2012	3609348	Crystal Strip	Pennsylvania (Anthracite)	Northumberland	Active	Surface	Indepedent Producer Operator	Mine only	Last Time Coal	"119 Greenwood St., Trevorton, PA 17881"	-	"5,690"	2	"2,000"
2012	3609443	Luke Shingara Coal	Pennsylvania (Anthracite)	Northumberland	Active	Surface	Indepedent Producer Operator	Mine only	Luke Shingara Coal	"297 East Ridge Rd, Sunbury, PA 17801"	-	"3,776"	5	"6,476"
2012	3609475	No 13 Slope	Pennsylvania (Anthracite)	Northumberland	Active	Underground	Indepedent Producer Operator	Mine only	Robert Shingara Coal	"311 Shingara Lane, Sunbury, PA 17801"	-	"1,051"	3	"1,881"
2012	3609548	Trevorton Strip	Pennsylvania (Anthracite)	Northumberland	Active	Surface	Indepedent Producer Operator	Mine only	Keystone Anthracite Company In	"259 North Second Street, Girardville, PA 17935"	-	"127,020"	4	"12,719"
2012	3609558	Locust Summit Strip Mine	Pennsylvania (Anthracite)	Northumberland	Active	Surface	Indepedent Producer Operator	Mine only	W T Fetterolf Coal Co	"3092 Main St., Locust Dale, PA 17945"	-	"49,824"	7	"11,019"
2012	3609843	Atlas Anthracite Coal Corporat	Pennsylvania (Anthracite)	Northumberland	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	D. Molesevich & Sons Construct	"325 Mulberry St., P.O. Box 121, Mount Carmel, PA 17851"	-	0	18	"9,550"
2012	3609885	Blue Ridge Mining	Pennsylvania (Anthracite)	Northumberland	Active	Surface	Indepedent Producer Operator	Mine only	Blue Ridge Excavating N Haulin	"4483 State Route 125, Coal Township, PA 17866"	-	87	2	420
2012	3601760	Greenwood	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Contractor	Preparation Plant	"Lehigh Anthracite Coal, Llc"	"1233 East Broad St.,, Tamaqua, PA 18252"	-	0	41	"93,043"
2012	3601761	Tamaqua Mine	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Contractor	Mine only	"Lehigh Anthracite Coal, Llc"	"1233 E. Broad Street, Tamaqua, PA 18252"	-	"212,922"	47	"140,193"
2012	3601770	Tamaqua Breaker	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Operating Subsidiary	Preparation Plant	"South Tamaqua Coal Pockets, In"	"804 West Penn Pike, Tamaqua, PA 18252"	-	0	17	"34,049"
2012	3601818	R S & W Drift	Pennsylvania (Anthracite)	Schuylkill	Active	Underground	Indepedent Producer Operator	Mine only	R S & W Coal Company Inc	"207 Creek Road, Klingerstown, PA 17941"	-	"18,182"	6	"11,375"
2012	3601826	Direnzo Breaker	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Preparation Plant	Direnzo Coal Company	"1389 Bunting St, Pottsville, PA 17901"	-	0	4	"6,000"
2012	3601877	K K Strip	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	K K Coal Llc	"1100 Mountain Side Rd., Cumbola, PA 17930"	-	"18,291"	4	"6,807"
2012	3601965	Buck Run P-8 P-10	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Operating Subsidiary	Mine only	Reading Anthracite Company	"P.O. Box 1200, Pottsville, PA 17901"	United Mine Workers of America	"41,326"	15	"29,383"
2012	3601966	New St. Nicholas Breaker	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Preparation Plant	Reading Anthracite Company	"P.O. Box 1200, Pottsville, PA 17901"	United Mine Workers of America	0	11	"27,085"
2012	3601977	Wadesville P-33	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Operating Subsidiary	Mine only	Reading Anthracite Company	"P.O. Box 1200, Pottsville, PA 17901"	United Mine Workers of America	"85,379"	20	"40,983"
2012	3602014	Superior Coal Preparation Co-O	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Preparation Plant	Superior Coal Preparation Co-O	"184 Schwenks Rd, Hegins, PA 17938"	-	0	5	"9,264"
2012	3602014	Superior Coal Preparation Co-O	Pennsylvania (Anthracite)	Schuylkill	Active	Underground	Indepedent Producer Operator	Preparation Plant	Superior Coal Preparation Co-O	"184 Schwenks Rd, Hegins, PA 17938"	-	0	3	"4,773"
2012	3602073	Blaschak Breaker	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Preparation Plant	Blaschak Coal Corp	"Route 54, P.O. Box 12, Mahanoy City, PA 17948"	United Mine Workers of America	0	43	"103,819"
2012	3602189	Schuylkill Coal Processing Inc	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Preparation Plant	Schuylkill Coal Processing Inc	"P.O. Box 134, Ashland, PA 17921"	-	0	5	"10,217"
2012	3603287	Premium Fine Coal Inc	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Preparation Plant	Premium Fine Coal Inc	"1271 Clamtown Road, P.O. Box 2, Tamaqua, PA 18252"	-	0	7	"15,612"
2012	3605396	Peach Mt. Strip	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Reading Anthracite Co.	"P.O. Box 1200, Pottsville, PA 17901"		"8,284"	9	"18,241"
2012	3605518	Eagle Hill Strip	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Joseph Kuperavage Coal Company	"916 Park Ave, Port Carbon, PA 17965"	-	"18,040"	2	"7,808"
2012	3606384	Carbonite Filter Corporation P	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Preparation Plant	Carbonite Filter Corp	"96 Hazle St., Delano, PA 18220"	-	0	8	"17,029"
2012	3606428	Tuscarora Breaker	Pennsylvania (Anthracite)	Schuylkill	"Active, men working, not producing"	Surface	Operating Subsidiary	Preparation Plant	"South Tamaqua Coal Pockets, In"	"804 West Penn Pike, Tamaqua, PA 18252"	-	0	8	"22,249"
2012	3607276	Sherman Breaker	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Preparation Plant	Sherman Coal Company Inc.	"P.O. Box 93, Elysburg, PA 17824"	-	0	7	"18,346"
2012	3607276	Sherman Breaker	Pennsylvania (Anthracite)	Schuylkill	Active	Underground	Indepedent Producer Operator	Preparation Plant	Sherman Coal Company Inc.	"P.O. Box 93, Elysburg, PA 17824"	-	0	1	"2,038"
2012	3607576	Brockton Stripping	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Joseph Kuperavage Coal Company	"916 Park Ave, Port Carbon, PA 17965"	-	"10,771"	2	"1,664"
2012	3607630	Olde Buck Mine	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Olde Buck Run Coal Company Inc	"500 Nelms St, P O Box 4210, Seltzer, PA 17974"	-	"2,204"	1	826
2012	3607636	Mid Port Strip	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Joe Kuperavage Coal Co.	"916 Park Ave, Port Carbon, PA 17965"	-	"38,386"	5	"8,006"
2012	3607730	Serill Strip	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Hardway Coal Company Inc	"44 Keystoker Lane, Schuylkill Hv, PA 17972"	-	"11,987"	5	"10,800"
2012	3607741	Rock Ridge No 1 Slope	Pennsylvania (Anthracite)	Schuylkill	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Mine only	B & B Coal Company	"225 Main Street, Joliett Tremo, PA 17981"	-	"7,790"	9	"15,925"
2012	3607758	Culm Co. #1	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Locust Valley Culm Company Llc	"300 Industrial Park Road, P.O., St. Clair, PA 17970"	-	"3,712"	1	"1,943"
2012	3607772	Lone Eagle Mine	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Lone Eagle Coal Company Inc	"2068 Old Pheonix Rd., Pottsville, PA 17901"	-	"24,492"	3	"6,100"
2012	3607805	W M P I	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Preparation Plant	Waste Management & Processors	"P.O. Box K, Frackville, PA 17931"	-	0	15	"30,844"
2012	3607805	W M P I	Pennsylvania (Anthracite)	Schuylkill	Active	Underground	Indepedent Producer Operator	Preparation Plant	Waste Management & Processors	"P.O. Box K, Frackville, PA 17931"	-	0	14	"30,844"
2012	3607806	Tremont Stripping	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Michael Coal Company Inc.	"P.O. Box 8, Williamstown, PA 17098"	-	"23,806"	5	"8,250"
2012	3607892	Auburn Preparation Plant	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Preparation Plant	Stoudt's Ferry Preparation Com	"P.O. Box 279, St Clair, PA 17970"	-	0	1	"3,300"
2012	3607892	Auburn Preparation Plant	Pennsylvania (Anthracite)	Schuylkill	Active	Underground	Indepedent Producer Operator	Preparation Plant	Stoudt's Ferry Preparation Com	"P.O. Box 279, St Clair, PA 17970"	-	0	2	"3,301"
2012	3607979	St. Nicholas Cogeneration Plan	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Preparation Plant	"Schuylkill Energy Resources,"	"120 Yatesville Road, P.O. Box, Shenandoah, PA 17976"	-	0	15	"36,953"
2012	3608034	Mountaintop Strip	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Mountaintop Coal Mining Inc	"P.O. Box 183, Elysburg, PA 17824"	-	"3,021"	3	"6,240"
2012	3608337	Red Oak Mine	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	"White Pine Coal Company, Inc."	"P.O. Box 119, Ashland, PA 17921"	-	"9,854"	5	"8,568"
2012	3608346	Primrose Slope	Pennsylvania (Anthracite)	Schuylkill	Active	Underground	Indepedent Producer Operator	Mine only	Carline Coal Co. Inc.	"P.O. Box 188, Sacramento, PA 17968"	-	"18,642"	14	"28,182"
2012	3608385	Rodino Breaker	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Preparation Plant	Gale Mining Company	"328 E. Main St., Ginther, PA 18252"	-	0	5	"8,625"
2012	3608494	Good Spring South	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Rausch Creek Coal Mining Llc	"978 Gap Street, Valley View, PA 17983"	-	"13,885"	3	"2,337"
2012	3608581	Girard Breaker	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Preparation Plant	Reading Anthracite Company	"P.O. Box 1200, Pottsville, PA 17901"		0	15	"37,217"
2012	3608590	Continental Strip	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Keystone Anthracite Corporatio	"259 North Second Street, Girardville, PA 17935"	-	"475,979"	37	"105,022"
2012	3608613	Silverton Stripping	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Selkirk Enterprises Llc	"10 Gilberton Road, Gilberton, PA 17934"	-	"44,866"	2	"4,389"
2012	3608681	Mary-D Stripping	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	"Michael Coal Company, Inc."	"P.O. Box 8, Williamstown, PA 17098"	-	"55,323"	8	"16,452"
2012	3608684	Hynoski Bros Shenandoah Strip	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Hynoski Bros Exc. Inc	"421 Meyers St, Centralia, PA 17921"	-	"7,826"	3	"4,485"
2012	3608716	Silver Creek Mtn Mine Operatio	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Tuscarora Mines & Minerals Cor	"739 Broad Street, Tuscarora, PA 17982"	-	"27,525"	3	"3,518"
2012	3608857	Meadowbrook Coal Co.	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Preparation Plant	Meadowbrook Coal Co.	"Machamer Avenue, P.O. Box 1, Wiconisco, PA 17097"	-	0	6	"9,715"
2012	3608857	Meadowbrook Coal Co.	Pennsylvania (Anthracite)	Schuylkill	Active	Underground	Indepedent Producer Operator	Preparation Plant	Meadowbrook Coal Co.	"Machamer Avenue, P.O. Box 1, Wiconisco, PA 17097"	-	0	2	"4,163"
2012	3608860	Ellangowan Stripping	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Operating Subsidiary	Mine only	Reading Anthracite Company	"P.O. Box 1200, Pottsville, PA 17901"		"14,000"	11	"18,517"
2012	3608893	7 Ft Slope	Pennsylvania (Anthracite)	Schuylkill	Active	Underground	Indepedent Producer Operator	Mine only	Alfred Brown Coal Company	"71 Hill Rd, Hegins, PA 17938"	-	"5,533"	4	"5,415"
2012	3608985	Lykens #4	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Char-Pac Coal Co Llc	"P.O. Box 81, Minersville, PA 17954"	-	"7,517"	2	"5,580"
2012	3609059	Kuperavage Ent Inc/Ta Tuscaror	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Kuperavage Ent Inc/Tuscarora C	"Old Rt 209, Middleport, PA 17953"	-	"29,847"	6	"11,331"
2012	3609068	Mahanoy Site	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Preparation Plant	Stoudt's Ferry Preparation Co.	"P.O. Box 279, St. Clair, PA 17970"	-	0	4	"8,707"
2012	3609068	Mahanoy Site	Pennsylvania (Anthracite)	Schuylkill	Active	Underground	Indepedent Producer Operator	Preparation Plant	Stoudt's Ferry Preparation Co.	"P.O. Box 279, St. Clair, PA 17970"	-	0	4	"8,707"
2012	3609098	Genie Stripping	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	"Timber Coal Company, Llc"	"P.O. Box 188, Sacramento, PA 17968"	-	"23,495"	6	"13,545"
2012	3609150	Jett #2 Stripping	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Jett Contracting Co.	"231 Winfield Dr, Brockton, PA 17925"	-	"1,121"	1	810
2012	3609170	Feather Stripping	Pennsylvania (Anthracite)	Schuylkill	"Active, men working, not producing"	Surface	Indepedent Producer Operator	Mine only	Whitey Wash Enterprises	"303 Gordon Rd, P.O. Box 47, Ashland, PA 17921"	-	"12,727"	3	"2,400"
2012	3609259	#2 Strip Mine	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Neumeister Coal Company	"28 Frank Lane, Ashland, PA 17921"	-	"2,466"	1	920
2012	3609285	Brockton Stripping	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Hammond Mining Company Inc	"9 Mulberry Ln, Pottsville, PA 17901"	-	"34,168"	3	"7,170"
2012	3609304	Park Mine Coal Company	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Park Mine Coal Company	"294 Pine Creek Drive, Orwigsburg, PA 17961"	-	"18,280"	9	"25,445"
2012	3609401	Primrose Operation	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Blaschak Coal Corp	"Route 54, P.O. Box 12, Mahanoy City, PA 17948"	United Mine Workers of America	"118,128"	32	"59,149"
2012	3609403	Whitey Strip	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Whitey Wash Enterprises	"303 Gordon Rd., P.O. Box 47, Ashland, PA 17921"	-	"18,181"	2	"4,603"
2012	3609465	Lehr Stripping Operation	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Gale Mining Co	"1441 Oak Road, Pottsville, PA 17901"	-	"5,006"	2	"2,799"
2012	3609811	Tarcon Strip	Pennsylvania (Anthracite)	Schuylkill	Active	Surface	Indepedent Producer Operator	Mine only	Gale Mining Company	"1441 Oak Road, Pottsville, PA 17901"	-	"5,094"	5	"7,887"
2012	3609860	Buck Mountain Vein	Pennsylvania (Anthracite)	Schuylkill	Active	Underground	Indepedent Producer Operator	Mine only	Little Buck Coal Company #2	"33 Pine Lane, Pine Grove, PA 17963"	-	"1,439"	4	"3,939"
2012	3609958	Little Buck Slope Mine	Pennsylvania (Anthracite)	Schuylkill	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Mine only	Little Buck Coal Company # 2	"33 Pine Lane, Pine Grove, PA 17963"	-	"3,817"	5	"4,905"
2012	3609963	Buck Drift #2	Pennsylvania (Anthracite)	Schuylkill	Active	Underground	Indepedent Producer Operator	Mine only	D & F Deep Mine	"15 Motter Drive, Pine Grove, PA 17963"	-	"10,408"	9	"13,404"
2012	3602773	Shaw	Pennsylvania (Bituminous)	Somerset	Active	Surface	Contractor	Mine and Preparation Plant	Rosebud Mining Company	"1117 Shaw Mines Road, Meyersdale, PA 15552"	-	"243,285"	29	"66,517"
2012	3603328	Mine No 1	Pennsylvania (Bituminous)	Somerset	Active	Surface	Indepedent Producer Operator	Mine only	"Pbs Coals, Inc."	"1576 Stoystown Rd P.O. Box 260, Friedens, PA 15541"	-	"412,565"	236	"389,135"
2012	3603329	Shade Creek Plant	Pennsylvania (Bituminous)	Somerset	Active	Surface	Indepedent Producer Operator	Preparation Plant	"Pbs Coals, Inc."	"1576 Stoystown Rd P.O. Box 260, Friedens, PA 15541"	-	0	21	"42,979"
2012	3603329	Shade Creek Plant	Pennsylvania (Bituminous)	Somerset	Active	Underground	Indepedent Producer Operator	Preparation Plant	"Pbs Coals, Inc."	"1576 Stoystown Rd P.O. Box 260, Friedens, PA 15541"	-	0	38	"79,817"
2012	3603330	Cambria Fuel Plant	Pennsylvania (Bituminous)	Somerset	Active	Surface	Indepedent Producer Operator	Preparation Plant	Pbs Coals Inc	"206 Coal Road, Friedens, PA 15530"	-	0	2	"4,700"
2012	3603330	Cambria Fuel Plant	Pennsylvania (Bituminous)	Somerset	Active	Underground	Indepedent Producer Operator	Preparation Plant	Pbs Coals Inc	"206 Coal Road, Friedens, PA 15530"	-	0	35	"73,629"
2012	3606330	Wilson Creek Preparation Plant	Pennsylvania (Bituminous)	Somerset	Active	Surface	Indepedent Producer Operator	Preparation Plant	Wilson Creek Energy Llc	"140 West Union Street, Somerset, PA 15501"	-	0	8	"13,397"
2012	3606330	Wilson Creek Preparation Plant	Pennsylvania (Bituminous)	Somerset	Active	Underground	Indepedent Producer Operator	Preparation Plant	Wilson Creek Energy Llc	"140 West Union Street, Somerset, PA 15501"	-	0	11	"20,096"
2012	3606438	Hoffman No 1	Pennsylvania (Bituminous)	Somerset	Active	Surface	Indepedent Producer Operator	Mine only	Hoffman Mining Inc	"P.O. Box 130, Friedens, PA 15541"	-	"227,348"	37	"84,276"
2012	3607727	Huskin Run Siding	Pennsylvania (Bituminous)	Somerset	Active	Surface	Indepedent Producer Operator	Preparation Plant	Berwind Coal Sales Company	"509 15th St, Windber, PA 15963"	-	0	4	"7,846"
2012	3607928	Fieg Bros Coal Co.	Pennsylvania (Bituminous)	Somerset	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Fieg Bros Coal Co.	"3070 Stoystown Rd, Stoystown, PA 15563"	-	"116,373"	19	"40,194"
2012	3608083	Joepa	Pennsylvania (Bituminous)	Somerset	Active	Surface	Indepedent Producer Operator	Mine only	Rosebud Mining Company	"1117 Shaw Mines Road, Meyersdale, PA 15552"	-	"196,684"	27	"68,321"
2012	3608501	Mountaineer #1	Pennsylvania (Bituminous)	Somerset	Active	Surface	Indepedent Producer Operator	Mine only	Mountaineer Mining Corporation	"1010 Garrett Shortcut Rd, Berlin, PA 15530"	-	"56,305"	11	"18,527"
2012	3608571	Sarah	Pennsylvania (Bituminous)	Somerset	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Mine only	"Roxcoal, Inc."	"P.O. Box 149, Friedens, PA 15541"	-	"217,251"	56	"119,535"
2012	3608636	Agustus	Pennsylvania (Bituminous)	Somerset	"Active, men working, not producing"	Underground	Indepedent Producer Operator	Mine only	Roxcoal Inc	"P.O. Box 149, Friedens, PA 15541"	-	"108,318"	52	"114,704"
