State	rank	HS6	Abbreviation	val2011	val2012	val2013	val2014	share11	share12	share13	share14	change
Illinois	7	880000	CIVILIAN AIRCRAFT, ENGINES, AND PARTS	926.7	988.33	903.76	941.38	1.4278	1.4501	1.3675	1.3807	4.16
Illinois	8	870899	PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO	1033.8	1229.49	891.33	934.73	1.5928	1.8039	1.3487	1.3709	4.87
Illinois	9	870323	PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV	891.93	923.64	1008.29	932.09	1.3743	1.3552	1.5257	1.3671	-7.56
Illinois	10	901890	INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N	736.66	789.49	869.64	908.13	1.135	1.1583	1.3159	1.3319	4.43
Illinois	11	230330	BREWING OR DISTILLING DREGS AND WASTE, W/NT P	566.44	756.77	1120.51	823.92	0.8727	1.1103	1.6955	1.2084	-26.47
Illinois	12	843149	PARTS AND ATTACHMENTS NESOI FOR DERRICKS ETC.	911.6	837.97	688.48	753.15	1.4046	1.2295	1.0418	1.1046	9.39
Illinois	13	851762	MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE	482.27	503.41	527.3	737.13	0.7431	0.7386	0.7979	1.0811	39.79
Illinois	14	851712	PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS	78.43	86	317.36	655.64	0.1208	0.1262	0.4802	0.9616	106.59
Illinois	15	840999	SPARK-IGNITION RECIPROCATING INT COM PISTN EN	698.19	667.86	619.46	654.96	1.0757	0.9799	0.9373	0.9606	5.73
Illinois	16	853710	CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10	597.48	596.43	574.98	582.66	0.9206	0.8751	0.87	0.8546	1.34
Illinois	17	842951	MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED	811.37	1073.02	659.84	571.31	1.2501	1.5743	0.9984	0.8379	-13.42
Illinois	18	300210	ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO	364.65	302.55	525.81	555.76	0.5618	0.4439	0.7956	0.8151	5.69
Illinois	19	300490	MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK	262.09	260.96	377.25	549.02	0.4038	0.3829	0.5708	0.8052	45.53
Illinois	20	848180	TAPS COCKS ETC F PIPE VAT INC THERMO CONTROL	244.7	298.02	369.62	473.25	0.377	0.4373	0.5593	0.6941	28.04
Illinois	21	381121	ADDITIVE FOR LUB OIL CONT PETRO/BITUMINOUS MI	456.88	468.77	419.52	441.57	0.7039	0.6878	0.6348	0.6476	5.26
Illinois	22	850440	STATIC CONVERTERS; ADP POWER SUPPLIES	374.47	415.11	459.42	424.84	0.577	0.6091	0.6952	0.6231	-7.53
Illinois	23	382200	COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA	410.97	431.12	427.49	393.42	0.6332	0.6325	0.6468	0.577	-7.97
Illinois	24	870130	TRACK-LAYING TRACTORS	870.77	1378.85	432	371.94	1.3417	2.0231	0.6537	0.5455	-13.9
Illinois	25	843351	COMBINE HARVESTER-THRESHERS	463.22	708.97	634.45	362.35	0.7137	1.0402	0.96	0.5314	-42.89
Indiana	0	0	World	32332.05	34399.34	34161.59	35452.47	2.1809	2.2255	2.1627	2.184	3.78
Indiana	0	25	Top 25	15117.84	17830.64	18229.57	18843.05	46.7581	51.8343	53.3628	53.1502	3.37
Indiana	1	300490	MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK	3319.56	4647.4	4913.89	4305.63	10.2671	13.5102	14.3842	12.1448	-12.38
Indiana	2	870840	GEAR BOXES FOR MOTOR VEHICLES	1822.52	1565.9	1885.29	2280.42	5.6369	4.5521	5.5187	6.4323	20.96
Indiana	3	870324	PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC	635.96	798.88	840.43	1276.79	1.967	2.3224	2.4602	3.6014	51.92
Indiana	4	840820	COMPRESSION-IGNTN INT COMBUSTION PISTON ENGIN	844.9	1033.48	1044.87	1207.48	2.6132	3.0044	3.0586	3.4059	15.56
Indiana	5	871610	TRAILERS AND SEMI-TRAILERS FOR HOUSING OR CAM	976.27	1025.52	1079.8	1098.34	3.0195	2.9812	3.1609	3.0981	1.72
Indiana	6	870431	MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV	983.5	953.19	1102.66	893.68	3.0419	2.771	3.2278	2.5208	-18.95
Indiana	7	880000	CIVILIAN AIRCRAFT, ENGINES, AND PARTS	935.46	1273.47	978.11	864.19	2.8933	3.702	2.8632	2.4376	-11.65
Indiana	8	300210	ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO	753	903.79	908.83	808.16	2.3289	2.6274	2.6604	2.2796	-11.08
Indiana	9	902131	ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES T	764.12	936.93	746.95	644.72	2.3633	2.7237	2.1865	1.8186	-13.69
Indiana	10	382200	COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA	452.59	490.05	560.06	629.59	1.3998	1.4246	1.6394	1.7759	12.42
Indiana	11	870323	PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV	381.8	482.1	468.77	464.31	1.1809	1.4015	1.3722	1.3097	-0.95
Indiana	12	293712	INSULIN AND ITS SALTS	354.61	322.29	251.67	419.37	1.0968	0.9369	0.7367	1.1829	66.63
Indiana	13	901839	MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E	337.99	347.54	380.59	409.66	1.0454	1.0103	1.1141	1.1555	7.64
Indiana	14	901890	INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N	179	215.29	345.75	404.1	0.5536	0.6258	1.0121	1.1398	16.88
Indiana	15	300220	VACCINES FOR HUMAN MEDICINE	209.8	58.28	61.5	398.24	0.6489	0.1694	0.18	1.1233	547.59
Indiana	16	840890	COMPRESSION-IGNTN INT COMBUSTION PISTON ENG,	567.6	593.15	407.35	397.49	1.7555	1.7243	1.1924	1.1212	-2.42
Indiana	17	870899	PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO	379.92	324.2	303.01	372.26	1.1751	0.9425	0.887	1.05	22.85
Indiana	18	870829	PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES	290.97	346.37	340.4	346.61	0.8999	1.0069	0.9964	0.9777	1.82
Indiana	19	851712	PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS	24.38	166.45	266.58	285.13	0.0754	0.4839	0.7804	0.8043	6.96
Indiana	20	300431	MEDICAMENTS CONT INSULIN, NO ANTIBIOTICS, DOS	312.19	280.33	289.36	274.64	0.9656	0.8149	0.847	0.7747	-5.09
Indiana	21	860791	PARTS, NESOI, OF LOCOMOTIVES	13.32	240.62	92.19	252.52	0.0412	0.6995	0.2699	0.7123	173.93
Indiana	22	871639	TRAILERS & SEMI-TRAILER F TRANS CDS NESOI	254.76	290.52	279.3	218.35	0.7879	0.8445	0.8176	0.6159	-21.82
Indiana	23	847150	DIGITAL PROCESSING UNITS, N.E.S.O.I.	16.14	223.3	321.46	211.49	0.0499	0.6491	0.941	0.5965	-34.21
Indiana	24	681510	NONELECTRICAL ARTICLES OF GRAPHITE OR CARBON	126.98	130.54	169.8	195.76	0.3927	0.3795	0.497	0.5522	15.29
Indiana	25	490199	PRINTED BOOKS, BROCHURES, ETC., NESOI	180.5	181.05	190.98	184.12	0.5583	0.5263	0.559	0.5193	-3.59
Iowa	0	0	World	13316.52	14624.87	13888.03	15100.59	0.8982	0.9462	0.8792	0.9303	8.73
Iowa	0	25	Top 25	5391.82	6630.52	5878.58	7552.64	40.4897	45.3373	42.3284	50.0156	28.48
Iowa	1	100590	CORN (MAIZE), OTHER THAN SEED CORN	733.89	890.05	539.96	1165.92	5.5111	6.0858	3.888	7.721	115.93
Iowa	2	870190	TRACTORS, NESOI	935.2	1306.29	1066.1	965.61	7.0228	8.932	7.6764	6.3945	-9.43
Iowa	3	120190	SOYBEANS, NESOI	0	407.83	233.3	537.91	0	2.7886	1.6799	3.5622	130.56
Iowa	4	20319	MEAT OF SWINE, NESOI, FRESH OR CHILLED	362.66	365.44	513.41	531.38	2.7234	2.4988	3.6968	3.5189	3.5
Iowa	5	20329	MEAT OF SWINE, NESOI, FROZEN	603.07	618.85	434.52	520.36	4.5287	4.2315	3.1287	3.4459	19.75
Iowa	6	230400	SOYBEAN OILCAKE & OTH SOLID RESIDUE, WH/NOT G	262.97	294.67	328.63	449.85	1.9748	2.0149	2.3663	2.979	36.88
Iowa	7	380893	HERBCD, ANTISPROUT. PROD. & PLANT-GRWTH REG.	243.9	299.86	336.8	374.25	1.8316	2.0504	2.4251	2.4784	11.12
Iowa	8	880000	CIVILIAN AIRCRAFT, ENGINES, AND PARTS	270.96	306.68	273.99	283.15	2.0348	2.097	1.9729	1.8751	3.34
Iowa	9	760612	ALUMINUM ALLOY RECT PLATES ETC, OVER .2 MM TH	201.44	238.41	224.73	244.84	1.5127	1.6302	1.6181	1.6214	8.95
Iowa	10	842951	MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED	210.1	266.26	161.87	222.23	1.5777	1.8206	1.1655	1.4717	37.29
Iowa	11	230330	BREWING OR DISTILLING DREGS AND WASTE, W/NT P	158.18	156.06	170.62	210.24	1.1879	1.0671	1.2285	1.3923	23.22
Iowa	12	20230	MEAT OF BOVINE ANIMALS, BONELESS, FROZEN	119.34	82.99	126.49	202.61	0.8962	0.5675	0.9108	1.3417	60.18
Iowa	13	261310	MOLYBDENUM ORES AND CONCENTRATES ROASTED	148.61	171.71	140.28	195.89	1.116	1.1741	1.0101	1.2972	39.64
Iowa	14	220720	ETHYL ALCOHOL & OTH SPIRITS DENATURED ANY STR	137.94	62.44	110.86	175.75	1.0359	0.4269	0.7983	1.1639	58.53
Iowa	15	20130	MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CH	24.88	15.45	29.41	156	0.1868	0.1056	0.2117	1.0331	430.49
Iowa	16	20649	OFFAL OF SWINE EXCEPT LIVERS, EDIBLE, FROZEN	97.34	144.46	153.76	151.59	0.731	0.9877	1.1071	1.0039	-1.41
Iowa	17	870590	SPECIAL PURPOSE VEHICLES, NESOI	104.93	149.85	213.69	149.2	0.788	1.0246	1.5387	0.9881	-30.18
Iowa	18	843351	COMBINE HARVESTER-THRESHERS	76.17	101.7	53.22	144.36	0.572	0.6954	0.3832	0.956	171.26
Iowa	19	841810	COMBINED REFRIGERATOR-FREEZERS W SEPARATE DOO	129.21	121.53	130.86	134.96	0.9703	0.831	0.9423	0.8937	3.13
Iowa	20	843680	AGRIC, HORT, FOREST, BEE-KEEPING MACHINERY NE	98.93	82.23	106.49	132.95	0.7429	0.5623	0.7668	0.8804	24.85
Iowa	21	842959	MECH SHOVELS, EXCAVATORS AND SHOVEL LOADERS N	208.93	175.62	114.21	127.28	1.5689	1.2009	0.8224	0.8429	11.44
Iowa	22	230990	ANIMAL FEED PREP EXCEPT DOG OR CAT FOOD, RETA	117.12	123.86	126.93	124.61	0.8795	0.8469	0.9139	0.8252	-1.82
Iowa	23	170260	FRUCTOSE, NESOI & SYRUP, OV 50% FRUCTOSE IN D	135.78	239.77	225.2	118.34	1.0196	1.6394	1.6215	0.7837	-47.45
Iowa	24	100790	GRAIN SORGHUM, NESOI	0	0	2.23	117.85	0	0	0.0161	0.7804	5186.96
Iowa	25	841290	ENGINE AND MOTOR PARTS, NESOI	10.28	8.5	61.02	115.51	0.0772	0.0581	0.4394	0.7649	89.3
Kansas	0	0	World	11623.4	11700.9	12464.81	12003.56	0.784	0.757	0.7891	0.7395	-3.7
Kansas	0	25	Top 25	5494.26	6620.74	7636.77	7232.41	47.269	56.5832	61.2667	60.2522	-5.29
Kansas	1	880000	CIVILIAN AIRCRAFT, ENGINES, AND PARTS	2025.38	1994.63	1800.82	1895.71	17.425	17.0468	14.4472	15.7929	5.27
Kansas	2	100199	WHEAT AND MESLIN, NESOI	0	902.14	1408.43	1056.24	0	7.71	11.2993	8.7994	-25.01
Kansas	3	20130	MEAT OF BOVINE ANIMALS, BONELESS, FRESH OR CH	523.37	569.37	807.27	713.72	4.5027	4.866	6.4764	5.9459	-11.59
Kansas	4	120190	SOYBEANS, NESOI	0	616.18	850.84	398.62	0	5.2661	6.826	3.3208	-53.15
Kansas	5	100590	CORN (MAIZE), OTHER THAN SEED CORN	249.71	118.65	255.18	288.95	2.1483	1.014	2.0472	2.4072	13.23
Kansas	6	20230	MEAT OF BOVINE ANIMALS, BONELESS, FROZEN	214.83	224.68	208.41	247.45	1.8482	1.9202	1.672	2.0615	18.73
Kansas	7	300490	MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK	539.34	259.26	215.79	241.66	4.6401	2.2157	1.7312	2.0133	11.99
Kansas	8	230330	BREWING OR DISTILLING DREGS AND WASTE, W/NT P	57.11	71.96	158.23	191.38	0.4913	0.615	1.2694	1.5944	20.95
Kansas	9	100790	GRAIN SORGHUM, NESOI	0	51.05	58.11	177.36	0	0.4363	0.4662	1.4776	205.21
Kansas	10	230910	DOG AND CAT FOOD, PUT UP FOR RETAIL SALE	399.4	256.37	238.83	174.28	3.4362	2.191	1.916	1.4519	-27.03
Kansas	11	850231	GENERATING SETS, ELECTRIC, WIND-POWERED	0	0	100.34	169.56	0	0	0.805	1.4126	68.99
Kansas	12	880230	AIRPLANE & A/C UNLADEN WGHT > 2000, NOV 15000	83.92	85.12	22.62	167.79	0.722	0.7275	0.1815	1.3978	641.83
Kansas	13	870323	PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV	178.78	104.69	93.51	167.65	1.5381	0.8947	0.7502	1.3967	79.3
Kansas	14	410150	WHOLE HIDES & SKINS, OF A WT >16KG BOVINE/EQU	201.68	166.53	214.49	159.75	1.7351	1.4232	1.7208	1.3308	-25.52
Kansas	15	852691	RADIO NAVIGATIONAL AID APPARATUS	130.11	174.08	163.33	158.55	1.1194	1.4877	1.3104	1.3209	-2.93
Kansas	16	20329	MEAT OF SWINE, NESOI, FROZEN	65.18	76.51	96.47	122.79	0.5607	0.6539	0.7739	1.023	27.29
Kansas	17	410411	BOV/EQ HIDE/SKIN,FUL GRN,UNSPLIT;GRN SPL, WET	117.08	97.83	105.5	121.25	1.0073	0.8361	0.8464	1.0101	14.93
Kansas	18	842951	MECH FRONT-END SHOVEL LOADERS, SELF-PROPELLED	134.54	178.83	132.21	114.44	1.1575	1.5283	1.0607	0.9533	-13.45
Kansas	19	20220	MEAT, BOVINE CUTS WITH BONE IN, FROZEN	53.18	33.96	78.99	111.97	0.4575	0.2903	0.6337	0.9328	41.76
Kansas	20	903180	MEAS & CHECKNG INSTRUMENT, APPLIANCES & MACH	69.43	70.1	79.56	107.41	0.5973	0.5991	0.6383	0.8948	35
Kansas	21	401194	NEW PNUMAT RUB TIRE, CONST/INDUST VEH/MAC,RIM	115.87	150.76	158.83	101.12	0.9968	1.2884	1.2743	0.8424	-36.34
Kansas	22	760612	ALUMINUM ALLOY RECT PLATES ETC, OVER .2 MM TH	81.54	85.01	75.18	97.25	0.7016	0.7265	0.6031	0.8101	29.36
Kansas	23	850710	LEAD-ACID BATTERIES OF A KIND USED FOR STG EN	90.08	89.36	87.09	90.02	0.775	0.7637	0.6987	0.7499	3.36
Kansas	24	410120	WL HIDES&SKIN, WT/SKI<=8KG DRD/10 DRY-SALT/16	163.73	151.29	134.53	81.22	1.4086	1.293	1.0793	0.6766	-39.62
Kansas	25	150210	TALLOW OF BOVINE ANIMALS, SHEEP OR GOATS, NES	0	92.39	92.2	76.25	0	0.7896	0.7397	0.6352	-17.3
Kentucky	0	0	World	20118.88	22132.16	25365.59	27541.23	1.3571	1.4319	1.6058	1.6966	8.58
Kentucky	0	25	Top 25	8791.41	10693.89	14231	16470.97	43.6973	48.3183	56.1036	59.8048	15.74
Kentucky	1	880000	CIVILIAN AIRCRAFT, ENGINES, AND PARTS	3520.42	3825.45	5624.75	7733.27	17.4981	17.2846	22.1747	28.0789	37.49
Kentucky	2	870323	PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV	350.91	1179.67	1591.32	1677.3	1.7442	5.3301	6.2735	6.0901	5.4
Kentucky	3	870324	PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC	512.61	535.31	1197.13	1374.57	2.5479	2.4187	4.7195	4.991	14.82
Kentucky	4	300210	ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO	585.82	793.06	887.88	621.99	2.9118	3.5833	3.5003	2.2584	-29.95
Kentucky	5	870421	TRUCKS, NESOI, DIESEL ENG, GVW 5 METRIC TONS	194.03	108.1	143.49	382.03	0.9644	0.4884	0.5657	1.3871	166.25
Kentucky	6	870431	MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV	334.52	315	262.28	366.16	1.6627	1.4233	1.034	1.3295	39.61
Kentucky	7	391000	SILICONES, IN PRIMARY FORMS	378.88	366.97	413.25	348.59	1.8832	1.6581	1.6292	1.2657	-15.65
Kentucky	8	700490	DRWN/BLWN GLSS SHTS W/WO ABSRB/RFCT LYR N OTH	113.34	224.71	421.12	338.62	0.5634	1.0153	1.6602	1.2295	-19.59
Kentucky	9	220830	WHISKIES	227.41	314.55	300.23	301.1	1.1303	1.4212	1.1836	1.0933	0.29
Kentucky	10	870422	MTR VEH TRANS GDS COM-IG INT C P E GVW >5NOV2	458.4	407.41	580.75	289.95	2.2785	1.8408	2.2895	1.0528	-50.07
Kentucky	11	851762	MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE	187.94	217.46	258.19	285.86	0.9342	0.9825	1.0179	1.0379	10.72
Kentucky	12	870899	PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO	235.14	273.31	243.05	266.91	1.1687	1.2349	0.9582	0.9691	9.82
Kentucky	13	382200	COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA	146.07	100.56	177.8	265.15	0.726	0.4544	0.7009	0.9627	49.13
Kentucky	14	870829	PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NES	250.74	256.93	259.84	249.01	1.2463	1.1609	1.0244	0.9041	-4.17
Kentucky	15	870894	STEERING WHEELS, COLUMNS & BOXES F MOTOR VEHI	184.43	182.17	171.61	230.09	0.9167	0.8231	0.6765	0.8354	34.08
Kentucky	16	852349	OPTICAL MEDIA FOR SOUND/OTHER PHENOMENA, RECO	0	227.41	218.26	216.01	0	1.0275	0.8605	0.7843	-1.03
Kentucky	17	300490	MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK	208.28	174.52	175.02	202.15	1.0352	0.7885	0.69	0.734	15.5
Kentucky	18	902190	OTH ARTIFICAL PTS OF THE BODY & PTS & ACCESSO	238.31	222.38	188.4	201.56	1.1845	1.0048	0.7427	0.7319	6.99
Kentucky	19	940190	PARTS OF SEATS (EX MEDICAL, BARBER, DENTAL ET	201.38	175.31	250.01	199.13	1.0009	0.7921	0.9856	0.723	-20.35
Kentucky	20	870830	BRAKES AND SERVO-BREAKS; PARTS THEREOF	133.8	191.81	182.57	179.41	0.665	0.8667	0.7197	0.6514	-1.73
Kentucky	21	10121	HORSES, LIVE, PUREBRED BREEDING	0	174.49	161.4	173.12	0	0.7884	0.6363	0.6286	7.26
Kentucky	22	820900	PLATES, STICKS TIPS ETC F TOOLS UNMOUNTD CERM	168.89	176.37	152.84	152.58	0.8395	0.7969	0.6026	0.554	-0.17
Kentucky	23	852721	RADIOBROADCAST RECEIVERS FOR MOTOR VEHICLES W	8.74	54.69	128.73	148.01	0.0435	0.2471	0.5075	0.5374	14.98
Kentucky	24	390690	ACRYLIC POLYMERS NESOI, IN PRIMARY FORMS	102.76	110.85	121.74	135	0.5108	0.5009	0.4799	0.4902	10.89
Kentucky	25	901819	ELECTRO-DIAGNOSTIC APPARATUS NESOI, AND PARTS	48.58	85.39	119.36	133.4	0.2415	0.3858	0.4705	0.4844	11.77
Louisiana	0	0	World	54971.15	62877.21	63338.56	65085.1	3.708	4.0679	4.0098	4.0095	2.76
Louisiana	0	25	Top 25	30090.02	49850.89	49502.82	51844.62	54.7378	79.2829	78.1559	79.6567	4.73
Louisiana	1	271019	PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO	13750.25	18165.3	21142.81	20356.69	25.0136	28.8901	33.3806	31.277	-3.72
Louisiana	2	120190	SOYBEANS, NESOI	0	12848.26	9514.01	10824.77	0	20.4339	15.0209	16.6317	13.78
Louisiana	3	100590	CORN (MAIZE), OTHER THAN SEED CORN	7178.6	4710.48	3283.43	5418.43	13.0588	7.4915	5.1839	8.3252	65.02
Louisiana	4	271012	LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD	0	2785.5	3183.2	3915.94	0	4.4301	5.0257	6.0166	23.02
Louisiana	5	230400	SOYBEAN OILCAKE & OTH SOLID RESIDUE, WH/NOT G	1221.19	1688.99	1995.6	1918.13	2.2215	2.6862	3.1507	2.9471	-3.88
Louisiana	6	100199	WHEAT AND MESLIN, NESOI	0	1264.2	2090.48	817.72	0	2.0106	3.3005	1.2564	-60.88
Louisiana	7	843143	PARTS FOR BORING OR SINKING MACHINERY, NESOI	288.17	714.97	941.4	779.64	0.5242	1.1371	1.4863	1.1979	-17.18
Louisiana	8	390410	POLYVINYL CHLORIDE, NOT MIXED WITH OTHER SUBS	499.11	510.94	691.84	756.78	0.9079	0.8126	1.0923	1.1628	9.39
Louisiana	9	230330	BREWING OR DISTILLING DREGS AND WASTE, W/NT P	519.19	526.72	536.01	694.43	0.9445	0.8377	0.8463	1.067	29.56
Louisiana	10	293190	ORGANO-INORGANIC COMPOUNDS, NESOI	0	488.63	547.31	672.93	0	0.7771	0.8641	1.0339	22.95
Louisiana	11	880000	CIVILIAN AIRCRAFT, ENGINES, AND PARTS	145.36	224.78	303.63	558.67	0.2644	0.3575	0.4794	0.8584	84
Louisiana	12	400270	ETHYLENE-PROPYLENE-NONCONJUGATED DIENE RUBBER	537.73	551.09	486.06	479.8	0.9782	0.8765	0.7674	0.7372	-1.29
Louisiana	13	271311	PETROLEUM COKE, NOT CALCINED	610.7	464.08	472.99	479.74	1.111	0.7381	0.7468	0.7371	1.43
Louisiana	14	100610	RICE IN THE HUSK (PADDY OR ROUGH)	372.64	463.35	462.17	470.54	0.6779	0.7369	0.7297	0.723	1.81
Louisiana	15	270900	CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER	0	0.06	392.25	398.72	0	0.0001	0.6193	0.6126	1.65
Louisiana	16	150710	SOYBEAN OIL & FRACTIONS, CRUDE, WHETH/NOT DEG	744.46	698.77	477.43	392.84	1.3543	1.1113	0.7538	0.6036	-17.72
Louisiana	17	100630	RICE, SEMI- OR WHOLLY MILLED, POLISHED ETC OR	244.34	339.04	417	370.64	0.4445	0.5392	0.6584	0.5695	-11.12
Louisiana	18	230310	RESIDUES OF STARCH MFR AND SIMILAR RESIDUES	390.16	338.04	385	351.08	0.7098	0.5376	0.6079	0.5394	-8.81
Louisiana	19	390190	POLYMERS OF ETHYLENE NESOI, IN PRIMARY FORMS	376.14	343.93	392.21	341.38	0.6842	0.547	0.6192	0.5245	-12.96
Louisiana	20	740311	REFINED COPPER CATHODES AND SECTIONS OF CATHO	4.33	131.08	90.47	338.97	0.0079	0.2085	0.1428	0.5208	274.69
Louisiana	21	271312	PETROLEUM COKE, CALCINED	711.2	671.51	454.8	337.97	1.2938	1.068	0.7181	0.5193	-25.69
Louisiana	22	270799	OILS & PRODUCTS NESOI AS COAL TAR DISTILLATES	702.91	708.9	435.52	314.02	1.2787	1.1274	0.6876	0.4825	-27.9
Louisiana	23	260700	LEAD ORES AND CONCENTRATES	17.18	25.48	104.84	304.22	0.0313	0.0405	0.1655	0.4674	190.17
Louisiana	24	270112	BITUMINOUS COAL, NOT AGGLOMERATED	1585.42	1003.15	506.55	287.24	2.8841	1.5954	0.7997	0.4413	-43.3
Louisiana	25	390120	POLYETHYLENE HAVING A SPEC GRAVITY OF 0.94 OR	190.93	183.64	195.81	263.33	0.3473	0.2921	0.3091	0.4046	34.48
Massachusetts	0	0	World	27870.98	25614.61	26823.29	27363.93	1.88	1.6571	1.6981	1.6857	2.02
Massachusetts	0	25	Top 25	11878.89	11039.25	11940.95	12398.24	42.621	43.0975	44.5171	45.3087	3.83
Massachusetts	1	710812	GOLD, NONMONETARY, UNWROUGHT NESOI	2188.33	1485.69	2407.97	1956.88	7.8516	5.8002	8.9772	7.1513	-18.73
Massachusetts	2	901890	INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N	1061.73	1059.62	1031.02	1053.18	3.8094	4.1368	3.8437	3.8488	2.15
Massachusetts	3	901839	MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E	896.85	783.11	887.39	974.36	3.2179	3.0573	3.3083	3.5607	9.8
Massachusetts	4	854231	PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG	720.03	521.54	571.34	935.14	2.5835	2.0361	2.13	3.4174	63.67
Massachusetts	5	848620	MACHINES FOR MAN. SEMICONDUTOR DEVICES/ELEC I	827.91	922.16	718.95	720.78	2.9705	3.6001	2.6803	2.634	0.25
Massachusetts	6	880000	CIVILIAN AIRCRAFT, ENGINES, AND PARTS	504.46	546.94	580.61	654.81	1.81	2.1353	2.1646	2.393	12.78
Massachusetts	7	851762	MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE	353.17	314.72	390.05	548.72	1.2671	1.2287	1.4541	2.0053	40.68
Massachusetts	8	854239	ELECTRONIC INTEGRATED CIRCUITS, NESOI	429.03	441.78	380.8	488.56	1.5393	1.7247	1.4197	1.7854	28.3
Massachusetts	9	300390	MEDICAMENTS NESOI, NOT IN DOSAGE FORM ETC	141	170.71	283.24	454.14	0.5059	0.6665	1.056	1.6596	60.34
Massachusetts	10	901819	ELECTRO-DIAGNOSTIC APPARATUS NESOI, AND PARTS	405.4	437.91	427.88	420.12	1.4545	1.7096	1.5952	1.5353	-1.81
Massachusetts	11	902780	PHY CHEM INS/APPR;MEAS VSCSTY & HEAT NESOI	341.5	379.43	349.84	393.7	1.2253	1.4813	1.3043	1.4387	12.53
Massachusetts	12	300210	ANTISERA, BLOOD FRACTIONS & IMMUNOLOGICAL PRO	278.45	322.27	369.33	365.75	0.9991	1.2582	1.3769	1.3366	-0.97
Massachusetts	13	382200	COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA	326.61	317.8	347.98	345.03	1.1719	1.2407	1.2973	1.2609	-0.85
Massachusetts	14	300490	MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK	637.83	582.45	509.59	342.64	2.2885	2.2739	1.8998	1.2522	-32.76
Massachusetts	15	847150	DIGITAL PROCESSING UNITS, N.E.S.O.I.	253.17	257.24	249.1	294.4	0.9084	1.0043	0.9287	1.0759	18.19
Massachusetts	16	847170	AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.	308.1	313.94	331.43	284.15	1.1054	1.2256	1.2356	1.0384	-14.27
Massachusetts	17	852990	PTS,EX ANTENNA,FOR TRNSMSSN,RDR,RADIO,TV,ETC	283.34	303.74	168.85	282.5	1.0166	1.1858	0.6295	1.0324	67.31
Massachusetts	18	300432	MEDICAMENTS CONT CORTEX HORMONES ETC DOSES	151.57	258.07	285.8	279.58	0.5438	1.0075	1.0655	1.0217	-2.18
Massachusetts	19	848690	PARTS & ACCSESORIES FOR MACH TO MAN. SEMICNT,	515.46	368.62	314.14	276.11	1.8495	1.4391	1.1712	1.009	-12.11
Massachusetts	20	902139	ARTIFICIAL JOINTS & PARTS & ACCESSORIES THERO	305.87	272.12	293.68	238.16	1.0974	1.0624	1.0949	0.8703	-18.9
Massachusetts	21	841191	TURBOJET AND TURBOPROLLER PARTS	131.74	160.5	229.78	237.76	0.4727	0.6266	0.8566	0.8689	3.47
