Year	State	County	FIPS	Commodity	Product	Volume
2014	UT	Utah County	49049		Gas (mcf)	20440.75
2010	IL	Clinton County	17027		Oil (bbl)	20469
2010	ND	Stark County	38089		Oil (bbl)	20492.92
2006	SD	Fall River County	46047		Oil (bbl)	20524
2006	KS	Kearny County	20093		Oil (bbl)	20524.36
2013	OK	Grady County	40051		Gas (mcf)	20546.47
2006	ND	Stark County	38089		Gas (mcf)	20556.21
2014	MS	Smith County	28129		Oil (bbl)	20561.42
2012	CO	Baca County	08009		Oil (bbl)	20599.16
2010	TX	Shelby County	48419		Oil (bbl)	20601.07
2007	TX	Sabine County	48403		Gas (mcf)	20614.29
2014	KS	Kearny County	20093		Oil (bbl)	20635.57
2005	MT	Rosebud County	30087		Oil (bbl)	20640.79
2005	KS	Kearny County	20093		Oil (bbl)	20641.74
2009	KS	Finney County	20055		Oil (bbl)	20644.5
2010	NM	McKinley County	35031		Oil (bbl)	20686
2011	ND	Divide County	38023		Oil (bbl)	20692.06
2011	CO	Cheyenne County	08017		Oil (bbl)	20762.83
2005	OK	Payne County	40119		Gas (mcf)	20795.65
2012	WY	Niobrara County	56027		Gas (mcf)	20819.25
2009	TX	Sabine County	48403		Gas (mcf)	20957.97
2013	CO	Routt County	08107		Gas (mcf)	21044.52
2006	WY	Laramie County	56021		Oil (bbl)	21103.02
2009	IL	Clinton County	17027		Oil (bbl)	21132
2006	AR	Pope County	05115		Gas (mcf)	21148.1
2010	OK	Washita County	40149		Oil (bbl)	21185.64
2014	KS	Finney County	20055		Oil (bbl)	21225.13
2011	OH	Stark County	39151		Gas (mcf)	21264.03
2014	OK	Major County	40093		Oil (bbl)	21309.39
2006	IL	Clinton County	17027		Oil (bbl)	21324
2007	WV	Randolph County	54083		Gas (mcf)	21344.32
2009	MT	Fergus County	30027		Gas (mcf)	21414.5
2008	KS	Finney County	20055		Oil (bbl)	21480.48
2010	CO	Baca County	08009		Oil (bbl)	21491.23
2007	MT	Powder River County	30075		Gas (mcf)	21542
2007	LA	East Baton Rouge Parish	22033		Gas (mcf)	21635.74
2014	NE	Cheyenne County	31033		Oil (bbl)	21668
2005	WY	Laramie County	56021		Oil (bbl)	21674.23
2009	KS	Haskell County	20081		Oil (bbl)	21681.3
2006	LA	Claiborne Parish	22027		Oil (bbl)	21718.25
2006	MT	Powder River County	30075		Gas (mcf)	21788.75
2010	AL	Covington County	01039		Oil (bbl)	21809.37
2007	CA	Fresno County	06019		Oil (bbl)	21831.76
2005	MO	Dent County	29065		Lead Concentrate (tons)	21832.31
2008	TX	Burleson County	48051		Oil (bbl)	21841
2013	UT	San Juan County	49037		Oil (bbl)	21855
2011	VA	Wise County	51195		Gas (mcf)	21855.73
2011	Withheld	Withheld	Withheld		Clay (tons)	21891
2014	KS	Hamilton County	20075		Gas (mcf)	21929.64
2014	MS	Monroe County	28095		Gas (mcf)	22023.86
2009	OH	Stark County	39151		Gas (mcf)	22030.84
2007	OK	Woods County	40151		Oil (bbl)	22092.02
2006	LA	Lincoln Parish	22061		Gas (mcf)	22110.54
2013	OH	Stark County	39151		Gas (mcf)	22116.16
2014	WV	Preston County	54077		Gas (mcf)	22118
2013	MT	Liberty County	30051		Gas (mcf)	22150
2013	WY	Albany County	56001		Gas (mcf)	22151.86
2005	LA	Rapides Parish	22079		Oil (bbl)	22160.64
2007	KS	Haskell County	20081		Oil (bbl)	22181.8
2011	PA	Forest County	42053		Gas (mcf)	22210
2011	OK	Grady County	40051		Gas (mcf)	22231.51
2014	CO	Mesa County	08077		Oil (bbl)	22235.12
2011	CO	Baca County	08009		Oil (bbl)	22266.36
2010	CO	Cheyenne County	08017		Oil (bbl)	22266.37
2007	CO	Moffat County	08081		Gas (mcf)	22279
2014	MI	Calhoun County	26025		Gas (mcf)	22319.2
2007	TX	Lee County	48287		Gas (mcf)	22331.42
2013	MT	Fallon County	30025		Oil (bbl)	22357.25
2005	IL	Clinton County	17027		Oil (bbl)	22377
2006	TX	Lee County	48287		Gas (mcf)	22447.88
2013	UT	Utah County	49049		Gas (mcf)	22467.99
2005	AR	Pope County	05115		Gas (mcf)	22473.04
2007	TX	Wise County	48497		Oil (bbl)	22547.28
2008	OK	Roger Mills County	40129		Oil (bbl)	22562.98
2011	Withheld	Withheld	Withheld		Gilsonite (tons)	22568
2012	NM	McKinley County	35031		Oil (bbl)	22569
2011	CO	Bent County	08011		Gas (mcf)	22575.02
2006	KS	Finney County	20055		Oil (bbl)	22583.08
2012	CO	Bent County	08011		Gas (mcf)	22587.47
2014	Withheld	Withheld	Withheld		Hardrock Products (tons)	22598
2005	UT	Utah County	49049		Gas (mcf)	22617.14
2012	OH	Stark County	39151		Gas (mcf)	22708.24
2012	MI	Clare County	26035		Gas (mcf)	22721.83
2009	WY	Sublette County	56035		Oil (bbl)	22759
2014	OK	Dewey County	40043		Oil (bbl)	22776.13
2012	MS	Chickasaw County	28017		Gas (mcf)	22789
2010	OK	Woods County	40151		Oil (bbl)	22803.74
2014	WY	Albany County	56001		Gas (mcf)	22816.72
2008	OK	Woods County	40151		Oil (bbl)	22833.16
2013	NE	Cheyenne County	31033		Oil (bbl)	22835
2008	TX	Sabine County	48403		Gas (mcf)	22859.68
2010	OK	Dewey County	40043		Oil (bbl)	22868.43
2005	KS	Finney County	20055		Oil (bbl)	22870.71
2011	LA	Terrebonne Parish	22109		Oil (bbl)	22889
2009	LA	Vernon Parish	22115		Gas (mcf)	22918.02
2005	MT	Carter County	30011		Oil (bbl)	22975.25
2009	AL	Covington County	01039		Oil (bbl)	22995.89
2012	WY	Albany County	56001		Gas (mcf)	23053.68
2011	MO	Dent County	29065		Lead Concentrate (tons)	23069.31
2012	KS	Kearny County	20093		Oil (bbl)	23122.09
2014	KS	Haskell County	20081		Oil (bbl)	23124.08
2008	KS	Haskell County	20081		Oil (bbl)	23175.31
2014	WV	Randolph County	54083		Gas (mcf)	23197.06
2011	TX	Hidalgo County	48215		Gas (mcf)	23242.19
2008	TX	Grayson County	48181		Gas (mcf)	23256.24
2007	TX	San Jacinto County	48407		Oil (bbl)	23299
2010	MT	Rosebud County	30087		Oil (bbl)	23355.7
2008	MO	Dent County	29065		Lead Concentrate (tons)	23395.31
2008	OK	Payne County	40119		Gas (mcf)	23418.89
2014	CA	Fresno County	06019		Oil (bbl)	23438.62
2008	MT	Rosebud County	30087		Oil (bbl)	23440.18
2010	OK	Grady County	40051		Gas (mcf)	23510.69
2005	ND	Renville County	38075		Oil (bbl)	23515.01
2012	UT	Utah County	49049		Gas (mcf)	23547.86
2008	OK	Atoka County	40005		Gas (mcf)	23641.12
2012	CA	San Luis Obispo County	06079		Oil (bbl)	23710.03
2013	KS	Kearny County	20093		Oil (bbl)	23717.58
2005	TX	Sabine County	48403		Gas (mcf)	23728.31
2012	MI	Jackson County	26075		Oil (bbl)	23743.25
2011	TX	McMullen County	48311		Gas (mcf)	23750
2010	OH	Stark County	39151		Gas (mcf)	23886.07
2010	CO	Dolores County	08033		Oil (bbl)	23935.42
2009	CO	Cheyenne County	08017		Oil (bbl)	24006.82
2008	WV	Grant County	54023		Gas (mcf)	24070.18
2011	CO	Dolores County	08033		Oil (bbl)	24155.36
2012	KS	Finney County	20055		Oil (bbl)	24156.18
2009	MI	Roscommon County	26143		Gas (mcf)	24192.28
2009	WV	Grant County	54023		Gas (mcf)	24198.91
2014	CO	Mesa County	08077		Oil (bbl)	24244.62
2013	CO	Mesa County	08077		Oil (bbl)	24308.59
2007	TX	Grayson County	48181		Gas (mcf)	24327.49
2013	WV	Preston County	54077		Gas (mcf)	24355.94
2006	MS	Jefferson Davis County	28065		Gas (mcf)	24362.06
2014	LA	Red River Parish	22081		Gas (mcf)	24364.17
2013	MI	Jackson County	26075		Oil (bbl)	24372
2011	WY	Albany County	56001		Gas (mcf)	24375.44
2006	KS	Haskell County	20081		Oil (bbl)	24395.69
2006	ND	Renville County	38075		Oil (bbl)	24418.71
2013	UT	Grand County	49019		Gas (mcf)	24425
2013	MO	Reynolds County	29179		Zinc Concentrate (tons)	24438.01
2008	CO	Cheyenne County	08017		Oil (bbl)	24439.85
2008	MT	Fergus County	30027		Gas (mcf)	24445.5
2008	LA	Caldwell Parish	22021		Gas (mcf)	24448.99
2013	KS	Finney County	20055		Oil (bbl)	24569.36
2012	CO	Delta County	08029		Gas (mcf)	24589.07
2014	MT	Custer County	30017		Gas (mcf)	24608.5
2008	TX	Wise County	48497		Oil (bbl)	24690.5
2013	ND	Renville County	38075		Oil (bbl)	24712.25
2011	WY	Park County	56029		Gas (mcf)	24726
2012	MT	Fergus County	30027		Gas (mcf)	24739.5
2013	TX	Galveston County	48167		Oil (bbl)	24743.99
2008	CO	Baca County	08009		Oil (bbl)	24801.69
2007	CO	Baca County	08009		Oil (bbl)	24805.9
2008	NM	McKinley County	35031		Gas (mcf)	24857
2010	TX	Grayson County	48181		Gas (mcf)	24882.38
2012	CO	Delta County	08029		Gas (mcf)	24898.28
2013	Withheld	Withheld	Withheld		Gilsonite (tons)	24919
2009	MT	Custer County	30017		Gas (mcf)	24993.5
2012	UT	San Juan County	49037		Oil (bbl)	25017
2014	WV	Pendleton County	54071		Gas (mcf)	25108.83
2008	Withheld	Withheld	Withheld		Clay (tons)	25139
2009	ND	Stark County	38089		Oil (bbl)	25142.06
2008	OK	Grady County	40051		Gas (mcf)	25206.47
2011	MT	Sheridan County	30091		Oil (bbl)	25225.37
2014	WY	Crook County	56011		Gas (mcf)	25385.93
2014	ND	Bottineau County	38009		Oil (bbl)	25416.08
2014	MI	Kalkaska County	26079		Gas (mcf)	25422.71
2007	WV	Grant County	54023		Gas (mcf)	25486.73
2013	UT	Uintah County	49047		Oil (bbl)	25525.8
2006	MI	Oscoda County	26135		Oil (bbl)	25536.49
2009	MT	Rosebud County	30087		Oil (bbl)	25549.56
2009	TX	Wise County	48497		Oil (bbl)	25568.09
2014	WY	Sublette County	56035		Oil (bbl)	25617
2006	WY	Sublette County	56035		Oil (bbl)	25629.5
2014	CA	Kern County	06029		Gas (mcf)	25648.18
2006	MI	Roscommon County	26143		Gas (mcf)	25651.17
2013	MT	Custer County	30017		Gas (mcf)	25668.13
2011	KS	Kearny County	20093		Oil (bbl)	25742.94
2009	CO	Dolores County	08033		Oil (bbl)	25743.32
2005	SD	Fall River County	46047		Oil (bbl)	25793
2007	CO	Cheyenne County	08017		Oil (bbl)	25793.28
2012	CO	Dolores County	08033		Oil (bbl)	25821.27
2007	NM	Bernalillo County	35001		Oil (bbl)	25855
2009	WY	Albany County	56001		Oil (bbl)	25855.12
2005	OK	Coal County	40029		Gas (mcf)	25874.95
2007	LA	Bienville Parish	22013		Gas (mcf)	25893.56
2009	CO	Baca County	08009		Oil (bbl)	25903.01
2011	MT	Custer County	30017		Gas (mcf)	25904.38
2006	UT	Carbon County	49007		Oil (bbl)	25930.62
2012	MT	Sheridan County	30091		Gas (mcf)	25934.96
2006	MT	Carter County	30011		Oil (bbl)	25963.26
2012	WV	Pendleton County	54071		Gas (mcf)	25981.94
2013	CO	Dolores County	08033		Oil (bbl)	26015.75
2011	KY	Whitley County	21235		Gas (mcf)	26019.18
2013	KS	Hamilton County	20075		Gas (mcf)	26048.88
2013	WV	Randolph County	54083		Gas (mcf)	26089.55
2005	LA	Claiborne Parish	22027		Oil (bbl)	26113.49
2014	TX	Wise County	48497		Oil (bbl)	26125.46
2005	KS	Haskell County	20081		Oil (bbl)	26166.2
2013	OK	Major County	40093		Oil (bbl)	26170.77
2007	CO	Mesa County	08077		Oil (bbl)	26175.73
2010	TX	Hidalgo County	48215		Gas (mcf)	26195.84
2010	KS	Kearny County	20093		Oil (bbl)	26218.18
2014	IL	Franklin County	17055		Gas (mcf)	26222.65
2007	CO	Rio Blanco County	08103		Oil (bbl)	26376.5
2011	MT	Fergus County	30027		Gas (mcf)	26410.69
2010	MT	Custer County	30017		Gas (mcf)	26482.75
2010	TX	McMullen County	48311		Gas (mcf)	26538
2011	NE	Cheyenne County	31033		Oil (bbl)	26558
2007	NM	Rio Arriba County	35039		Gas (mcf)	26563
2005	MT	Powder River County	30075		Gas (mcf)	26605.75
2007	OK	Roger Mills County	40129		Oil (bbl)	26623
2014	KS	Stanton County	20187		Gas (mcf)	26641.8
2014	CO	Delta County	08029		Gas (mcf)	26680.78
2014	MS	Perry County	28111		Gas (mcf)	26683.85
2007	OH	Stark County	39151		Gas (mcf)	26705.1
2013	WY	Crook County	56011		Gas (mcf)	26724.42
2011	KS	Finney County	20055		Oil (bbl)	26792.44
2014	LA	Webster Parish	22119		Gas (mcf)	26828.55
2009	OK	Grady County	40051		Gas (mcf)	26897.82
2014	OK	Sequoyah County	40135		Gas (mcf)	26912.4
2011	WV	Grant County	54023		Gas (mcf)	26946.2
2013	KS	Haskell County	20081		Oil (bbl)	26948.19
2006	WY	Sweetwater County	56037		Oil (bbl)	27066.61
2007	WV	Pendleton County	54071		Gas (mcf)	27135.36
2008	OH	Stark County	39151		Gas (mcf)	27195.25
2011	AR	Sharp County	05135		Gas (mcf)	27262.58
2010	KS	Finney County	20055		Oil (bbl)	27295.07
2012	MT	Fallon County	30025		Oil (bbl)	27360
2013	ND	Bottineau County	38009		Oil (bbl)	27413.29
2010	WY	Albany County	56001		Oil (bbl)	27416.41
2006	WV	Grant County	54023		Gas (mcf)	27482.33
2011	WV	Preston County	54077		Gas (mcf)	27508.48
2009	TX	Grayson County	48181		Gas (mcf)	27518.38
2006	OH	Stark County	39151		Gas (mcf)	27586.15
2011	WY	Albany County	56001		Oil (bbl)	27647.33
2008	CA	Tehama County	06103		Gas (mcf)	27720.8
2011	UT	Utah County	49049		Gas (mcf)	27732.33
2009	WY	Converse County	56009		Gas (mcf)	27740
2012	ND	Renville County	38075		Oil (bbl)	27803.41
2005	ND	Stark County	38089		Gas (mcf)	27844.66
2007	OK	Garvin County	40049		Gas (mcf)	27894
2014	TX	Nueces County	48355		Gas (mcf)	27950.09
2006	MO	Dent County	29065		Lead Concentrate (tons)	27985.97
2012	OK	Sequoyah County	40135		Gas (mcf)	28009.53
2005	AR	Conway County	05029		Gas (mcf)	28015.5
2010	OK	Lincoln County	40081		Gas (mcf)	28080
2010	UT	Uintah County	49047		Gilsonite (tons)	28082
2012	WY	Albany County	56001		Oil (bbl)	28095.61
2007	WY	Crook County	56011		Gas (mcf)	28144.28
2010	LA	Webster Parish	22119		Gas (mcf)	28148.22
2008	LA	Lincoln Parish	22061		Gas (mcf)	28159
2007	UT	Grand County	49019		Oil (bbl)	28263
2013	UT	Summit County	49043		Oil (bbl)	28291.32
2010	TX	San Jacinto County	48407		Oil (bbl)	28300
2009	OK	Woods County	40151		Oil (bbl)	28305.92
2013	Withheld	Withheld	Withheld		Clay (tons)	28333
2010	TX	Sabine County	48403		Gas (mcf)	28344.29
2011	MS	Monroe County	28095		Gas (mcf)	28409.34
2008	CO	Dolores County	08033		Oil (bbl)	28433.9
2011	LA	Rapides Parish	22079		Oil (bbl)	28467.92
2007	MO	Dent County	29065		Lead Concentrate (tons)	28472.97
2012	ND	Bottineau County	38009		Oil (bbl)	28519.47
2012	MS	Monroe County	28095		Gas (mcf)	28554.14
2008	OK	McIntosh County	40091		Gas (mcf)	28555.73
2013	CO	Garfield County	08045		Oil (bbl)	28589
2013	TX	San Jacinto County	48407		Oil (bbl)	28640
2012	KS	Haskell County	20081		Oil (bbl)	28653.11
2013	KS	Stanton County	20187		Gas (mcf)	28736.93
2012	WV	Preston County	54077		Gas (mcf)	28865.1
2013	LA	Webster Parish	22119		Gas (mcf)	28900.09
2014	Withheld	Withheld	Withheld		Gilsonite (tons)	28936
2009	AR	Sharp County	05135		Gas (mcf)	29010.18
2014	CA	San Luis Obispo County	06079		Gas (mcf)	29037.82
2014	MT	Prairie County	30079		Gas (mcf)	29044.5
2005	OK	Kingfisher County	40073		Gas (mcf)	29060.49
2006	TX	Sabine County	48403		Gas (mcf)	29090.64
2014	AR	Sharp County	05135		Gas (mcf)	29092.75
2012	OK	Woods County	40151		Oil (bbl)	29118.32
2010	AR	Sharp County	05135		Gas (mcf)	29153.83
2006	OK	McIntosh County	40091		Gas (mcf)	29161.88
2012	OK	Lincoln County	40081		Gas (mcf)	29361
2013	MT	Prairie County	30079		Gas (mcf)	29367.47
2012	TX	Grayson County	48181		Gas (mcf)	29431.15
2007	OK	McIntosh County	40091		Gas (mcf)	29477.33
2005	MS	Jones County	28067		Gas (mcf)	29616.47
2005	TX	Lee County	48287		Gas (mcf)	29627.12
2014	KY	Leslie County	21131		Gas (mcf)	29641.41
2010	MT	Fergus County	30027		Gas (mcf)	29695.88
2013	AR	Sharp County	05135		Gas (mcf)	29710.35
2013	MS	Monroe County	28095		Gas (mcf)	29760.1
2013	KY	Leslie County	21131		Gas (mcf)	29790.09
2010	LA	Rapides Parish	22079		Gas (mcf)	29803.07
2008	NM	Lea County	35025		Oil (bbl)	29858.45
2010	CO	Delta County	08029		Gas (mcf)	29874.03
2011	MO	Reynolds County	29179		Zinc Concentrate (tons)	29907.68
2011	ND	Renville County	38075		Oil (bbl)	29964.38
2005	OK	Sequoyah County	40135		Gas (mcf)	29978.76
2012	Withheld	Withheld	Withheld		Clay (tons)	29990
2006	MT	Custer County	30017		Gas (mcf)	29994.13
2006	CO	Baca County	08009		Oil (bbl)	30033.39
2008	ND	Stark County	38089		Oil (bbl)	30070.12
2011	MS	Chickasaw County	28017		Gas (mcf)	30116.5
2010	KS	Haskell County	20081		Oil (bbl)	30198.09
2005	OK	McIntosh County	40091		Gas (mcf)	30210.87
2005	WV	Grant County	54023		Gas (mcf)	30257.91
2008	WY	Fremont County	56013		Gas (mcf)	30391.49
2010	MO	Reynolds County	29179		Zinc Concentrate (tons)	30434.68
2009	ND	Burke County	38013		Gas (mcf)	30436.95
2007	MI	Oscoda County	26135		Oil (bbl)	30468.45
2005	LA	Bienville Parish	22013		Gas (mcf)	30478.2
2007	AR	Sharp County	05135		Gas (mcf)	30484.8
2007	TX	Shelby County	48419		Oil (bbl)	30502.71
2011	LA	Webster Parish	22119		Gas (mcf)	30503.62
2010	UT	Utah County	49049		Gas (mcf)	30605.3
2010	MT	Sheridan County	30091		Oil (bbl)	30737.81
2007	ND	Burke County	38013		Gas (mcf)	30786.01
2009	TX	McMullen County	48311		Gas (mcf)	30800
2011	MS	Lamar County	28073		Oil (bbl)	30836.3
2013	WV	Pendleton County	54071		Gas (mcf)	30857.31
2014	MT	Blaine County	30005		Oil (bbl)	30875.21
2010	WV	Preston County	54077		Gas (mcf)	30878.25
2009	WV	Pendleton County	54071		Gas (mcf)	30932.91
2008	MO	Reynolds County	29179		Zinc Concentrate (tons)	30955.34
2011	OK	Sequoyah County	40135		Gas (mcf)	30964.53
2010	MS	Monroe County	28095		Gas (mcf)	31024.6
2007	OK	Sequoyah County	40135		Gas (mcf)	31107.64
2014	MO	Reynolds County	29179		Zinc Concentrate (tons)	31197.95
2005	OH	Stark County	39151		Gas (mcf)	31278.42
2009	Withheld	Withheld	Withheld		Borate Products (ton)	31284
2012	AR	Sharp County	05135		Gas (mcf)	31334.28
2011	ND	Burke County	38013		Gas (mcf)	31371.44
2009	OK	Sequoyah County	40135		Gas (mcf)	31432.3
2012	KS	Stanton County	20187		Gas (mcf)	31437.94
2006	LA	Bienville Parish	22013		Gas (mcf)	31464.21
2014	CO	Routt County	08107		Gas (mcf)	31519
2014	TX	Montague County	48337		Gas (mcf)	31530.94
2007	WY	Albany County	56001		Oil (bbl)	31544.38
2014	TX	Galveston County	48167		Gas (mcf)	31546
2006	CO	Cheyenne County	08017		Oil (bbl)	31585.46
2010	CO	Bent County	08011		Gas (mcf)	31600.61
2005	NE	Cheyenne County	31033		Oil (bbl)	31601
2014	UT	Uintah County	49047		Oil (bbl)	31640.43
2005	MT	Powder River County	30075		Oil (bbl)	31742.25
2009	WY	Crook County	56011		Gas (mcf)	31751.16
2010	NM	Bernalillo County	35001		Gas (mcf)	31832
2014	OH	Washington County	39167		Gas (mcf)	31843.5
2013	WY	Johnson County	56019		Oil (bbl)	31902
2006	OK	Sequoyah County	40135		Gas (mcf)	31955.52
2010	OK	Sequoyah County	40135		Gas (mcf)	32025.73
2008	LA	Vernon Parish	22115		Gas (mcf)	32070.78
2014	CO	Jackson County	08057		Oil (bbl)	32139
2005	MT	Sheridan County	30091		Gas (mcf)	32159.94
2014	NV	Eureka County	32011		Oil (bbl)	32218
2008	AR	Sharp County	05135		Gas (mcf)	32237.3
2006	UT	Grand County	49019		Gas (mcf)	32256
2008	CA	Kings County	06031		Oil (bbl)	32285.49
2012	OK	Major County	40093		Oil (bbl)	32307.97
2014	KY	Clay County	21051		Gas (mcf)	32409.42
2010	NE	Cheyenne County	31033		Oil (bbl)	32560
2008	TX	Hidalgo County	48215		Gas (mcf)	32575.31
2011	TX	Grayson County	48181		Gas (mcf)	32585.99
2011	ND	Bottineau County	38009		Oil (bbl)	32600.82
2013	UT	Carbon County	49007		Oil (bbl)	32601.53
2007	CO	Dolores County	08033		Oil (bbl)	32722.76
2007	Withheld	Withheld	Withheld		Borate Products (ton)	32736
2009	OH	Washington County	39167		Gas (mcf)	32741.44
2014	UT	Summit County	49043		Oil (bbl)	32743.22
2009	OK	Lincoln County	40081		Gas (mcf)	32802
2006	CO	Dolores County	08033		Oil (bbl)	32879.21
2012	WY	Crook County	56011		Gas (mcf)	32915.79
2011	OH	Washington County	39167		Gas (mcf)	32924.95
2013	MI	Kalkaska County	26079		Gas (mcf)	33052.52
2006	Withheld	Withheld	Withheld		Borate Products (ton)	33106
2013	CA	Kern County	06029		Oil (bbl)	33133.82
2006	TX	Grayson County	48181		Gas (mcf)	33145.5
2013	OH	Washington County	39167		Gas (mcf)	33145.84
2006	MT	Powder River County	30075		Oil (bbl)	33146.9
2008	WY	Crook County	56011		Gas (mcf)	33156.66
2014	MS	Lamar County	28073		Oil (bbl)	33161.46
2013	MT	Blaine County	30005		Oil (bbl)	33202.14
2009	NE	Cheyenne County	31033		Oil (bbl)	33213
2009	CO	Bent County	08011		Gas (mcf)	33235.99
2014	MS	Lowndes County	28087		Gas (mcf)	33240.2
2007	ND	Stark County	38089		Oil (bbl)	33257.37
2008	MT	Custer County	30017		Gas (mcf)	33272.75
2014	WY	Park County	56029		Oil (bbl)	33292.65
2008	MI	Oscoda County	26135		Oil (bbl)	33299.08
2009	CO	Delta County	08029		Gas (mcf)	33319.84
2008	OK	Sequoyah County	40135		Gas (mcf)	33468.46
2007	MT	Custer County	30017		Gas (mcf)	33499.38
2009	MT	Sheridan County	30091		Gas (mcf)	33512.14
2008	Withheld	Withheld	Withheld		Borate Products (ton)	33520
2014	UT	Piute County	49031		Clay (tons)	33520
2008	AL	Covington County	01039		Oil (bbl)	33575.84
2008	CA	Kings County	06031		Gas (mcf)	33586.03
2014	OK	Kingfisher County	40073		Gas (mcf)	33611.52
2005	Withheld	Withheld	Withheld		Borate Products (ton)	33706
2005	CO	Cheyenne County	08017		Oil (bbl)	33785.81
2012	OH	Washington County	39167		Gas (mcf)	33815.38
2012	KY	Leslie County	21131		Gas (mcf)	33862.36
2013	WY	Niobrara County	56027		Oil (bbl)	34113.43
2014	CO	Garfield County	08045		Oil (bbl)	34114.83
2011	KS	Stanton County	20187		Gas (mcf)	34130.31
2010	ND	Bottineau County	38009		Oil (bbl)	34158.68
2005	CO	Baca County	08009		Oil (bbl)	34247.82
2011	WY	Sweetwater County	56037		Sodium Bi-Carbonate (tons)	34297
2006	AR	Sharp County	05135		Gas (mcf)	34327.64
2012	TX	Galveston County	48167		Oil (bbl)	34352.6
2014	CO	Routt County	08107		Gas (mcf)	34354.1
2008	OH	Washington County	39167		Gas (mcf)	34359.03
2014	OK	Woods County	40151		Oil (bbl)	34362.18
2013	KY	Clay County	21051		Gas (mcf)	34410.39
2010	NM	Lea County	35025		Oil (bbl)	34415.96
2009	CO	Mesa County	08077		Oil (bbl)	34472.53
2012	ND	Divide County	38023		Gas (mcf)	34532.16
2005	OK	Major County	40093		Oil (bbl)	34540.26
2010	ND	Renville County	38075		Oil (bbl)	34585.53
2011	OK	Major County	40093		Oil (bbl)	34679.75
2012	MT	Prairie County	30079		Gas (mcf)	34724.75
2011	WY	Crook County	56011		Gas (mcf)	34746.08
2009	UT	Utah County	49049		Gas (mcf)	34867.26
2009	MT	Sheridan County	30091		Oil (bbl)	34885.68
2010	KS	Stanton County	20187		Gas (mcf)	34924.05
2009	KS	Stanton County	20187		Gas (mcf)	35047.5
2012	ND	Burke County	38013		Oil (bbl)	35153.94
2013	OK	Kingfisher County	40073		Gas (mcf)	35178.39
2011	WV	Pocahontas County	54075		Gas (mcf)	35218
2014	OK	Lincoln County	40081		Gas (mcf)	35276
2009	WV	Preston County	54077		Gas (mcf)	35315.4
2006	MT	Sheridan County	30091		Gas (mcf)	35337.81
2007	TX	Galveston County	48167		Gas (mcf)	35374.26
2014	CO	Delta County	08029		Gas (mcf)	35427.32
2007	NM	Sandoval County	35043		Oil (bbl)	35432.41
2010	WV	Pendleton County	54071		Gas (mcf)	35471.64
2009	ND	Bottineau County	38009		Oil (bbl)	35490.35
2007	NM	Bernalillo County	35001		Gas (mcf)	35568
2012	MT	Blaine County	30005		Oil (bbl)	35662.46
2005	MO	Reynolds County	29179		Zinc Concentrate (tons)	35680.34
2011	CA	Kings County	06031		Oil (bbl)	35706.84
2005	AR	Sharp County	05135		Gas (mcf)	35750.61
2005	MT	Custer County	30017		Gas (mcf)	35782.25
2007	MI	Lake County	26085		Gas (mcf)	35863.47
2012	ND	Stark County	38089		Gas (mcf)	35887.03
2010	WY	Crook County	56011		Gas (mcf)	35924.84
2012	UT	Uintah County	49047		Gilsonite (tons)	35927
2010	MS	Chickasaw County	28017		Gas (mcf)	36066
2013	ND	Stark County	38089		Gas (mcf)	36125.69
2013	MT	Sheridan County	30091		Gas (mcf)	36169.54
2009	ND	Renville County	38075		Oil (bbl)	36202.86
2007	MT	Sheridan County	30091		Gas (mcf)	36220.02
2005	LA	Webster Parish	22119		Gas (mcf)	36250.72
2013	ND	Divide County	38023		Gas (mcf)	36293.77
2013	TX	McMullen County	48311		Gas (mcf)	36342.18
2006	OK	Grady County	40051		Gas (mcf)	36389.13
2008	NM	Sandoval County	35043		Oil (bbl)	36394.96
2008	TX	McMullen County	48311		Gas (mcf)	36412
2011	MT	Blaine County	30005		Oil (bbl)	36413.72
2012	MT	Sheridan County	30091		Oil (bbl)	36545.75
2007	CO	Bent County	08011		Gas (mcf)	36682.16
2008	MT	Sheridan County	30091		Oil (bbl)	36696.31
2013	OK	Lincoln County	40081		Gas (mcf)	36742
2005	Withheld	Withheld	Withheld		Hardrock Products (tons)	36756
2014	KY	Pike County	21195		Gas (mcf)	36806
2010	OH	Washington County	39167		Gas (mcf)	36818.33
2009	LA	Webster Parish	22119		Gas (mcf)	36849.18
2006	TX	Shelby County	48419		Oil (bbl)	36900.24
2009	CA	Kings County	06031		Gas (mcf)	36907.6
2009	MO	Reynolds County	29179		Zinc Concentrate (tons)	37003.01
2007	TX	McMullen County	48311		Gas (mcf)	37008
2010	CA	Kings County	06031		Oil (bbl)	37065.69
2007	MT	Sheridan County	30091		Oil (bbl)	37069.7
2006	WV	Randolph County	54083		Gas (mcf)	37097.86
2013	MT	Sheridan County	30091		Oil (bbl)	37120.8
2011	MT	Prairie County	30079		Gas (mcf)	37179.52
2013	CA	Kings County	06031		Oil (bbl)	37194.35
2010	MT	Sheridan County	30091		Gas (mcf)	37217.27
2007	OH	Washington County	39167		Gas (mcf)	37246.67
2005	CO	Dolores County	08033		Oil (bbl)	37292.34
2007	UT	Grand County	49019		Gas (mcf)	37312
2005	CA	Kings County	06031		Oil (bbl)	37331.1
2007	UT	Carbon County	49007		Oil (bbl)	37376.39
