Year	State	County	FIPS	Jobs	Total	Percent
2006	Utah	Beaver County	49001	54	2252	2.4
2006	Utah	Davis County	49011	145	100349	0.1
2006	Utah	Duchesne County	49013	981	6557	15.0
2006	Utah	Iron County	49021	58	16149	0.4
2006	Utah	Juab County	49023	80	3514	2.3
2006	Utah	Millard County	49027	82	4296	1.9
2006	Utah	Salt Lake County	49035	2203	564610	0.4
2006	Utah	Sevier County	49041	489	7801	6.3
2006	Utah	Summit County	49043	79	20631	0.4
2006	Utah	Uintah County	49047	3246	13288	24.4
2006	Utah	Utah County	49049	48	165652	0.0
2006	Utah	Wasatch County	49051	80	6430	1.2
2006	Utah	Washington County	49053	246	50842	0.5
2006	Vermont		50000	724	303205	0.2
2006	Vermont	Addison County	50001	19	14701	0.1
2006	Vermont	Caledonia County	50005	16	11754	0.1
2006	Vermont	Chittenden County	50007	40	94827	0.0
2006	Vermont	Lamoille County	50015	10	11146	0.1
2006	Vermont	Orange County	50017	11	8050	0.1
2006	Vermont	Rutland County	50021	394	29706	1.3
2006	Vermont	Washington County	50023	143	32744	0.4
2006	Vermont	Windsor County	50027	60	24108	0.2
2006	Virginia		51000	9401	3636417	0.3
2006	Virginia	Albemarle County	51003	54	47846	0.1
2006	Virginia	Amelia County	51007	21	2982	0.7
2006	Virginia	Augusta County	51015	47	25966	0.2
2006	Virginia	Buchanan County	51027	1820	7526	24.2
2006	Virginia	Charles City County	51036	28	1659	1.7
2006	Virginia	Culpeper County	51047	94	15011	0.6
2006	Virginia	Dickenson County	51051	706	3398	20.8
2006	Virginia	Fairfax County	51059	106	574920	0.0
2006	Virginia	Fauquier County	51061	61	21974	0.3
2006	Virginia	Hanover County	51085	99	43665	0.2
2006	Virginia	Lee County	51105	330	5323	6.2
2006	Virginia	Rockingham County	51165	78	28816	0.3
2006	Virginia	Russell County	51167	479	7883	6.1
2006	Virginia	Tazewell County	51185	603	17295	3.5
2006	Virginia	Wise County	51195	1912	14364	13.3
2006	Virginia	Wythe County	51197	122	11842	1.0
2006	Virginia	Bristol City	51520	88	12987	0.7
2006	Washington		53000	3358	2850073	0.1
2006	Washington	Clallam County	53009	33	23045	0.1
2006	Washington	Clark County	53011	300	129758	0.2
2006	Washington	Jefferson County	53031	52	9131	0.6
2006	Washington	King County	53033	504	1149862	0.0
2006	Washington	Kitsap County	53035	67	84430	0.1
2006	Washington	Lewis County	53041	760	25881	2.9
2006	Washington	Okanogan County	53047	49	17396	0.3
2006	Washington	Pacific County	53049	41	6454	0.6
2006	Washington	Pend Oreille County	53051	210	3042	6.9
2006	Washington	Pierce County	53053	230	265674	0.1
2006	Washington	Skagit County	53057	47	47851	0.1
2006	Washington	Snohomish County	53061	187	233248	0.1
2006	Washington	Spokane County	53063	103	204235	0.1
2006	Washington	Stevens County	53065	68	10257	0.7
2006	Washington	Thurston County	53067	66	96589	0.1
2006	Washington	Whatcom County	53073	149	80144	0.2
2006	Washington	Yakima County	53077	8	98241	0.0
2006	West Virginia		54000	26855	705189	3.8
2006	West Virginia	Barbour County	54001	159	3225	4.9
2006	West Virginia	Braxton County	54007	139	4166	3.3
2006	West Virginia	Cabell County	54011	56	51810	0.1
2006	West Virginia	Calhoun County	54013	215	1379	15.6
2006	West Virginia	Clay County	54015	418	2051	20.4
2006	West Virginia	Doddridge County	54017	43	1169	3.7
2006	West Virginia	Fayette County	54019	488	12319	4.0
2006	West Virginia	Grant County	54023	225	3676	6.1
2006	West Virginia	Greenbrier County	54025	167	13603	1.2
2006	West Virginia	Harrison County	54033	751	33028	2.3
2006	West Virginia	Jackson County	54035	126	8594	1.5
2006	West Virginia	Kanawha County	54039	2946	107893	2.7
2006	West Virginia	Lewis County	54041	462	5935	7.8
2006	West Virginia	Lincoln County	54043	456	3229	14.1
2006	West Virginia	McDowell County	54047	1090	5384	20.2
2006	West Virginia	Marshall County	54051	1123	10984	10.2
2006	West Virginia	Mercer County	54055	84	21385	0.4
2006	West Virginia	Mingo County	54059	2265	8168	27.7
2006	West Virginia	Monongalia County	54061	533	48552	1.1
2006	West Virginia	Nicholas County	54067	704	8596	8.2
2006	West Virginia	Putnam County	54079	63	18681	0.3
2006	West Virginia	Raleigh County	54081	1716	32483	5.3
2006	West Virginia	Ritchie County	54085	346	3426	10.1
2006	West Virginia	Roane County	54087	255	3261	7.8
2006	West Virginia	Upshur County	54097	943	8276	11.4
2006	West Virginia	Wetzel County	54103	26	4546	0.6
2006	West Virginia	Wirt County	54105	35	683	5.1
2006	West Virginia	Wood County	54107	85	40937	0.2
2006	West Virginia	Wyoming County	54109	1246	5449	22.9
2006	Wisconsin		55000	3022	2767141	0.1
2006	Wisconsin	Brown County	55009	126	147922	0.1
2006	Wisconsin	Columbia County	55021	49	20500	0.2
2006	Wisconsin	Dane County	55025	232	298545	0.1
2006	Wisconsin	Fond Du Lac County	55039	270	45687	0.6
2006	Wisconsin	Green County	55045	12	15115	0.1
2006	Wisconsin	Green Lake County	55047	64	7014	0.9
2006	Wisconsin	Manitowoc County	55071	86	34915	0.2
2006	Wisconsin	Marathon County	55073	83	70652	0.1
2006	Wisconsin	Milwaukee County	55079	52	493470	0.0
2006	Wisconsin	Polk County	55095	23	15063	0.2
2006	Wisconsin	Racine County	55101	44	76095	0.1
2006	Wisconsin	Rock County	55105	114	68144	0.2
2006	Wisconsin	St. Croix County	55109	29	28375	0.1
2006	Wisconsin	Washington County	55131	84	52373	0.2
2006	Wisconsin	Waukesha County	55133	338	235250	0.1
2006	Wisconsin	Waushara County	55137	7	6631	0.1
2006	Wyoming		56000	26502	266894	9.9
2006	Wyoming	Big Horn County	56003	1117	4653	24.0
2006	Wyoming	Campbell County	56005	7673	25611	30.0
2006	Wyoming	Carbon County	56007	221	7109	3.1
2006	Wyoming	Converse County	56009	749	4787	15.6
2006	Wyoming	Crook County	56011	289	2289	12.6
2006	Wyoming	Fremont County	56013	632	15468	4.1
2006	Wyoming	Hot Springs County	56017	143	1940	7.4
2006	Wyoming	Johnson County	56019	279	3344	8.3
2006	Wyoming	Laramie County	56021	87	41681	0.2
2006	Wyoming	Lincoln County	56023	672	6342	10.6
2006	Wyoming	Natrona County	56025	4170	38298	10.9
2006	Wyoming	Park County	56029	444	13094	3.4
2006	Wyoming	Sheridan County	56033	474	12847	3.7
2006	Wyoming	Sublette County	56035	946	4266	22.2
2006	Wyoming	Sweetwater County	56037	5542	23889	23.2
2006	Wyoming	Teton County	56039	19	17943	0.1
2006	Wyoming	Uinta County	56041	803	9386	8.6
2006	Wyoming	Washakie County	56043	232	3858	6.0
2006	Wyoming	Weston County	56045	187	2165	8.6
2006	Puerto Rico		72000	1263	1036802	0.1
2006	Puerto Rico	Arecibo Municipio	72013	46	25366	0.2
2006	Puerto Rico	Cabo Rojo Municipio	72023	31	6871	0.5
2006	Puerto Rico	Caguas Municipio	72025	39	47836	0.1
2006	Puerto Rico	Guaynabo Municipio	72061	144	45135	0.3
2006	Puerto Rico	lsabela Municipio	72071	52	6212	0.8
2006	Puerto Rico	Juana Diaz Municipio	72075	133	6533	2.0
2006	Puerto Rico	Manati Municipio	72091	36	15650	0.2
2006	Puerto Rico	Ponce Municipio	72113	66	56078	0.1
2006	Puerto Rico	San German Municipio	72125	38	9745	0.4
2006	Puerto Rico	San Lorenzo Municipio	72129	36	4948	0.7
