Year	Commodity	Volume	Region	Product
2006		594	IL	Other biomass (Kwh)
2007		620	IL	Other biomass (Kwh)
2008		697	IL	Other biomass (Kwh)
2009		710	IL	Other biomass (Kwh)
2010		670	IL	Other biomass (Kwh)
2011		638	IL	Other biomass (Kwh)
2012		615	IL	Other biomass (Kwh)
2013		608	IL	Other biomass (Kwh)
2004		444	IN	Conventional Hydroelectric (Kwh)
2005		438	IN	Conventional Hydroelectric (Kwh)
2006		490	IN	Conventional Hydroelectric (Kwh)
2007		450	IN	Conventional Hydroelectric (Kwh)
2008		437	IN	Conventional Hydroelectric (Kwh)
2009		503	IN	Conventional Hydroelectric (Kwh)
2010		454	IN	Conventional Hydroelectric (Kwh)
2011		409	IN	Conventional Hydroelectric (Kwh)
2012		434	IN	Conventional Hydroelectric (Kwh)
2013		387	IN	Conventional Hydroelectric (Kwh)
2004		137	IN	All Other Renewables (Kwh)
2005		68	IN	All Other Renewables (Kwh)
2006		220	IN	All Other Renewables (Kwh)
2007		231	IN	All Other Renewables (Kwh)
2008		511	IN	All Other Renewables (Kwh)
2009		1706	IN	All Other Renewables (Kwh)
2010		3246	IN	All Other Renewables (Kwh)
2011		3621	IN	All Other Renewables (Kwh)
2012		3546	IN	All Other Renewables (Kwh)
2013		3888	IN	All Other Renewables (Kwh)
2008		238	IN	Wind (Kwh)
2009		1403	IN	Wind (Kwh)
2010		2934	IN	Wind (Kwh)
2011		3285	IN	Wind (Kwh)
2012		3210	IN	Wind (Kwh)
2013		3481	IN	Wind (Kwh)
2012		NM	IN	Solar (Kwh)
2013		31	IN	Solar (Kwh)
2004		137	IN	Biomass (total) (Kwh)
2005		68	IN	Biomass (total) (Kwh)
2006		220	IN	Biomass (total) (Kwh)
2007		231	IN	Biomass (total) (Kwh)
2008		273	IN	Biomass (total) (Kwh)
2009		303	IN	Biomass (total) (Kwh)
2010		312	IN	Biomass (total) (Kwh)
2011		336	IN	Biomass (total) (Kwh)
2012		336	IN	Biomass (total) (Kwh)
2013		376	IN	Biomass (total) (Kwh)
2013		0	IN	Wood and wood-derived fuels (Kwh)
2004		137	IN	Other biomass (Kwh)
2005		68	IN	Other biomass (Kwh)
2006		220	IN	Other biomass (Kwh)
2007		231	IN	Other biomass (Kwh)
2008		273	IN	Other biomass (Kwh)
2009		303	IN	Other biomass (Kwh)
2010		312	IN	Other biomass (Kwh)
2011		336	IN	Other biomass (Kwh)
2012		336	IN	Other biomass (Kwh)
2013		376	IN	Other biomass (Kwh)
2004		1540	MI	Conventional Hydroelectric (Kwh)
2005		1462	MI	Conventional Hydroelectric (Kwh)
2006		1520	MI	Conventional Hydroelectric (Kwh)
2007		1270	MI	Conventional Hydroelectric (Kwh)
2008		1364	MI	Conventional Hydroelectric (Kwh)
2009		1372	MI	Conventional Hydroelectric (Kwh)
2010		1251	MI	Conventional Hydroelectric (Kwh)
2011		1357	MI	Conventional Hydroelectric (Kwh)
2012		1215	MI	Conventional Hydroelectric (Kwh)
2013		1419	MI	Conventional Hydroelectric (Kwh)
2004		2558	MI	All Other Renewables (Kwh)
2005		2494	MI	All Other Renewables (Kwh)
2006		2443	MI	All Other Renewables (Kwh)
2007		2417	MI	All Other Renewables (Kwh)
2008		2591	MI	All Other Renewables (Kwh)
2009		2623	MI	All Other Renewables (Kwh)
2010		2832	MI	All Other Renewables (Kwh)
2011		2962	MI	All Other Renewables (Kwh)
2012		3785	MI	All Other Renewables (Kwh)
2013		5514	MI	All Other Renewables (Kwh)
2004		2	MI	Wind (Kwh)
2005		2	MI	Wind (Kwh)
2006		2	MI	Wind (Kwh)
2007		3	MI	Wind (Kwh)
2008		141	MI	Wind (Kwh)
2009		300	MI	Wind (Kwh)
2010		360	MI	Wind (Kwh)
2011		456	MI	Wind (Kwh)
2012		1132	MI	Wind (Kwh)
2013		2800	MI	Wind (Kwh)
2004		2557	MI	Biomass (total) (Kwh)
2005		2492	MI	Biomass (total) (Kwh)
2006		2440	MI	Biomass (total) (Kwh)
2007		2414	MI	Biomass (total) (Kwh)
2008		2450	MI	Biomass (total) (Kwh)
2009		2323	MI	Biomass (total) (Kwh)
2010		2472	MI	Biomass (total) (Kwh)
2011		2506	MI	Biomass (total) (Kwh)
2012		2654	MI	Biomass (total) (Kwh)
2013		2715	MI	Biomass (total) (Kwh)
2004		1867	MI	Wood and wood-derived fuels (Kwh)
2005		1776	MI	Wood and wood-derived fuels (Kwh)
2006		1704	MI	Wood and wood-derived fuels (Kwh)
2007		1692	MI	Wood and wood-derived fuels (Kwh)
2008		1710	MI	Wood and wood-derived fuels (Kwh)
2009		1489	MI	Wood and wood-derived fuels (Kwh)
2010		1670	MI	Wood and wood-derived fuels (Kwh)
2011		1679	MI	Wood and wood-derived fuels (Kwh)
2012		1698	MI	Wood and wood-derived fuels (Kwh)
2013		1727	MI	Wood and wood-derived fuels (Kwh)
2004		690	MI	Other biomass (Kwh)
2005		717	MI	Other biomass (Kwh)
2006		737	MI	Other biomass (Kwh)
2007		722	MI	Other biomass (Kwh)
2008		740	MI	Other biomass (Kwh)
2009		834	MI	Other biomass (Kwh)
2010		802	MI	Other biomass (Kwh)
2011		827	MI	Other biomass (Kwh)
2012		956	MI	Other biomass (Kwh)
2013		988	MI	Other biomass (Kwh)
2004		730	OH	Conventional Hydroelectric (Kwh)
2005		516	OH	Conventional Hydroelectric (Kwh)
2006		632	OH	Conventional Hydroelectric (Kwh)
2007		410	OH	Conventional Hydroelectric (Kwh)
2008		386	OH	Conventional Hydroelectric (Kwh)
2009		528	OH	Conventional Hydroelectric (Kwh)
2010		429	OH	Conventional Hydroelectric (Kwh)
2011		384	OH	Conventional Hydroelectric (Kwh)
2012		414	OH	Conventional Hydroelectric (Kwh)
2013		549	OH	Conventional Hydroelectric (Kwh)
2004		428	OH	All Other Renewables (Kwh)
2005		446	OH	All Other Renewables (Kwh)
2006		459	OH	All Other Renewables (Kwh)
2007		435	OH	All Other Renewables (Kwh)
2008		623	OH	All Other Renewables (Kwh)
2009		633	OH	All Other Renewables (Kwh)
2010		700	OH	All Other Renewables (Kwh)
2011		936	OH	All Other Renewables (Kwh)
2012		1739	OH	All Other Renewables (Kwh)
2013		2009	OH	All Other Renewables (Kwh)
2005		13	OH	Wind (Kwh)
2006		14	OH	Wind (Kwh)
2007		15	OH	Wind (Kwh)
2008		15	OH	Wind (Kwh)
2009		14	OH	Wind (Kwh)
2010		13	OH	Wind (Kwh)
2011		198	OH	Wind (Kwh)
2012		985	OH	Wind (Kwh)
2013		1146	OH	Wind (Kwh)
2010		13	OH	Solar (Kwh)
2011		15	OH	Solar (Kwh)
2012		37	OH	Solar (Kwh)
2013		46	OH	Solar (Kwh)
2004		428	OH	Biomass (total) (Kwh)
2005		432	OH	Biomass (total) (Kwh)
2006		444	OH	Biomass (total) (Kwh)
2007		420	OH	Biomass (total) (Kwh)
2008		608	OH	Biomass (total) (Kwh)
2009		619	OH	Biomass (total) (Kwh)
2010		675	OH	Biomass (total) (Kwh)
2011		722	OH	Biomass (total) (Kwh)
2012		717	OH	Biomass (total) (Kwh)
2013		817	OH	Biomass (total) (Kwh)
2004		398	OH	Wood and wood-derived fuels (Kwh)
2005		406	OH	Wood and wood-derived fuels (Kwh)
2006		410	OH	Wood and wood-derived fuels (Kwh)
2007		399	OH	Wood and wood-derived fuels (Kwh)
2008		418	OH	Wood and wood-derived fuels (Kwh)
2009		410	OH	Wood and wood-derived fuels (Kwh)
2010		399	OH	Wood and wood-derived fuels (Kwh)
2011		390	OH	Wood and wood-derived fuels (Kwh)
2012		351	OH	Wood and wood-derived fuels (Kwh)
2013		343	OH	Wood and wood-derived fuels (Kwh)
2004		30	OH	Other biomass (Kwh)
2005		27	OH	Other biomass (Kwh)
2006		34	OH	Other biomass (Kwh)
2007		21	OH	Other biomass (Kwh)
2008		190	OH	Other biomass (Kwh)
2009		210	OH	Other biomass (Kwh)
2010		276	OH	Other biomass (Kwh)
2011		332	OH	Other biomass (Kwh)
2012		366	OH	Other biomass (Kwh)
2013		474	OH	Other biomass (Kwh)
2004		1981	WI	Conventional Hydroelectric (Kwh)
2005		1740	WI	Conventional Hydroelectric (Kwh)
2006		1679	WI	Conventional Hydroelectric (Kwh)
2007		1516	WI	Conventional Hydroelectric (Kwh)
2008		1616	WI	Conventional Hydroelectric (Kwh)
2009		1394	WI	Conventional Hydroelectric (Kwh)
2010		2112	WI	Conventional Hydroelectric (Kwh)
2011		2147	WI	Conventional Hydroelectric (Kwh)
2012		1522	WI	Conventional Hydroelectric (Kwh)
2013		1979	WI	Conventional Hydroelectric (Kwh)
2004		1114	WI	All Other Renewables (Kwh)
2005		1182	WI	All Other Renewables (Kwh)
2006		1266	WI	All Other Renewables (Kwh)
2007		1330	WI	All Other Renewables (Kwh)
2008		1754	WI	All Other Renewables (Kwh)
2009		2340	WI	All Other Renewables (Kwh)
2010		2474	WI	All Other Renewables (Kwh)
2011		2765	WI	All Other Renewables (Kwh)
2012		3223	WI	All Other Renewables (Kwh)
2013		3192	WI	All Other Renewables (Kwh)
2004		104	WI	Wind (Kwh)
2005		93	WI	Wind (Kwh)
2006		101	WI	Wind (Kwh)
2007		109	WI	Wind (Kwh)
2008		487	WI	Wind (Kwh)
2009		1052	WI	Wind (Kwh)
2010		1088	WI	Wind (Kwh)
2011		1188	WI	Wind (Kwh)
2012		1558	WI	Wind (Kwh)
2013		1558	WI	Wind (Kwh)
2004		1010	WI	Biomass (total) (Kwh)
2005		1089	WI	Biomass (total) (Kwh)
2006		1164	WI	Biomass (total) (Kwh)
2007		1220	WI	Biomass (total) (Kwh)
2008		1267	WI	Biomass (total) (Kwh)
2009		1288	WI	Biomass (total) (Kwh)
2010		1385	WI	Biomass (total) (Kwh)
2011		1577	WI	Biomass (total) (Kwh)
2012		1666	WI	Biomass (total) (Kwh)
2013		1634	WI	Biomass (total) (Kwh)
2004		605	WI	Wood and wood-derived fuels (Kwh)
2005		740	WI	Wood and wood-derived fuels (Kwh)
2006		774	WI	Wood and wood-derived fuels (Kwh)
2007		785	WI	Wood and wood-derived fuels (Kwh)
2008		775	WI	Wood and wood-derived fuels (Kwh)
2009		769	WI	Wood and wood-derived fuels (Kwh)
2010		878	WI	Wood and wood-derived fuels (Kwh)
2011		1032	WI	Wood and wood-derived fuels (Kwh)
2012		1149	WI	Wood and wood-derived fuels (Kwh)
2013		1150	WI	Wood and wood-derived fuels (Kwh)
2004		405	WI	Other biomass (Kwh)
2005		349	WI	Other biomass (Kwh)
2006		390	WI	Other biomass (Kwh)
2007		435	WI	Other biomass (Kwh)
2008		492	WI	Other biomass (Kwh)
2009		519	WI	Other biomass (Kwh)
2010		508	WI	Other biomass (Kwh)
2011		545	WI	Other biomass (Kwh)
2012		517	WI	Other biomass (Kwh)
2013		484	WI	Other biomass (Kwh)
2004		946	IA	Conventional Hydroelectric (Kwh)
2005		960	IA	Conventional Hydroelectric (Kwh)
2006		909	IA	Conventional Hydroelectric (Kwh)
2007		962	IA	Conventional Hydroelectric (Kwh)
2008		819	IA	Conventional Hydroelectric (Kwh)
2009		971	IA	Conventional Hydroelectric (Kwh)
2010		948	IA	Conventional Hydroelectric (Kwh)
2011		925	IA	Conventional Hydroelectric (Kwh)
2012		766	IA	Conventional Hydroelectric (Kwh)
2013		749	IA	Conventional Hydroelectric (Kwh)
2004		1156	IA	All Other Renewables (Kwh)
2005		1764	IA	All Other Renewables (Kwh)
2006		2455	IA	All Other Renewables (Kwh)
2007		2908	IA	All Other Renewables (Kwh)
2008		4251	IA	All Other Renewables (Kwh)
2009		7589	IA	All Other Renewables (Kwh)
2010		9360	IA	All Other Renewables (Kwh)
2011		10870	IA	All Other Renewables (Kwh)
2012		14183	IA	All Other Renewables (Kwh)
2013		15727	IA	All Other Renewables (Kwh)
2004		1050	IA	Wind (Kwh)
2005		1647	IA	Wind (Kwh)
2006		2318	IA	Wind (Kwh)
2007		2757	IA	Wind (Kwh)
2008		4084	IA	Wind (Kwh)
2009		7421	IA	Wind (Kwh)
2010		9170	IA	Wind (Kwh)
2011		10709	IA	Wind (Kwh)
2012		14032	IA	Wind (Kwh)
2013		15568	IA	Wind (Kwh)
2004		106	IA	Biomass (total) (Kwh)
2005		117	IA	Biomass (total) (Kwh)
2006		137	IA	Biomass (total) (Kwh)
2007		151	IA	Biomass (total) (Kwh)
2008		167	IA	Biomass (total) (Kwh)
2009		168	IA	Biomass (total) (Kwh)
2010		190	IA	Biomass (total) (Kwh)
2011		161	IA	Biomass (total) (Kwh)
2012		151	IA	Biomass (total) (Kwh)
2013		159	IA	Biomass (total) (Kwh)
2007		0	IA	Wood and wood-derived fuels (Kwh)
2008		0	IA	Wood and wood-derived fuels (Kwh)
2009		0	IA	Wood and wood-derived fuels (Kwh)
2013		0	IA	Wood and wood-derived fuels (Kwh)
2004		106	IA	Other biomass (Kwh)
2005		117	IA	Other biomass (Kwh)
2006		137	IA	Other biomass (Kwh)
2007		151	IA	Other biomass (Kwh)
2008		167	IA	Other biomass (Kwh)
2009		168	IA	Other biomass (Kwh)
2010		190	IA	Other biomass (Kwh)
2011		161	IA	Other biomass (Kwh)
2012		151	IA	Other biomass (Kwh)
2013		159	IA	Other biomass (Kwh)
2004		13	KS	Conventional Hydroelectric (Kwh)
2005		11	KS	Conventional Hydroelectric (Kwh)
2006		10	KS	Conventional Hydroelectric (Kwh)
2007		11	KS	Conventional Hydroelectric (Kwh)
2008		11	KS	Conventional Hydroelectric (Kwh)
2009		13	KS	Conventional Hydroelectric (Kwh)
2010		13	KS	Conventional Hydroelectric (Kwh)
2011		15	KS	Conventional Hydroelectric (Kwh)
2012		10	KS	Conventional Hydroelectric (Kwh)
2013		15	KS	Conventional Hydroelectric (Kwh)
2004		359	KS	All Other Renewables (Kwh)
2005		426	KS	All Other Renewables (Kwh)
2006		992	KS	All Other Renewables (Kwh)
2007		1153	KS	All Other Renewables (Kwh)
2008		1759	KS	All Other Renewables (Kwh)
2009		2863	KS	All Other Renewables (Kwh)
2010		3459	KS	All Other Renewables (Kwh)
2011		3779	KS	All Other Renewables (Kwh)
2012		5253	KS	All Other Renewables (Kwh)
2013		9491	KS	All Other Renewables (Kwh)
2004		359	KS	Wind (Kwh)
2005		426	KS	Wind (Kwh)
2006		992	KS	Wind (Kwh)
2007		1153	KS	Wind (Kwh)
2008		1759	KS	Wind (Kwh)
2009		2863	KS	Wind (Kwh)
2010		3405	KS	Wind (Kwh)
2011		3720	KS	Wind (Kwh)
2012		5195	KS	Wind (Kwh)
2013		9433	KS	Wind (Kwh)
2009		0	KS	Biomass (total) (Kwh)
2010		54	KS	Biomass (total) (Kwh)
2011		59	KS	Biomass (total) (Kwh)
2012		57	KS	Biomass (total) (Kwh)
2013		58	KS	Biomass (total) (Kwh)
2009		0	KS	Other biomass (Kwh)
2010		54	KS	Other biomass (Kwh)
2011		59	KS	Other biomass (Kwh)
2012		57	KS	Other biomass (Kwh)
2013		58	KS	Other biomass (Kwh)
2004		738	MN	Conventional Hydroelectric (Kwh)
2005		775	MN	Conventional Hydroelectric (Kwh)
2006		572	MN	Conventional Hydroelectric (Kwh)
2007		654	MN	Conventional Hydroelectric (Kwh)
2008		727	MN	Conventional Hydroelectric (Kwh)
2009		809	MN	Conventional Hydroelectric (Kwh)
2010		840	MN	Conventional Hydroelectric (Kwh)
2011		746	MN	Conventional Hydroelectric (Kwh)
2012		561	MN	Conventional Hydroelectric (Kwh)
2013		511	MN	Conventional Hydroelectric (Kwh)
2004		1797	MN	All Other Renewables (Kwh)
2005		2652	MN	All Other Renewables (Kwh)
2006		3059	MN	All Other Renewables (Kwh)
2007		3933	MN	All Other Renewables (Kwh)
2008		5851	MN	All Other Renewables (Kwh)
2009		6737	MN	All Other Renewables (Kwh)
2010		6640	MN	All Other Renewables (Kwh)
2011		8406	MN	All Other Renewables (Kwh)
2012		9454	MN	All Other Renewables (Kwh)
2013		9871	MN	All Other Renewables (Kwh)
2004		812	MN	Wind (Kwh)
2005		1582	MN	Wind (Kwh)
2006		2055	MN	Wind (Kwh)
2007		2639	MN	Wind (Kwh)
2008		4355	MN	Wind (Kwh)
2009		5053	MN	Wind (Kwh)
2010		4792	MN	Wind (Kwh)
2011		6726	MN	Wind (Kwh)
2012		7615	MN	Wind (Kwh)
2013		8259	MN	Wind (Kwh)
2012		0	MN	Solar (Kwh)
2013		3	MN	Solar (Kwh)
2004		985	MN	Biomass (total) (Kwh)
2005		1070	MN	Biomass (total) (Kwh)
2006		1004	MN	Biomass (total) (Kwh)
2007		1294	MN	Biomass (total) (Kwh)
2008		1496	MN	Biomass (total) (Kwh)
2009		1684	MN	Biomass (total) (Kwh)
2010		1848	MN	Biomass (total) (Kwh)
2011		1680	MN	Biomass (total) (Kwh)
2012		1838	MN	Biomass (total) (Kwh)
2013		1610	MN	Biomass (total) (Kwh)
2004		652	MN	Wood and wood-derived fuels (Kwh)
2005		656	MN	Wood and wood-derived fuels (Kwh)
2006		590	MN	Wood and wood-derived fuels (Kwh)
2007		727	MN	Wood and wood-derived fuels (Kwh)
2008		725	MN	Wood and wood-derived fuels (Kwh)
2009		796	MN	Wood and wood-derived fuels (Kwh)
2010		933	MN	Wood and wood-derived fuels (Kwh)
2011		748	MN	Wood and wood-derived fuels (Kwh)
2012		839	MN	Wood and wood-derived fuels (Kwh)
2013		1036	MN	Wood and wood-derived fuels (Kwh)
2004		332	MN	Other biomass (Kwh)
2005		413	MN	Other biomass (Kwh)
2006		414	MN	Other biomass (Kwh)
2007		566	MN	Other biomass (Kwh)
2008		771	MN	Other biomass (Kwh)
2009		887	MN	Other biomass (Kwh)
2010		915	MN	Other biomass (Kwh)
2011		932	MN	Other biomass (Kwh)
2012		999	MN	Other biomass (Kwh)
2013		574	MN	Other biomass (Kwh)
2004		1480	MO	Conventional Hydroelectric (Kwh)
2005		1159	MO	Conventional Hydroelectric (Kwh)
2006		199	MO	Conventional Hydroelectric (Kwh)
2007		1204	MO	Conventional Hydroelectric (Kwh)
2008		2047	MO	Conventional Hydroelectric (Kwh)
2009		1817	MO	Conventional Hydroelectric (Kwh)
2010		1539	MO	Conventional Hydroelectric (Kwh)
2011		1185	MO	Conventional Hydroelectric (Kwh)
2012		714	MO	Conventional Hydroelectric (Kwh)
2013		1136	MO	Conventional Hydroelectric (Kwh)
2004		10	MO	All Other Renewables (Kwh)
2005		9	MO	All Other Renewables (Kwh)
2006		24	MO	All Other Renewables (Kwh)
2007		29	MO	All Other Renewables (Kwh)
2008		246	MO	All Other Renewables (Kwh)
2009		575	MO	All Other Renewables (Kwh)
2010		988	MO	All Other Renewables (Kwh)
2011		1240	MO	All Other Renewables (Kwh)
2012		1299	MO	All Other Renewables (Kwh)
2013		1241	MO	All Other Renewables (Kwh)
2008		203	MO	Wind (Kwh)
2009		499	MO	Wind (Kwh)
2010		925	MO	Wind (Kwh)
2011		1178	MO	Wind (Kwh)
2012		1245	MO	Wind (Kwh)
2013		1167	MO	Wind (Kwh)
2004		10	MO	Biomass (total) (Kwh)
2005		9	MO	Biomass (total) (Kwh)
2006		24	MO	Biomass (total) (Kwh)
2007		29	MO	Biomass (total) (Kwh)
2008		43	MO	Biomass (total) (Kwh)
2009		75	MO	Biomass (total) (Kwh)
2010		62	MO	Biomass (total) (Kwh)
2011		62	MO	Biomass (total) (Kwh)
2012		54	MO	Biomass (total) (Kwh)
2013		74	MO	Biomass (total) (Kwh)
2004		0	MO	Wood and wood-derived fuels (Kwh)
2005		0	MO	Wood and wood-derived fuels (Kwh)
2006		0	MO	Wood and wood-derived fuels (Kwh)
2007		0	MO	Wood and wood-derived fuels (Kwh)
2008		2	MO	Wood and wood-derived fuels (Kwh)
2009		2	MO	Wood and wood-derived fuels (Kwh)
2010		0	MO	Wood and wood-derived fuels (Kwh)
2011		0	MO	Wood and wood-derived fuels (Kwh)
2012		0	MO	Wood and wood-derived fuels (Kwh)
2013		8	MO	Wood and wood-derived fuels (Kwh)
2004		9	MO	Other biomass (Kwh)
2005		9	MO	Other biomass (Kwh)
2006		24	MO	Other biomass (Kwh)
2007		29	MO	Other biomass (Kwh)
2008		41	MO	Other biomass (Kwh)
2009		73	MO	Other biomass (Kwh)
2010		62	MO	Other biomass (Kwh)
2011		62	MO	Other biomass (Kwh)
2012		54	MO	Other biomass (Kwh)
2013		66	MO	Other biomass (Kwh)
2004		913	NE	Conventional Hydroelectric (Kwh)
2005		871	NE	Conventional Hydroelectric (Kwh)
2006		893	NE	Conventional Hydroelectric (Kwh)
2007		347	NE	Conventional Hydroelectric (Kwh)
2008		346	NE	Conventional Hydroelectric (Kwh)
2009		434	NE	Conventional Hydroelectric (Kwh)
2010		1314	NE	Conventional Hydroelectric (Kwh)
2011		1617	NE	Conventional Hydroelectric (Kwh)
2012		1257	NE	Conventional Hydroelectric (Kwh)
2013		1124	NE	Conventional Hydroelectric (Kwh)
2004		78	NE	All Other Renewables (Kwh)
2005		139	NE	All Other Renewables (Kwh)
2006		313	NE	All Other Renewables (Kwh)
2007		278	NE	All Other Renewables (Kwh)
2008		275	NE	All Other Renewables (Kwh)
2009		449	NE	All Other Renewables (Kwh)
2010		493	NE	All Other Renewables (Kwh)
2011		1116	NE	All Other Renewables (Kwh)
2012		1347	NE	All Other Renewables (Kwh)
2013		1869	NE	All Other Renewables (Kwh)
2004		38	NE	Wind (Kwh)
2005		97	NE	Wind (Kwh)
2006		261	NE	Wind (Kwh)
2007		217	NE	Wind (Kwh)
2008		214	NE	Wind (Kwh)
2009		383	NE	Wind (Kwh)
2010		422	NE	Wind (Kwh)
2011		1051	NE	Wind (Kwh)
2012		1284	NE	Wind (Kwh)
2013		1802	NE	Wind (Kwh)
2004		40	NE	Biomass (total) (Kwh)
2005		43	NE	Biomass (total) (Kwh)
2006		52	NE	Biomass (total) (Kwh)
2007		61	NE	Biomass (total) (Kwh)
2008		61	NE	Biomass (total) (Kwh)
2009		66	NE	Biomass (total) (Kwh)
2010		72	NE	Biomass (total) (Kwh)
2011		65	NE	Biomass (total) (Kwh)
2012		63	NE	Biomass (total) (Kwh)
2013		67	NE	Biomass (total) (Kwh)
2013		0	NE	Wood and wood-derived fuels (Kwh)
2004		40	NE	Other biomass (Kwh)
2005		43	NE	Other biomass (Kwh)
2006		52	NE	Other biomass (Kwh)
2007		61	NE	Other biomass (Kwh)
2008		61	NE	Other biomass (Kwh)
2009		66	NE	Other biomass (Kwh)
2010		72	NE	Other biomass (Kwh)
2011		65	NE	Other biomass (Kwh)
2012		63	NE	Other biomass (Kwh)
2013		67	NE	Other biomass (Kwh)
2004		1546	ND	Conventional Hydroelectric (Kwh)
2005		1342	ND	Conventional Hydroelectric (Kwh)
2006		1521	ND	Conventional Hydroelectric (Kwh)
2007		1305	ND	Conventional Hydroelectric (Kwh)
2008		1253	ND	Conventional Hydroelectric (Kwh)
2009		1475	ND	Conventional Hydroelectric (Kwh)
2010		2042	ND	Conventional Hydroelectric (Kwh)
2011		2580	ND	Conventional Hydroelectric (Kwh)
2012		2477	ND	Conventional Hydroelectric (Kwh)
2013		1852	ND	Conventional Hydroelectric (Kwh)
2004		220	ND	All Other Renewables (Kwh)
2005		230	ND	All Other Renewables (Kwh)
2006		373	ND	All Other Renewables (Kwh)
2007		634	ND	All Other Renewables (Kwh)
2008		1706	ND	All Other Renewables (Kwh)
2009		3009	ND	All Other Renewables (Kwh)
2010		4108	ND	All Other Renewables (Kwh)
2011		5245	ND	All Other Renewables (Kwh)
2012		5280	ND	All Other Renewables (Kwh)
2013		5524	ND	All Other Renewables (Kwh)
2004		215	ND	Wind (Kwh)
2005		220	ND	Wind (Kwh)
2006		369	ND	Wind (Kwh)
2007		621	ND	Wind (Kwh)
2008		1693	ND	Wind (Kwh)
2009		2998	ND	Wind (Kwh)
2010		4096	ND	Wind (Kwh)
2011		5236	ND	Wind (Kwh)
2012		5275	ND	Wind (Kwh)
2013		5519	ND	Wind (Kwh)
2004		6	ND	Biomass (total) (Kwh)
2005		10	ND	Biomass (total) (Kwh)
2006		4	ND	Biomass (total) (Kwh)
2007		14	ND	Biomass (total) (Kwh)
2008		13	ND	Biomass (total) (Kwh)
2009		12	ND	Biomass (total) (Kwh)
2010		12	ND	Biomass (total) (Kwh)
2011		10	ND	Biomass (total) (Kwh)
2012		6	ND	Biomass (total) (Kwh)
2013		5	ND	Biomass (total) (Kwh)
2004		6	ND	Other biomass (Kwh)
2005		10	ND	Other biomass (Kwh)
2006		4	ND	Other biomass (Kwh)
2007		14	ND	Other biomass (Kwh)
2008		13	ND	Other biomass (Kwh)
2009		12	ND	Other biomass (Kwh)
2010		12	ND	Other biomass (Kwh)
2011		10	ND	Other biomass (Kwh)
2012		6	ND	Other biomass (Kwh)
2013		5	ND	Other biomass (Kwh)
2004		3598	SD	Conventional Hydroelectric (Kwh)
2005		3075	SD	Conventional Hydroelectric (Kwh)
2006		3397	SD	Conventional Hydroelectric (Kwh)
2007		2917	SD	Conventional Hydroelectric (Kwh)
2008		2993	SD	Conventional Hydroelectric (Kwh)
2009		4432	SD	Conventional Hydroelectric (Kwh)
2010		5239	SD	Conventional Hydroelectric (Kwh)
2011		6608	SD	Conventional Hydroelectric (Kwh)
2012		5981	SD	Conventional Hydroelectric (Kwh)
2013		4063	SD	Conventional Hydroelectric (Kwh)
2004		158	SD	All Other Renewables (Kwh)
2005		158	SD	All Other Renewables (Kwh)
2006		149	SD	All Other Renewables (Kwh)
2007		150	SD	All Other Renewables (Kwh)
2008		147	SD	All Other Renewables (Kwh)
2009		427	SD	All Other Renewables (Kwh)
2010		1372	SD	All Other Renewables (Kwh)
2011		2668	SD	All Other Renewables (Kwh)
2012		2915	SD	All Other Renewables (Kwh)
2013		2688	SD	All Other Renewables (Kwh)
2004		158	SD	Wind (Kwh)
2005		158	SD	Wind (Kwh)
2006		149	SD	Wind (Kwh)
2007		150	SD	Wind (Kwh)
2008		145	SD	Wind (Kwh)
2009		421	SD	Wind (Kwh)
2010		1372	SD	Wind (Kwh)
2011		2668	SD	Wind (Kwh)
2012		2915	SD	Wind (Kwh)
2013		2688	SD	Wind (Kwh)
2008		2	SD	Biomass (total) (Kwh)
2009		6	SD	Biomass (total) (Kwh)
2010		0	SD	Biomass (total) (Kwh)
2011		0	SD	Biomass (total) (Kwh)
2012		0	SD	Biomass (total) (Kwh)
2013		0	SD	Biomass (total) (Kwh)
2008		2	SD	Other biomass (Kwh)
2009		6	SD	Other biomass (Kwh)
2010		0	SD	Other biomass (Kwh)
2011		0	SD	Other biomass (Kwh)
2012		0	SD	Other biomass (Kwh)
2013		0	SD	Other biomass (Kwh)
2006		0	DE	All Other Renewables (Kwh)
2007		48	DE	All Other Renewables (Kwh)
2008		163	DE	All Other Renewables (Kwh)
2009		126	DE	All Other Renewables (Kwh)
2010		138	DE	All Other Renewables (Kwh)
2011		158	DE	All Other Renewables (Kwh)
2012		131	DE	All Other Renewables (Kwh)
2013		107	DE	All Other Renewables (Kwh)
2010		3	DE	Wind (Kwh)
2011		5	DE	Wind (Kwh)
2012		4	DE	Wind (Kwh)
2013		4	DE	Wind (Kwh)
2011		8	DE	Solar (Kwh)
2012		23	DE	Solar (Kwh)
2013		45	DE	Solar (Kwh)
2006		0	DE	Biomass (total) (Kwh)
2007		48	DE	Biomass (total) (Kwh)
2008		163	DE	Biomass (total) (Kwh)
2009		126	DE	Biomass (total) (Kwh)
2010		136	DE	Biomass (total) (Kwh)
2011		145	DE	Biomass (total) (Kwh)
2012		105	DE	Biomass (total) (Kwh)
2013		57	DE	Biomass (total) (Kwh)
2006		0	DE	Other biomass (Kwh)
2007		48	DE	Other biomass (Kwh)
2008		163	DE	Other biomass (Kwh)
2009		126	DE	Other biomass (Kwh)
2010		136	DE	Other biomass (Kwh)
2011		145	DE	Other biomass (Kwh)
