Company Name,Revenue Type,Commodity,Revenue,
NLTDR RESOURCES,Royalties,Oil,34980.11,
NLTDR RESOURCES,Royalties,Gas,271022.43,
NLTWO HOLDINGS,Royalties,Gas,38053.78,
NLTWO HOLDINGS,Royalties,Oil,80968.48,
NMNTB CORP,Other Revenues,Oil & Gas,-268253.67,
NMNTB CORP,Rents,Oil & Gas,298668.33,
NMNTB CORP,Royalties,Other Commodities,1016573.56,
NMNTB CORP,Bonus,Oil & Gas,1081929,
NMNTB CORP,Royalties,Gas,17253510.55,
NMNTB CORP,Royalties,Oil,60203884.31,
NNRQO ENERGY COMPANY,Rents,Oil & Gas,174,
NNRQO ENERGY COMPANY,Royalties,Oil,158688.94,
NNRQO ENERGY COMPANY,Other Revenues,Oil & Gas,166850,
NNRQO ENERGY COMPANY,Royalties,Gas,1481949.08,
NNSQD ENERGY COMPANY,Royalties,Oil,199,
NNSQD ENERGY COMPANY,Royalties,Gas,142031.69,
NTPWW PRODUCTS,Rents,Oil & Gas,186953,
NTPWW PRODUCTS,Royalties,Oil,23486255.17,
NXNNJ LLC,Rents,Oil & Gas,7912.5,
NXNNJ LLC,Bonus,Oil & Gas,11262,
NXNNJ LLC,Royalties,Oil,12946.12,
NXNNJ LLC,Royalties,Gas,91494.7,
NZUWL ENERGY COMPANY,Rents,Oil & Gas,76577,
NZUWL ENERGY COMPANY,Royalties,Gas,722690.15,
NZUWL ENERGY COMPANY,Royalties,Oil,20473178.29,
NZUWL ENERGY COMPANY,Bonus,Oil & Gas,26000510,
OBEEX EXPLORATION,Other Revenues,Oil & Gas,3224,
OBEEX EXPLORATION,Bonus,Oil & Gas,17776,
OBEEX EXPLORATION,Rents,Oil & Gas,18060.5,
OBEEX EXPLORATION,Royalties,Gas,585411.09,
OBEEX EXPLORATION,Royalties,Oil,1115704.88,
OCIEC ENERGY COMPANY,Rents,Oil & Gas,320,
OCIEC ENERGY COMPANY,Royalties,Gas,91521.73,
OCIEC ENERGY COMPANY,Royalties,Oil,415811.27,
ODCHE HOLDINGS,Rents,Oil & Gas,119711.5,
OFIVO INC,Rents,Oil & Gas,3339,
OFIVO INC,Bonus,Oil & Gas,794960,
OGXKT CORP,Royalties,Oil,505241.43,
OIRYB ENERGY COMPANY,Royalties,Other Commodities,88.47,
OIRYB ENERGY COMPANY,Other Revenues,Oil & Gas,773502.83,
OIRYB ENERGY COMPANY,Rents,Oil & Gas,1406205,
OIRYB ENERGY COMPANY,Bonus,Oil & Gas,2853245,
OIRYB ENERGY COMPANY,Royalties,Gas,29011280.15,
OIRYB ENERGY COMPANY,Royalties,Oil,77661147.79,
OJHBM CORP,Rents,Oil & Gas,10716,
OJHBM CORP,Bonus,Oil & Gas,231720,
OMRPS PRODUCTS,Rents,Oil & Gas,210,
OMRPS PRODUCTS,Other Revenues,Oil & Gas,164552.81,
OMRPS PRODUCTS,Royalties,Gas,512323.49,
OMRPS PRODUCTS,Royalties,Oil,819642.58,
ONCDJ PARTNERS,Rents,Oil & Gas,90,
ONCDJ PARTNERS,Royalties,Oil,80725.52,
ONCDJ PARTNERS,Other Revenues,Oil & Gas,91500,
ONCDJ PARTNERS,Royalties,Gas,2092503.56,
OOZUG RESOURCES,Royalties,Gas,1680468.42,
OPQGR HOLDINGS,Rents,Oil & Gas,3376,
OPQGR HOLDINGS,Other Revenues,Oil & Gas,4553,
OPQGR HOLDINGS,Royalties,Oil,62384.63,
OPQGR HOLDINGS,Royalties,Gas,91456.65,
ORHRR MANAGEMENT CORP,Other Revenues,Oil & Gas,26956.79,
ORHRR MANAGEMENT CORP,Rents,Oil & Gas,185586,
ORHRR MANAGEMENT CORP,Royalties,Oil,317074.35,
ORHRR MANAGEMENT CORP,Royalties,Gas,997423.8,
OUKNM INC,Rents,Oil & Gas,74457,
OUKNM INC,Bonus,Oil & Gas,118424,
OVAZE LLC,Rents,Oil & Gas,1120,
OVAZE LLC,Royalties,Oil,81466.69,
OVAZE LLC,Royalties,Gas,232114.02,
OVGNM ENERGY COMPANY,Rents,Oil & Gas,14,
OVGNM ENERGY COMPANY,Royalties,Gas,13099.97,
OVGNM ENERGY COMPANY,Royalties,Oil,103958.95,
OWGGL INC,Rents,Oil & Gas,120,
OWGGL INC,Royalties,Gas,39054.16,
OWGGL INC,Royalties,Oil,492695.43,
OWOIT ENERGY COMPANY,Other Revenues,Oil & Gas,2077.55,
OWOIT ENERGY COMPANY,Royalties,Oil,101495.36,
OWOIT ENERGY COMPANY,Royalties,Gas,391089.31,
OWYKC MANAGEMENT CORP,Royalties,Gas,6328.04,
OWYKC MANAGEMENT CORP,Royalties,Oil,244531.87,
OXMKO CORP,Royalties,Oil,109355.34,
OYLCE EXPLORATION,Rents,Oil & Gas,1180,
OYLCE EXPLORATION,Royalties,Gas,13437.35,
OYLCE EXPLORATION,Royalties,Oil,626788.4,
OZHXG PRODUCTION COMPANY,Other Revenues,Oil & Gas,-63000,
OZHXG PRODUCTION COMPANY,Rents,Oil & Gas,26001.5,
OZHXG PRODUCTION COMPANY,Royalties,Oil,140575.99,
OZHXG PRODUCTION COMPANY,Royalties,Gas,340671.71,
OZWLM HOLDINGS,Royalties,Geothermal,114329.45,
PACSP PRODUCTION COMPANY,Royalties,Gas,237603.31,
PAKJU LLC,Other Revenues,Oil & Gas,-25235.62,
PAKJU LLC,Rents,Oil & Gas,538528,
PAKJU LLC,Royalties,Gas,816908.59,
PAKJU LLC,Royalties,Oil,3656134.31,
PBZNA INDUSTRIES,Rents,Oil & Gas,17941,
PBZNA INDUSTRIES,Other Revenues,Oil & Gas,26094.81,
PBZNA INDUSTRIES,Royalties,Gas,326153.29,
PBZNA INDUSTRIES,Royalties,Oil,23226389.67,
PDIDB CORP,Other Revenues,Oil & Gas,-123954,
PDIDB CORP,Royalties,Oil,359282.46,
PDIDB CORP,Royalties,Gas,894303.42,
PDTIR PARTNERS,Rents,Phosphate,120,
PDTIR PARTNERS,Other Revenues,Phosphate,25650,
PDTIR PARTNERS,Royalties,Other Commodities,839365.34,
PFCLX MANAGEMENT CORP,Other Revenues,Oil & Gas,3800.25,
PFCLX MANAGEMENT CORP,Rents,Coal,10014,
PFCLX MANAGEMENT CORP,Rents,Oil & Gas,35325.75,
PFCLX MANAGEMENT CORP,Royalties,Gas,1316489.03,
PFCLX MANAGEMENT CORP,Royalties,Oil,1775416.23,
PFCLX MANAGEMENT CORP,Royalties,Coal,7262866.59,
PGIYQ MANAGEMENT CORP,Other Revenues,Oil & Gas,37278.61,
PGIYQ MANAGEMENT CORP,Rents,Oil & Gas,207457,
PGIYQ MANAGEMENT CORP,Bonus,Oil & Gas,458360,
PGIYQ MANAGEMENT CORP,Royalties,Gas,26385311.44,
PGIYQ MANAGEMENT CORP,Royalties,Oil,106999035.62,
PIBCQ LLC,Rents,Oil & Gas,160423.5,
PKHAH CORP,Other Revenues,Oil & Gas,280,
PKHAH CORP,Bonus,Oil & Gas,22330,
PKHAH CORP,Rents,Oil & Gas,253113.5,
PLCWS LLC,Rents,Oil & Gas,3150,
PLCWS LLC,Bonus,Oil & Gas,131200,
PLQOM PRODUCTS,Other Revenues,Oil & Gas,6143,
PLQOM PRODUCTS,Rents,Oil & Gas,55155.5,
PLQOM PRODUCTS,Royalties,Oil,453073.63,
PLQOM PRODUCTS,Royalties,Gas,1326700.74,
PLTYQ RESOURCES,Other Revenues,Oil & Gas,2396,
PLTYQ RESOURCES,Rents,Oil & Gas,10543.5,
PLTYQ RESOURCES,Royalties,Oil,103359.26,
PLTYQ RESOURCES,Royalties,Gas,103735.45,
PMFJU PRODUCTION COMPANY,Other Revenues,Oil & Gas,972,
PMFJU PRODUCTION COMPANY,Rents,Oil & Gas,115646.5,
PMFYY INDUSTRIES,Royalties,Gas,33614.06,
PMFYY INDUSTRIES,Royalties,Oil,1905444.89,
POYSJ PRODUCTION COMPANY,Rents,Coal,100997,
POYSJ PRODUCTION COMPANY,Bonus,Coal,79026630.4,
POYSJ PRODUCTION COMPANY,Royalties,Coal,123557058.19,
PRPHX ENERGY COMPANY,Other Revenues,Oil & Gas,7830,
PRPHX ENERGY COMPANY,Rents,Oil & Gas,18973,
PRPHX ENERGY COMPANY,Royalties,Oil,64703.4,
PRPHX ENERGY COMPANY,Royalties,Gas,99471.47,
PTZGD EXPLORATION,Rents,Oil & Gas,245000,
PTZGD EXPLORATION,Bonus,Oil & Gas,351000,
PUMSO INC,Rents,Oil & Gas,338890,
PUMSO INC,Royalties,Gas,415495.47,
PUMSO INC,Bonus,Oil & Gas,1622721,
PUMSO INC,Royalties,Oil,1687160.61,
PUVRF MANAGEMENT CORP,Royalties,Gas,85983.57,
PUVRF MANAGEMENT CORP,Royalties,Oil,437396.79,
PYSHA LLC,Royalties,Other Commodities,5399.1,
PYSHA LLC,Rents,Oil & Gas,167210.5,
PYSHA LLC,Other Revenues,Oil & Gas,1703777.96,
PYSHA LLC,Royalties,Oil,7448712.66,
PYSHA LLC,Royalties,Gas,83256207.95,
PZBXU INC,Royalties,Gas,362800.51,
QBIGP EXPLORATION,Royalties,Oil,120245.6,
QCEVU CORP,Bonus,Oil & Gas,5785,
QCEVU CORP,Other Revenues,Oil & Gas,13942,
QCEVU CORP,Rents,Oil & Gas,64484.5,
QCEVU CORP,Royalties,Oil,230620.58,
QCEVU CORP,Royalties,Gas,739324.65,
QDMGH PRODUCTION COMPANY,Royalties,Gas,133592.82,
QDMGH PRODUCTION COMPANY,Royalties,Oil,2264116.24,
QEJEB LLC,Rents,Phosphate,4858,
QEJEB LLC,Other Revenues,Phosphate,80659,
QEJEB LLC,Royalties,Other Commodities,4728683.16,
QFCKA EXPLORATION,Other Revenues,Oil & Gas,4800,
QFCKA EXPLORATION,Royalties,Oil,67209.18,
QFCKA EXPLORATION,Royalties,Gas,105196.46,
QGBBK MANAGEMENT CORP,Bonus,Wind,24107.5,
QGBBK MANAGEMENT CORP,Rents,Wind,289290,
QGNKS ENERGY COMPANY,Rents,Oil & Gas,16422,
QGNKS ENERGY COMPANY,Royalties,Gas,23629.37,
QGNKS ENERGY COMPANY,Royalties,Oil,1892577.72,
QIAJP MANAGEMENT CORP,Royalties,Oil,10940.29,
QIAJP MANAGEMENT CORP,Other Revenues,Oil & Gas,12819.1,
QIAJP MANAGEMENT CORP,Rents,Oil & Gas,35030,
QIAJP MANAGEMENT CORP,Royalties,Gas,64884.63,
QKAGR ENERGY COMPANY,Other Revenues,Oil & Gas,10000,
QKAGR ENERGY COMPANY,Royalties,Gas,155077.76,
QKUNR EXPLORATION,Royalties,Gas,50629.42,
QKUNR EXPLORATION,Royalties,Oil,429754.96,
QLJQL LLC,Rents,Oil & Gas,480,
QLJQL LLC,Royalties,Gas,4629.84,
QLJQL LLC,Bonus,Oil & Gas,102400,
QLUPR EXPLORATION,Rents,Oil & Gas,560,
QLUPR EXPLORATION,Royalties,Gas,34951.44,
QLUPR EXPLORATION,Royalties,Oil,168882.94,
QMBFR PRODUCTION COMPANY,Rents,Oil & Gas,60,
QMBFR PRODUCTION COMPANY,Bonus,Oil & Gas,500000,
QNIKR INC,Rents,Oil & Gas,646.5,
QNIKR INC,Bonus,Oil & Gas,321014,
QNOEN PRODUCTS,Bonus,Oil & Gas,39912,
QNOEN PRODUCTS,Rents,Oil & Gas,183972.5,
QODOJ LLC,Bonus,Geothermal,93882,
QODOJ LLC,Rents,Geothermal,267222,
QOSRS MANAGEMENT CORP,Rents,Oil & Gas,1582,
QOSRS MANAGEMENT CORP,Royalties,Gas,63117.57,
QOSRS MANAGEMENT CORP,Royalties,Oil,1114805.07,
QQYEL INC,Other Revenues,Oil & Gas,12572.7,
QQYEL INC,Royalties,Gas,593908.96,
QQYEL INC,Rents,Oil & Gas,881722.75,
QQYEL INC,Bonus,Oil & Gas,913270.5,
QQYEL INC,Royalties,Oil,1335660.91,
QRRFT EXPLORATION,Rents,Oil & Gas,420,
QRRFT EXPLORATION,Royalties,Gas,250821.49,
QRRFT EXPLORATION,Royalties,Oil,4787210.63,
QSUDA INC,Rents,Oil & Gas,13856,
QSUDA INC,Bonus,Oil & Gas,328000,
QSYOB PARTNERS,Rents,Oil & Gas,33081,
QSYOB PARTNERS,Bonus,Oil & Gas,3044570,
QTLOX LLC,Other Revenues,Oil & Gas,5834.27,
QTLOX LLC,Rents,Oil & Gas,15434.75,
QTLOX LLC,Royalties,Gas,4468721.81,
QTLOX LLC,Royalties,Oil,8220016.99,
QTWRS RESOURCES,Royalties,Gas,18797.64,
QTWRS RESOURCES,Royalties,Oil,557674.88,
QTWVC MANAGEMENT CORP,Royalties,Gas,150319.34,
QTWVC MANAGEMENT CORP,Rents,Oil & Gas,239522,
QTWVC MANAGEMENT CORP,Royalties,Oil,2814142.04,
QVHOV INDUSTRIES,Rents,Oil & Gas,78901,
QVHOV INDUSTRIES,Bonus,Oil & Gas,771391,
QWSFI HOLDINGS,Royalties,Gas,223062.34,
QXNAU CORP,Other Revenues,Oil & Gas,382,
QXNAU CORP,Royalties,Gas,85447.81,
QXNAU CORP,Royalties,Oil,92831.48,
QXNHD ENERGY COMPANY,Rents,Oil & Gas,1357393,
QXNHD ENERGY COMPANY,Bonus,Oil & Gas,1592034,
QXUXI CORP,Rents,Coal,5163,
QXUXI CORP,Royalties,Coal,398872.32,
QZCBD INDUSTRIES,Rents,Oil & Gas,19914,
QZCBD INDUSTRIES,Bonus,Oil & Gas,237086,
RCQBF HOLDINGS,Other Revenues,Oil & Gas,2052588.05,
RCQBF HOLDINGS,Rents,Oil & Gas,9425166.07,
RCQBF HOLDINGS,Royalties,Gas,82730018.41,
RCQBF HOLDINGS,Bonus,Oil & Gas,111313779,
RCQBF HOLDINGS,Royalties,Oil,426582169.91,
RDNHG INDUSTRIES,Other Revenues,Oil & Gas,-300,
RDNHG INDUSTRIES,Royalties,Gas,13611.57,
RDNHG INDUSTRIES,Royalties,Oil,373643.73,
RDPRL LLC,Rents,Oil & Gas,2781.5,
RDPRL LLC,Bonus,Oil & Gas,12848500,
REPGZ RESOURCES,Rents,Oil & Gas,258,
REPGZ RESOURCES,Royalties,Oil,102277.26,
RGPPI RESOURCES,Other Revenues,Oil & Gas,-1730683.58,
RGPPI RESOURCES,Rents,Oil & Gas,75,
RGPPI RESOURCES,Royalties,Gas,2394978.69,
RGPPI RESOURCES,Royalties,Oil,3322331.93,
RGSCV ENERGY COMPANY,Rents,Oil & Gas,181001.5,
RHCVK INC,Royalties,Oil,222165.36,
RHSCY RESOURCES,Rents,Coal,115092,
RHSCY RESOURCES,Royalties,Coal,28233092.41,
RHWBY HOLDINGS,Royalties,Oil,2746.46,
RHWBY HOLDINGS,Rents,Oil & Gas,62875,
RHWBY HOLDINGS,Royalties,Gas,96273.14,
RHWBY HOLDINGS,Bonus,Oil & Gas,256000,
RJDYP PARTNERS,Royalties,Oil,66165.47,
RJDYP PARTNERS,Royalties,Gas,286763.07,
RKAOG EXPLORATION,Rents,Oil & Gas,64462.5,
RKAOG EXPLORATION,Royalties,Oil,139866.12,
RNMPM PRODUCTS,Royalties,Oil,69058.88,
RNMPM PRODUCTS,Rents,Oil & Gas,139282.5,
RNMPM PRODUCTS,Royalties,Gas,321835.35,
RNTKK CORP,Rents,Coal,9081,
RNTKK CORP,Royalties,Coal,1780536.23,
ROIIB LLC,Rents,Oil & Gas,14496,
ROIIB LLC,Other Revenues,Oil & Gas,18182.59,
ROIIB LLC,Royalties,Gas,80278.26,
ROXJC EXPLORATION,Royalties,Other Commodities,11536.7,
ROXJC EXPLORATION,Rents,Oil & Gas,146719.25,
ROXJC EXPLORATION,Other Revenues,Oil & Gas,610066.27,
ROXJC EXPLORATION,Royalties,Gas,3610487.36,
ROXJC EXPLORATION,Royalties,Oil,6833692.78,
RPADZ INDUSTRIES,Royalties,Oil,78197.17,
RPADZ INDUSTRIES,Royalties,Gas,101917.99,
RRYKI EXPLORATION,Rents,Oil & Gas,10863,
RRYKI EXPLORATION,Bonus,Oil & Gas,1653375,
RSDZK INC,Other Revenues,Oil & Gas,-206350.98,
RSDZK INC,Rents,Oil & Gas,253440,
RSDZK INC,Royalties,Gas,1962243.02,
RSDZK INC,Royalties,Oil,6095233.11,
RSDZK INC,Bonus,Oil & Gas,34900493,
RSRXQ ENERGY COMPANY,Royalties,Oil,1807,
RSRXQ ENERGY COMPANY,Royalties,Gas,10691,
RSRXQ ENERGY COMPANY,Rents,Oil & Gas,29767.67,
RSRXQ ENERGY COMPANY,Bonus,Oil & Gas,101992,
RTENL ENERGY COMPANY,Rents,Oil & Gas,290,
RTENL ENERGY COMPANY,Other Revenues,Oil & Gas,406.38,
RTENL ENERGY COMPANY,Royalties,Gas,6513.6,
RTENL ENERGY COMPANY,Royalties,Oil,789640.67,
RTLXR INC,Other Revenues,Oil & Gas,-1527747.92,
RTLXR INC,Royalties,Oil,795727.57,
RTLXR INC,Rents,Oil & Gas,1116545.5,
RTLXR INC,Royalties,Gas,1707812.45,
RTLXR INC,Bonus,Oil & Gas,7942610,
RTTCS PRODUCTION COMPANY,Royalties,Oil,198048.06,
RVGSS PRODUCTS,Other Revenues,Oil & Gas,43200,
RVGSS PRODUCTS,Royalties,Gas,3552880.43,
RVGSS PRODUCTS,Rents,Oil & Gas,10035786.84,
RVGSS PRODUCTS,Royalties,Oil,97840468.94,
RVGSS PRODUCTS,Bonus,Oil & Gas,417527721,
RVRXR HOLDINGS,Other Revenues,Oil & Gas,-34598.95,
RVRXR HOLDINGS,Rents,Oil & Gas,9560,
RVRXR HOLDINGS,Royalties,Oil,307664.07,
RVRXR HOLDINGS,Royalties,Gas,600120.18,
RWBDH PRODUCTION COMPANY,Rents,Oil Shale,304,
RWBDH PRODUCTION COMPANY,Rents,Coal,23598,
RWBDH PRODUCTION COMPANY,Royalties,Other Commodities,606701.19,
RWBDH PRODUCTION COMPANY,Other Revenues,Oil & Gas,1744329.11,
RWBDH PRODUCTION COMPANY,Royalties,Coal,2195640.43,
RWBDH PRODUCTION COMPANY,Rents,Oil & Gas,19220299.47,
RWBDH PRODUCTION COMPANY,Royalties,Gas,108441129.28,
RWBDH PRODUCTION COMPANY,Bonus,Oil & Gas,261326247,
RWBDH PRODUCTION COMPANY,Royalties,Oil,662775063.29,
RWHAQ INC,Other Revenues,Oil & Gas,-130380,
RWHAQ INC,Rents,Oil & Gas,19670.74,
RWHAQ INC,Royalties,Gas,1610421.11,
RWHAQ INC,Royalties,Oil,9637900.8,
RYACS HOLDINGS,Other Revenues,Oil & Gas,802098.19,
RYACS HOLDINGS,Royalties,Gas,4531356.43,
RYACS HOLDINGS,Rents,Oil & Gas,4832068.64,
RYACS HOLDINGS,Royalties,Oil,8813738.17,
RYACS HOLDINGS,Bonus,Oil & Gas,24609317,
RYNBM INC,Rents,Oil & Gas,5939,
RYNBM INC,Royalties,Oil,108917.78,
RZTBJ INC,Royalties,Oil,3261.27,
RZTBJ INC,Royalties,Gas,104363.3,
RZXWQ INDUSTRIES,Rents,Oil & Gas,5112,
RZXWQ INDUSTRIES,Bonus,Oil & Gas,4206000,
SAYFK MANAGEMENT CORP,Rents,Oil & Gas,5827,
SAYFK MANAGEMENT CORP,Other Revenues,Oil & Gas,16767,
SAYFK MANAGEMENT CORP,Royalties,Gas,605171.34,
SDFJT ENERGY COMPANY,Royalties,Oil,70496.56,
SDFJT ENERGY COMPANY,Royalties,Gas,557391.06,
SEDQG PARTNERS,Rents,Oil & Gas,3718.5,
SEDQG PARTNERS,Bonus,Oil & Gas,173530,
SENID RESOURCES,Other Revenues,Oil & Gas,474,
SENID RESOURCES,Royalties,Gas,17220.14,
SENID RESOURCES,Royalties,Oil,160207.48,
SEYGB INC,Rents,Oil & Gas,2320,
SEYGB INC,Other Revenues,Oil & Gas,151651.72,
SGJQB EXPLORATION,Rents,Oil & Gas,447773.5,
SGJQB EXPLORATION,Other Revenues,Oil & Gas,7909291.28,
SGJQB EXPLORATION,Royalties,Gas,8280207.88,
SGJQB EXPLORATION,Bonus,Oil & Gas,8423300,
SGJQB EXPLORATION,Royalties,Oil,85166688.87,
SOGZA PRODUCTION COMPANY,Rents,Oil & Gas,180,
SOGZA PRODUCTION COMPANY,Royalties,Gas,31613.48,
SOGZA PRODUCTION COMPANY,Royalties,Oil,252798.27,
SUMEK RESOURCES,Other Revenues,Oil & Gas,62485.22,
SUMEK RESOURCES,Rents,Oil & Gas,75905.5,
SUMEK RESOURCES,Bonus,Oil & Gas,178500,
SUMEK RESOURCES,Royalties,Gas,1335069.68,
SUMEK RESOURCES,Royalties,Oil,29171111.33,
SWBHK RESOURCES,Royalties,Gas,94223.56,
SWBHK RESOURCES,Royalties,Oil,522771.26,
SWRYF ENERGY COMPANY,Rents,Oil & Gas,67501.5,
SWRYF ENERGY COMPANY,Bonus,Oil & Gas,15113700,
SYFKU MANAGEMENT CORP,Royalties,Oil,459280.15,
SZQZF EXPLORATION,Royalties,Gas,184224.44,
TCLAB PRODUCTS,Royalties,Gas,128300.86,
TCLAB PRODUCTS,Rents,Oil & Gas,1774080,
TCLAB PRODUCTS,Bonus,Oil & Gas,2998702,
TCLAB PRODUCTS,Royalties,Oil,3049995.06,
TDIWE MANAGEMENT CORP,Rents,Oil & Gas,640,
TDIWE MANAGEMENT CORP,Royalties,Oil,14372,
TDIWE MANAGEMENT CORP,Other Revenues,Oil & Gas,40951.61,
TDIWE MANAGEMENT CORP,Royalties,Gas,119802.79,
TFMTG EXPLORATION,Royalties,Oil,1719.27,
TFMTG EXPLORATION,Royalties,Gas,639373.63,
TIBQO RESOURCES,Rents,Oil & Gas,5777.5,
TIBQO RESOURCES,Bonus,Oil & Gas,170421,
TJCCA EXPLORATION,Rents,Oil & Gas,164832,
TKKOH PARTNERS,Other Revenues,Oil & Gas,-303637.89,
TKKOH PARTNERS,Other Revenues,Sodium,-9240,
TKKOH PARTNERS,Rents,Sodium,-1760,
TKKOH PARTNERS,Rents,Oil & Gas,98478.49,
TKKOH PARTNERS,Royalties,Gas,20242432.43,
TKKOH PARTNERS,Royalties,Oil,59181721.06,
TLQNW PRODUCTS,Rents,Oil & Gas,46733.91,
TLQNW PRODUCTS,Other Revenues,Oil & Gas,292290.68,
TLQNW PRODUCTS,Royalties,Gas,6196319.02,
TLQNW PRODUCTS,Royalties,Oil,13396907.26,
TMGXF PRODUCTION COMPANY,Other Revenues,Oil & Gas,-109000,
TMGXF PRODUCTION COMPANY,Rents,Oil & Gas,39737,
TMGXF PRODUCTION COMPANY,Royalties,Gas,43429.24,
TMGXF PRODUCTION COMPANY,Bonus,Oil & Gas,197890,
TMGXF PRODUCTION COMPANY,Royalties,Oil,1892903.35,
TNMWJ CORP,Royalties,Oil,63653.35,
TNMWJ CORP,Royalties,Gas,157029.53,
TPAPG ENERGY COMPANY,Rents,Oil & Gas,160549,
TQLPY PARTNERS,Royalties,Oil,199826.35,
TVQGE HOLDINGS,Other Revenues,Oil & Gas,-19327.76,
TVQGE HOLDINGS,Rents,Oil & Gas,775419.75,
TVQGE HOLDINGS,Bonus,Oil & Gas,3709911,
TVQGE HOLDINGS,Royalties,Gas,4091051.73,
TVQGE HOLDINGS,Royalties,Oil,14538777.42,
TWNRN PRODUCTS,Rents,Oil & Gas,273088.5,
TWVGN CORP,Rents,Oil & Gas,852,
TWVGN CORP,Royalties,Oil,117060.83,
TXIMJ INC,Royalties,Oil,230878.55,
TZRSZ RESOURCES,Rents,Oil & Gas,10318.5,
TZRSZ RESOURCES,Bonus,Oil & Gas,1208550,
TZVJC EXPLORATION,Other Revenues,Oil & Gas,-46466.36,
TZVJC EXPLORATION,Royalties,Other Commodities,10268,
TZVJC EXPLORATION,Rents,Oil & Gas,3108496.74,
TZVJC EXPLORATION,Royalties,Gas,9827397.16,
TZVJC EXPLORATION,Bonus,Oil & Gas,37194666,
TZVJC EXPLORATION,Royalties,Oil,117252833.93,
UCBXK PRODUCTS,Bonus,Oil & Gas,5120,
UCBXK PRODUCTS,Rents,Oil & Gas,156732.25,
UCBXK PRODUCTS,Other Revenues,Oil & Gas,168355.76,
UCBXK PRODUCTS,Royalties,Gas,3176318.39,
UCBXK PRODUCTS,Royalties,Oil,8773687.3,
UCIMY ENERGY COMPANY,Other Revenues,Oil & Gas,-11900,
UCIMY ENERGY COMPANY,Royalties,Oil,9.18,
UCIMY ENERGY COMPANY,Rents,Oil & Gas,240,
UCIMY ENERGY COMPANY,Royalties,Gas,213056.1,
UENTX INC,Rents,Oil & Gas,310220,
UGMYY RESOURCES,Rents,Oil & Gas,35645,
UGMYY RESOURCES,Other Revenues,Oil & Gas,135478.93,
UGMYY RESOURCES,Royalties,Oil,2400421.67,
UGMYY RESOURCES,Royalties,Gas,4713283.56,
UHSPK LLC,Other Revenues,Oil & Gas,150000,
UHSPK LLC,Rents,Oil & Gas,208230,
UHSPK LLC,Royalties,Gas,569494.41,
UHSPK LLC,Royalties,Oil,14864703.69,
UIQXF INDUSTRIES,Rents,Oil & Gas,855,
UIQXF INDUSTRIES,Royalties,Gas,485038.61,
UIQXF INDUSTRIES,Royalties,Oil,23204523.03,
UJVWE PARTNERS,Rents,Phosphate,-1633,
UJVWE PARTNERS,Other Revenues,Phosphate,3888,
UJVWE PARTNERS,Rents,Sodium,18048,
UJVWE PARTNERS,Other Revenues,Sodium,52386,
UJVWE PARTNERS,Royalties,Other Commodities,12132892.03,
ULAKD HOLDINGS,Royalties,Oil,3101748.63,
ULTLR PRODUCTS,Other Revenues,Oil & Gas,1879004,
ULTLR PRODUCTS,Royalties,Gas,2274891.22,
ULTLR PRODUCTS,Royalties,Oil,11386769.61,
ULWPE CORP,Royalties,Oil,15424.62,
ULWPE CORP,Royalties,Gas,271700.83,
UOJRN HOLDINGS,Rents,Oil & Gas,902159.5,
UOJRN HOLDINGS,Other Revenues,Oil & Gas,2334343.11,
UOJRN HOLDINGS,Royalties,Oil,30188201.56,
UOJRN HOLDINGS,Royalties,Gas,122493017.71,
UOZGD CORP,Rents,Oil & Gas,229.5,
UOZGD CORP,Royalties,Oil,20992.26,
UOZGD CORP,Other Revenues,Oil & Gas,35600,
UOZGD CORP,Royalties,Gas,708305.6,
UQJKF RESOURCES,Other Revenues,Oil & Gas,80,
UQJKF RESOURCES,Rents,Oil & Gas,18932.8,
UQJKF RESOURCES,Royalties,Gas,202998.65,
UQJKF RESOURCES,Royalties,Oil,1186257.07,
UQUWH PARTNERS,Royalties,Oil,22748.95,
UQUWH PARTNERS,Rents,Oil & Gas,23869.5,
UQUWH PARTNERS,Other Revenues,Oil & Gas,60730.31,
UQUWH PARTNERS,Royalties,Gas,294401.55,
UUPPR INDUSTRIES,Rents,Oil & Gas,1578,
UUPPR INDUSTRIES,Other Revenues,Oil & Gas,2348.1,
UUPPR INDUSTRIES,Royalties,Gas,761036.71,
UUPPR INDUSTRIES,Royalties,Oil,1178668.39,
UUZXZ LLC,Other Revenues,Oil & Gas,354,
UUZXZ LLC,Royalties,Oil,11846.18,
UUZXZ LLC,Bonus,Oil & Gas,86535,
UUZXZ LLC,Rents,Oil & Gas,180176.5,
UUZXZ LLC,Royalties,Gas,518049.27,
UWTIT EXPLORATION,Rents,Oil & Gas,59657,
UWTIT EXPLORATION,Bonus,Oil & Gas,146690,
UWTIT EXPLORATION,Royalties,Oil,294505.16,
UZUJH PARTNERS,Other Revenues,Oil & Gas,507379.02,
UZUJH PARTNERS,Royalties,Gas,4598331.85,
UZZOQ INC,Rents,Oil & Gas,678,
UZZOQ INC,Other Revenues,Oil & Gas,82160.09,
UZZOQ INC,Royalties,Oil,280637.94,
UZZOQ INC,Royalties,Gas,285926.41,
VCXRT PRODUCTION COMPANY,Rents,Oil & Gas,14824.5,
VCXRT PRODUCTION COMPANY,Bonus,Oil & Gas,651519,
VFGQM LLC,Other Revenues,Oil & Gas,-116925.11,
