FY	ID No	Agency	Unit	CORE/CLP	States	Congress Dist	County	FY Budget Req	Enacted	Req Acres	Enacted Acres	Interest	Remaining Acres	Inholding (Y/N)	Description	O&M Startup	O&M Annual	Notes
2014	8	NPS	Mojave National Park, Joshua Tree National Park	CLP	CA	CA-8, CA-36	Riverside and San Bernardino Counties	 7,595,000 	 2,278,000 	 9,558.00 	 2,800.00 	Fee	 TBD 	Y	"Description: Four collaborating agencies (NPS, USFWS, BLM, USFS) are working to take advantage of
opportunities to build resiliency in designated landscape projects. These agencies have been working
with NGO partners, including TNC, TCF, TPL, local land trusts, and local government officials, to tailor the
federal acquisition program in a way to achieve synergy between private rights, open space, traditional
land uses and conservation. Collaborative Landscape Planning (CLP) seeks to maintain intact,
interconnected landscapes, and restore fragmented or degraded habitats. The CLP process is designed
to use the Land and Water Conservation Fund (LWCF) to incentivize the collaborative use of LWCF funds
in landscape acquisition projects that have a clear strategy to reach goals shared by the collaborating
agencies.
Natural/Cultural Resources Associated with Proposal: The California Desert Southwest Focal Area is
comprised of Riverside, San Bernardino, San Diego and Imperial Counties located in Southern California.
The area features extensive wildlife corridors, miles of national trails, and 72 federally protected species.
Southern California contains two distinct deserts: the Sonoran Desert and the Mojave Desert. The Mojave
Desert occupies more than 25,000 square miles and receives less than six inches of rain per year. Plant
and animal life varies by elevation. Desert tortoises burrow in creosote bush flats, while the black and
yellow Scott’s oriole nests in Joshua trees higher up the slopes. Mule deer and bighorn sheep roam
among pinyon pine and juniper in the park’s many mountain ranges. Perennial vegetation is composed
mostly of low shrubs. To preserve and protect the desert wildlands of Southern California, the California
Desert Protection Act of 1994 established Mojave National Preserve as a unit of the National Park System
and revised the boundaries and designations of Death Valley National Park and Joshua Tree National Park
Threat: In the Mojave Desert, the wilderness portions of NPS units are threatened by growing residential
and commercial development and by increased use of recreational vehicles that damage the fragile
desert resources.
Need: The requested funds totaling $7,595,000 are needed to acquire 3,381.13 acres in Joshua Tree
National Park and 6,176.46 acres in Mojave National Preserve. Much of this land is located within or
adjacent to wilderness areas and has been acquired by The Mojave Desert Land Trust (MDLT) for
eventual conveyance to the United States, subject to the availability of federal acquisition funds. MDLT is
a small land trust and the costs to hold and maintain these lands are a significant drain on the MDLT
budget. Failure to acquire these tracts from MDLT would threaten this partnership effort which has
successfully protected many tracts of land at Mojave National Preserve and Joshua Tree National Park."	 -   	 -   	
2014	2	BLM	Canyons Of The Ancients National Monument	Core	CO	CO-3	Montezuma County	 1,703,000 	 1,703,000 	 1,562.00 	 1,562.00 	Fee	 9,678.00 	Y	"Purpose
Purchase multiple private inholdings and edgeholdings to protect significant cultural, scenic, recreation and wildlife values and to preserve the integrity of the landscape.
Purchase
Opportunities
Multiple properties facing immediate threat from rural residential development, vandalism, and degrading land use practices.
"	 7,500 	 2,000 	
2014	4	FWS	Everglades Headwaters National Wildlife Refuge  and Conservation Area	Core	FL	FL-12, FL-15, FL-16	Polk, Osceola, Okeechobee, and Highlands Counties	 5,000,000 	 5,000,000 	 1,250.00 	 1,250.00 	Fee	 145,863.00 	Y	"Purpose: of Acquisition:  To protect, restore, and conserve habitat for 278 federal and state listed species, including Florida panther, Florida black bear, Audubon’s crested caracara, Florida scrub jay, 
red-cockaded woodpecker, whooping crane, Everglades snail kite, and, most significantly, protect habitat for the Florida grasshopper sparrow, a federally endangered endemic species.  Acquisitions would protect, restore, and conserve the headwaters, groundwater recharge and watershed of the Kissimmee Chain of Lakes, Kissimmee River, and Lake Okeechobee region.  This acquisition would also directly improve water quantity and quality in the Everglades watershed, complementing the Comprehensive Everglades Restoration Plan goals, and protect the water supply for millions of people. 

Project Cooperators:  Florida Fish and Wildlife Conservation Commission, South Florida Water Management District, Florida Department of Agriculture and Consumer Services, Florida Division of State Lands, Florida Department of Environmental Protection, U. S. Air Force, Avon Park Air Force Range, The Nature Conservancy, National Wildlife Refuge Association, Florida Cattlemen’s Association, and Florida Farm Bureau. 

Project Description:  Funds would be used to acquire fee title to approximately 1,250 acres.  This is an opportunity for the Service to protect a large landscape of diverse and high-quality habitats, and to conserve and restore large numbers of threatened and endangered species, while supporting Central Florida’s rich ranching heritage.  The America’s Great Outdoors (AGO) Initiative is a Presidential initiative and one of the Secretary of the Interior’s top three national priorities, designed to create and conserve large functional landscapes for wildlife and ecosystem services protection, historic and cultural protection, and to provide the American public with outstanding wildlife-dependent recreational opportunities. 
"	 -   	 25,000 	"O&M: The Service estimates annual costs of up to $25,000 for habitat management and restoration,
prescribed burning, and hunting and public use management."
2014	5	NPS	Timucuan Ecological and Historic Preserve	CLP	FL	FL-4	Duval County	 2,031,000 	 2,031,000 	 262.00 	 262.00 	Fee	 TBD 	Y	"Description: Four collaborating agencies (NPS, USFWS, BLM, USFS) are working to take advantage of
opportunities to build resiliency in designated landscape projects. These agencies have been working
with NGO partners, including TNC, TCF, TPL, local land trusts, and local government officials, to tailor the
federal acquisition program in a way to achieve synergy between private rights, open space, traditional
land uses and conservation. Collaborative Landscape Planning (CLP) seeks to maintain intact,
interconnected landscapes, and restore fragmented or degraded habitats. The CLP process is designed
to use the Land and Water Conservation Fund (LWCF) to incentivize the collaborative use of LWCF funds
in landscape acquisition projects that have a clear strategy to reach goals shared by the collaborating
agencies.
Natural/Cultural Resources Associated with Proposal: Southeast longleaf pine savanna ranging from North
Carolina to Texas is one of three major hotspots of biodiversity east of the Mississippi River. Many
threatened and endangered species require a longleaf pine ecosystem to survive, the endangered redcockaded
woodpecker being the keystone species for the ecosystem. In establishing the Department of the
Interior America’s Great Outdoors Program, Secretary’s Order No. 3323 of September 12, 2012, designated
Longleaf Pine Landscape Conservation as a Landscape of National Significance. Among the federal
conservation units included in this ecosystem are Congaree National Park in South Carolina and Timucuan
Ecological and Historic Preserve in Florida.
Threat: Longleaf pines which once covered 98 million acres in the Southeastern United States have been
reduced to approximately three million acres, much of it in poor condition.
Need: The requested target level of $3,459,000 is needed to acquire, from willing sellers, seven tracts
totaling 617 acres located within the boundaries of two National Park System units: Congaree National
Park and Timucuan Ecological and Historic Preserve. The
262-acre tract to be acquired at Timucuan Preserve would protect bottomland forest that is threatened by
degraded water quality an increased development pressure."	 -   	 -   	
2014	5	FWS	Longleaf Initiative: Okefenokee National Wildlife Refuge	CLP	FL; GA	FL-2, FL-4, GA-1	Charlton, Ware, and Clinch counties, Georgia; Baker County, Florida	 9,481,000 	 9,481,000 	 3,900.00 	 3,900.00 	Fee/Easement	 109,408.00 	Y	"Purpose: of Acquisition:  To conserve populations of threatened, endangered, rare, and imperiled plants and animals and their native longleaf pine habitats; to restore former slash pine plantations to native longleaf pine; to provide suitable black bear habitat, including corridors to link to critical habitat for major population centers; to provide high-quality habitat for migratory birds, shorebirds, waterbirds, and marshbirds; and to provide public opportunities for hunting, fishing, and other wildlife-dependent recreation. 

Project Cooperators:  Charleston County Greenbelt, The Nature Conservancy, Conservation Fund, Georgia Department of Natural Resources, Pee Dee Land Trust, American Rivers, Sam Shine Foundation

Project Description:  Funds would be used to acquire a combination of 3,900 fee and conservation easement acres at Cape Romain (SC), Okefenokee (GA/FL), St. Marks (FL) and Waccamaw (SC) NWRs.  Acquisition would support longleaf pine ecosystem conservation and restoration.  Acquisition would also help to preserve a tapestry of federal, state, and private forest lands that provide more than a million acres of unfragmented habitat for a variety of federally-listed endangered and threatened species, including red-cockaded woodpecker, wood stork, flatwoods salamander, Eastern indigo snake, and whooping crane. Residential, commercial, and industrial, fragmentation, extraction industries, loss of public access, and loss of paleontological resources are some the greatest threats facing this landscape.  Acquisition funding would significantly contribute to a multi-partner, multi-state effort to ensure resiliency and connectivity of this ecosystem, support working lands, enhance recreational access and opportunities, and protect historic and cultural resources.
"	 -   	 100,000 	"O&M: The Service estimates annual costs of up to $100,000 for habitat management and restoration,
prescribed burning, and hunting and public use management. Acquisition may produce efficiency
improvements in Service law enforcement and boundary posting, which would reduce these costs. Costs
associated with restoration work could be offset by hunting fees or outside funding."
2014	2	NPS	Sleeping Bear Dunes National Lakeshore	Core	MI	MI-1	Benzie and Leelanau Counties	 5,269,000 	 5,269,000 	 37.00 	 37.00 	Fee	 1,679.00 	Y	"Description: The Act of October 21, 1970, authorized establishment of Sleeping Bear Dunes National
Lakeshore to protect and preserve outstanding natural resources along the mainland shore of Lake
Michigan and on certain nearby islands in Benzie and Leelanau Counties, Michigan.
Natural/Cultural Resources Associated with Proposal: The national lakeshore is a diverse landscape with
massive sand dunes, quiet rivers, sand beaches, beech-maple forests, clear lakes, and rugged bluffs
towering as high as 460 feet above Lake Michigan. Two offshore wilderness islands offer tranquility and
seclusion.
Threat: Congress recognized the importance of the natural features of the Sleeping Bear Dunes area of
Michigan in establishing the National Lakeshore in 1970. Acquisition is necessary to minimize or eliminate
the impact of constant threats, disturbances, past land use practices, increasing use and special
interests, and pressures of outside growth and development.
Need: The funds would be used to acquire, from willing sellers, fee interest in five tracts totaling 36.75
acres needed to prevent development that would adversely impact the national lakeshore. Three of the
tracts are improved with small homes, two of which are on the waterfront. It has been a recent practice of
landowners in the area to raze such homes and replace them with larger trophy homes complete with
swimming beach, patio, and boathouse. The remaining two tracts are undeveloped wooded land.
Acquisition is necessary to prevent development that would impair landscape continuity and to provide
visitor use and enjoyment of the waterfront."	 -   	 -   	
2014	1	BLM	Blackfoot River Watershed	CLP	MT	MT-1	Missoula and Powell Counties	 2,600,000 	 2,600,000 	 3,680.00 	 3,680.00 	Fee	 8,000.00 	Y	"Purpose: Protect exceptional biological diversity, wildlife habitat and rural landscapes from the impacts of residential subdivision. Prevent denial and loss of public access providing year-round recreational opportunities.

Purchase Opportunities: Funding request continues an ongoing phased acquisition of properties purchased and held by the partner for conveyance to federal and state agency partners.
 
Partner: The Nature Conservancy.
 
Cooperators: U.S. Fish and Wildlife Service, U.S. Forest Service, Montana Department of Fish, Wildlife and Parks, Montana Department of Natural Resource and Conservation, Blackfoot Challenge. 

Project Description: The Blackfoot River watershed is celebrated nationally and treasured locally for its outstanding values – legendary fishing and floating, threatened and endangered species and big game habitat, unspoiled natural beauty and a rural lifestyle symbolic of values vanishing in the West.  The Blackfoot River watershed occupies a critical location in the Northern Continental Divide Ecosystem, serving as the southern “bookend” for the Yellowstone to Yukon (Y2Y) Conservation Initiative.  The watershed serves as a buffer and linkage zone for wildlife moving in and out of the Bob Marshall/ Scapegoat Wilderness Complex, along the Continental Divide and between the Clark Fork River drainage and the Garnet Range.

As a part of the larger Crown of the Continent ecosystem the Blackfoot watershed system possesses exceptional wetlands, riparian, grasslands, and forestland vegetation associations.  These ecosystems possess exceptional biodiversity and high scenic value.  The proposed acquisition supports community-based conservation efforts to build resiliency in these ecosystems.  Building ecological resiliency includes maintaining intact, interconnected landscapes, and restoring fragmented or degraded (but restorable) habitats.  The parcel contains occupied grizzly bear (threatened) habitat and Canada lynx (threatened) designated critical habitat as well as fisheries habitat for westslope cutthroat trout (sensitive).

The proposed acquisition, supported by the U.S. Fish and Wildlife Service and Montana Department of Fish, Wildlife and Parks is a component of Blackfoot Challenge and The Nature Conservancy’s broader Blackfoot Community Project.
"	 5,000 	 1,000 	
2014	1	FWS	Blackfoot Valley CA	CLP	MT	MT-AL	Lewis and Clark, Missoula, and Powell Counties	 4,680,000 	 4,680,000 	 8,750.00 	 8,750.00 	Easement	 129,595.50 	Y	"Purpose of Acquisition: Acquisition would support long-term viability of fish and wildlife habitat on a
large, landscape-scale basis in the Crown of the Continent. Acquisition of perpetual conservation
easements preserves habitat where existing biological communities are functioning well and maintains the
traditional rural economies for present and future generations of Americans.
Project Cooperators: The Nature Conservancy, The Conservation Fund/Mellon Foundation, Blackfoot
Challenge, Montana Fish, Wildlife and Parks, Swan Ecosystem Center, Clark Fork Coalition, The
Confederated Salish and Kootenai Tribes, Missoula, Lake, Beaverhead, Lewis & Clark County
Commissioners, Montana DNRC, Montana Wilderness Association, and Montana Audubon Society.
Project Description: Funds would be used to acquire perpetual conservation easements on
approximately 21,874 acres for the Rocky Mountain Front and Blackfoot Valley Conservation Area
portions of the Crown of the Continent in Montana. These lands border existing protected land (owned by
the Service, other federal agencies, or The Nature Conservancy) and include important habitat for grizzly
bear, wolverine, lynx, goshawk, willow flycatcher, sage grouse, sharp-tailed grouse, burrowing owl,
Lewis woodpecker, trumpeter swan, yellow-billed cuckoo, cutthroat trout, arctic grayling, and Columbia
spotted frog. The Rocky Mountain Front is considered one of the best remaining intact ecosystems left in
the lower 48 states, and supports nearly every wildlife species described by Lewis and Clark in 1806, with
the exception of free-ranging bison. The Blackfoot Valley is one of the last, undeveloped river valley
systems in Western Montana. Red Rock Lakes NWR lies in the heart of the Centennial Valley and includes one of the largest wetland complexes in the Northern Rockies. There is increasing pressure to
subdivide and develop these landscapes for second home development and commercial uses. Protecting
these tracts would prevent fragmentation and preserve trust species habitat in some of the nation’s best
remaining intact ecosystems."	 -   	 20,000 	"O&M: The Service estimates that annual monitoring and inspection of the 21,874 acres of easements
would require approximately 0.5 FTE of total staff time (approximately $20,000 per year)."
2014	1	NPS	Glacier National Park	CLP	MT	MT-AL	Flathead County	 1,030,000 	 1,030,000 	 2.00 	 2.00 	Fee	 TBD 	Y	"Description:  Four collaborating agencies (NPS, USFWS, BLM, USFS) are working to take advantage of opportunities to build resiliency in designated landscape projects.  These agencies have been working with non-governmental organizations (NGO) partners, including The Nature Conservancy (TNC), The Conservation Fund (TCF), the Trust for Public Lands (TPL), local land trusts, and local government officials, to tailor the federal acquisition program in a way to achieve synergy between private rights, open space, traditional land uses and conservation. Collaborative Landscape Planning (CLP) seeks to maintain intact, interconnected landscapes, and restore fragmented or degraded habitats. The CLP process is designed to use the Land and Water Conservation Fund (LWCF) to incentivize the collaborative use of LWCF funds in landscape acquisition projects that have a clear strategy to reach goals shared by the collaborating agencies.
northern Rocky Mountains that encompasses national parks, national wilderness areas, national forests,
national wildlife refuges, and non-federal conservation lands that are either privately owned, or owned by
tribe, states and local governments. The full suite of native forest carnivores are found within the Crown,
including wolf, wolverine, pine marten, bobcat, black bears, and grizzlies. Included within the Crown of the
Continent is Glacier National Park that was established in 1910 and today contains over 1,000,000 acres
within its boundary in northern Montana. In establishing the Department of the Interior America’s Great
Outdoors Program, Secretary’s Order No. 3323 of September 12, 2012, designated Crown of the Continent
as a Landscape of National Significance.
Threat: Development in the Crown of the Continent will fragment threatened and endangered species
habitat. A male grizzly can occupy a home range of 300 square acres which can only be accommodated in
the vast spaces of this landscape.
Need: The funds are needed to acquire, from willing sellers, six parcels totaling 2.09 acres located in the
Big Prairie area of Glacier National Park along the North Fork of the Flathead River. These tracts have
very high resource value as riparian and floodplain landscapes, migration corridors and habitat. Four of
the tracts are completely surrounded by NPS-owned lands and some of the tracts are surrounded by the
park’s recommended wilderness area and are candidates for eventual addition to the wilderness system.
Development of the land would jeopardize wilderness resource values as well as the backcountry
character of the surrounding land."	 100,000 	 -   	
2014	2	FWS	Rocky Mountain Front CA	CLP	MT	MT-AL	Lewis and Clark, Pondera, and Teton Counties	 7,260,000 	 7,260,000 	 13,124.00 	 13,124.00 	Easement	 129,595.50 	Y	"Purpose of Acquisition: Acquisition would support long-term viability of fish and wildlife habitat on a
large, landscape-scale basis in the Crown of the Continent. Acquisition of perpetual conservation
easements preserves habitat where existing biological communities are functioning well and maintains the
traditional rural economies for present and future generations of Americans.
Project Cooperators: The Nature Conservancy, The Conservation Fund/Mellon Foundation, Blackfoot
Challenge, Montana Fish, Wildlife and Parks, Swan Ecosystem Center, Clark Fork Coalition, The
Confederated Salish and Kootenai Tribes, Missoula, Lake, Beaverhead, Lewis & Clark County
Commissioners, Montana DNRC, Montana Wilderness Association, and Montana Audubon Society.
Project Description: Funds would be used to acquire perpetual conservation easements on
approximately 21,874 acres for the Rocky Mountain Front and Blackfoot Valley Conservation Area
portions of the Crown of the Continent in Montana. These lands border existing protected land (owned by
the Service, other federal agencies, or The Nature Conservancy) and include important habitat for grizzly
bear, wolverine, lynx, goshawk, willow flycatcher, sage grouse, sharp-tailed grouse, burrowing owl,
Lewis woodpecker, trumpeter swan, yellow-billed cuckoo, cutthroat trout, arctic grayling, and Columbia
spotted frog. The Rocky Mountain Front is considered one of the best remaining intact ecosystems left in
the lower 48 states, and supports nearly every wildlife species described by Lewis and Clark in 1806, with
the exception of free-ranging bison. The Blackfoot Valley is one of the last, undeveloped river valley
systems in Western Montana. Red Rock Lakes NWR lies in the heart of the Centennial Valley and includes one of the largest wetland complexes in the Northern Rockies. There is increasing pressure to
subdivide and develop these landscapes for second home development and commercial uses. Protecting
these tracts would prevent fragmentation and preserve trust species habitat in some of the nation’s best
remaining intact ecosystems."	 -   	 20,000 	"O&M: The Service estimates that annual monitoring and inspection of the 21,874 acres of easements
would require approximately 0.5 FTE of total staff time (approximately $20,000 per year)."
2014	6	NPS	Civil War Sesquicentennial Units	Core	Multiple	N/A	various	 5,500,000 	 5,500,000 	 N/A 	 826.00 	Fee/Easement	 N/A 	Y	"Description: Funds provided in FY 2014 would be used for the federal acquisition, from willing sellers, of lands or interests in lands needed to preserve and protect Civil War battlefield sites located within the National Park System.
Need: For FY 2014, funding needs have been identified for many privately owned tracts at Civil War
battlefield sites within the National Park System. Some of these tracts have been acquired by NPS
partners who continue to hold the land in anticipation of federal acquisition. This funding request would
provide the flexibility necessary to acquire land at these battlefield sites as the need arises. Priority
funding needs for FY 2014 have been identified in Antietam National Battlefield, Cedar Creek and Belle
Grove National Historical Park, Chickamauga and Chattanooga National Military Park, Fort Scott National
Historic Site, Fort Donelson National Battlefield, Gettysburg National Military Park, Harpers Ferry National
Historical Park, Kennesaw Mountain National Battlefield Park, Manassas National Battlefield Park,
Monocacy National Battlefield, Pecos National Historical Park, Richmond National Battlefield Park,
Stones River National Battlefield, Vicksburg National Military Park, and Wilson’s Creek National
Battlefield."	 -   	 -   	
2014	3	FWS	Dakota Grassland CA	Core	ND; SD	At large	Multiple	 8,650,000 	 8,650,000 	 23,053.00 	 23,053.00 	Easement	 1,902,261.00 	Y	"Purpose of Acquisition: Purchase perpetual wetland and grassland easements to protect wildlife habitats
of native grassland and associated wetlands located in the Prairie Pothole Region (PPR).
Project Cooperators: North Dakota Game and Fish Department, North Dakota Natural Resources Trust,
Ducks Unlimited, Inc., The Nature Conservancy, South Dakota Grassland Coalition, and private
landowners.
Project Description: Funds would be used to acquire perpetual conservation easements on
approximately 23,053 acres from multiple owners. The PPR ecosystem consists of native mixed-grass
prairie intermingled with high densities of temporary, seasonal, semi-permanent, and permanent wetlands
that support breeding habitat for waterfowl, shorebirds, grassland birds, and the endangered piping plover.
Habitat fragmentation and loss due to conversion of wetlands and grasslands to cropland is the primary
threat to wildlife species in the PPR. With the protection afforded by perpetual easements, this highly
productive yet fragile ecosystem will remain intact, preserving habitat where biological communities will
flourish. Acquisition of these easements would help to maintain traditional farming and ranching
operations while fostering landscape-level conservation."	 -   	 3,600 	"O&M: The Service anticipates spending a minimal amount for annual compliance over-flights, estimated
at less than $3,600 per year, which the Service would fund out of NWRS base funding."
2014	4	NPS	Congaree National Park	CLP	SC	SC-6	Richland County	 1,428,000 	 1,428,000 	 355.00 	 355.00 	Fee	 TBD 	Y	"Description: Four collaborating agencies (NPS, USFWS, BLM, USFS) are working to take advantage of
opportunities to build resiliency in designated landscape projects. These agencies have been working
with NGO partners, including TNC, TCF, TPL, local land trusts, and local government officials, to tailor the
federal acquisition program in a way to achieve synergy between private rights, open space, traditional
land uses and conservation. Collaborative Landscape Planning (CLP) seeks to maintain intact,
interconnected landscapes, and restore fragmented or degraded habitats. The CLP process is designed
to use the Land and Water Conservation Fund (LWCF) to incentivize the collaborative use of LWCF funds
in landscape acquisition projects that have a clear strategy to reach goals shared by the collaborating
agencies.
Natural/Cultural Resources Associated with Proposal: Southeast longleaf pine savanna ranging from North
Carolina to Texas is one of three major hotspots of biodiversity east of the Mississippi River. Many
threatened and endangered species require a longleaf pine ecosystem to survive, the endangered redcockaded
woodpecker being the keystone species for the ecosystem. In establishing the Department of the
Interior America’s Great Outdoors Program, Secretary’s Order No. 3323 of September 12, 2012, designated
Longleaf Pine Landscape Conservation as a Landscape of National Significance. Among the federal
conservation units included in this ecosystem are Congaree National Park in South Carolina and Timucuan
Ecological and Historic Preserve in Florida.
Threat: Longleaf pines which once covered 98 million acres in the Southeastern United States have been
reduced to approximately three million acres, much of it in poor condition.
Need: The requested target level of $3,459,000 is needed to acquire, from willing sellers, seven tracts
totaling 617 acres located within the boundaries of two National Park System units: Congaree National
Park and Timucuan Ecological and Historic Preserve. The acquisition of six tracts totaling 355 acres at
Congaree National Park would protect significant river frontage and provide needed river access. "	 -   	 -   	
2014	3	NPS	San Antonio Missions NHP	Core	TX	TX-23, TX-35	Bexar County	 1,760,000 	 1,760,000 	 40.00 	 40.00 	Fee	 99.00 	Y	"Description: The Park was authorized November 10, 1978, to restore, preserve, and interpret the Spanish
Missions. The Act of November 28, 1990, added approximately 335 acres of land to the park.
Natural/Cultural Resources Associated with Proposal: Four Spanish frontier missions, part of a colonization
system that stretched across the Spanish Southwest in the 17th, 18th, and 19th centuries, are preserved here.
The San Antonio missions are historically and architecturally significant remnants of the Spanish quest for
lands and converts in the New World.
Threat: The missions exist amidst a backdrop of urban development. Acquisition is necessary to prevent
development that would threaten park resources.
Need: The funds are needed to acquire eight tracts totaling 40 acres of land that comprise the last
remaining piece of the Mission San Juan labores or farmlands that has not fallen prey to modern
development. The tracts contain amazing remnants of the San Juan Acequia. As the critical piece in the
overall plan to develop the Mission San Juan Spanish Colonial Demonstration Farm, the importance of
this property cannot be overstated. Acquisition would afford the opportunity to stem the tide of
neighboring development and protect the historic view shed forever. Additionally, acquisition would allow
the Service to control traffic on Villamain Road by making this a park road which is closed at night. This
area is currently subject to high speed car racing and vandalism at night."	 -   	 -   	
2014	7	NPS	Virgin Islands National Park	Core	VI	VI	n/a	 2,771,000 	 2,771,000 	 3.00 	 3.00 	Fee	 1,814.00 	Y	"Description: Virgin Islands National Park was authorized by Congress August 2, 1956, to protect a portion of
the Virgin Islands containing outstanding natural and scenic resources of national significance.
Natural/Cultural Resources Associated with Proposal: No other unit of the National Park System has the
combination of developing tropical forests and fine coral reefs that is found in Virgin Islands National Park.
Other resources requiring protection are the white sand beaches, certain endangered species, cactus
woodlands, and remnants of the cultural history of the Virgin Islands.
Threat: Privately owned tracts at the park are highly prized for recreational and commercial development
that would adversely impact the resources of the park.
Need: The funds would be used to acquire a 3.35-acre tract formerly known as the Ortiz property, which
is presently leased by NPS from The Trust for Public Land, a nonprofit conservation organization. The
intention is to use a portion of this tract to provide off-road, safe parking for approximately 25 cars.
Presently, cars are parked along the road, damaging vegetation and creating safety issues with
pedestrians and a constricted roadway. The long-term benefit to visitors to this beach and to the park
would be immeasurable."	 -   	 -   	
2015	7	FWS	Cache River National Wildlife Refuge	Core	AR	AR-1	Jackson, Woodruff, Monroe and Prairie	 1,071,000 	 1,071,000 	 523.00 	 523.00 	Fee	 112,719.00 	Y	"Purpose of Acquisition: To protect fisheries and wildlife resources and provide public access to Refuge lands.

Project Description: Funds would be used to acquire fee title to approximately 523 acres from one willing seller. The tract contains row crop agriculture, bottomland hardwood forest, moist soils units, and bald cypress-tupelo swamps. Acquisition of these tracts would contribute greatly to the Service’s habitat conservation efforts in the Cache River project area, which encompasses some of the largest remaining expanses of forested wetlands on any tributary within the Mississippi Alluvial Valley. The Refuge project area is considered the most important wintering area for mallards in North America, and one of the most important for pintail and teal, Canada geese, and other migratory waterfowl. Forest and wetland restoration on these tracts would facilitate carbon sequestration, provide surrogate species habitat, and fulfill national and State conservation plan goals."	 6,000 	 500 	
2015	1	BLM	California Southwest Desert: California Wilderness	CLP	CA	CA-8, CA-36, CA-50, CA-51	Multiple	 1,720,000 	 1,720,000 	 4,285.00 	 4,285.00 	Fee	 201,365.00 	Y	"Purpose: Consolidate public ownership within designated wilderness to preserve wilderness character and increase opportunities for the public to experience primitive recreation.

Purchase Opportunities: Over 100 properties in 15 wilderness units face immediate threat from commercial, industrial, rural residential and suburban development, and unregulated motorized recreational use.

Project Description: There are 88 designated Wilderness Areas encompassing over 3.9 million acres of public land in California. The first 69 Wilderness Areas were designated in southern California with the passage of the California Desert Protection Act of 1994.
Subsequently the Otay Mountain Wilderness Act, Big Sur Wilderness and Conservation Act of 2002, Northern California Coastal Wild Heritage Act of 2006 and most recently the Omnibus Public Lands Management Act of 2009 designated 19 additional Wilderness Areas on BLM lands in California. These Wilderness Areas stretch from the north coast of California to the peaks of the Sierra Nevada to lands along the Mexican border. 

Over 37 million people live in California. These Wilderness Areas offer places of solitude where people can experience freedom from our fast-paced industrialized society. They are places where people can renew the human spirit through association with the natural world and offer a respite from the pressure of an ever increasing urban lifestyle.

These Wilderness Areas also provide important habitat to a wide variety of animal and plant species, many threatened and endangered, and some Federally-listed species. There are six Wilderness Areas that are transected by the 2,638-mile Pacific Crest National Scenic Trail (PCT), as well as seven Wilderness Areas that are located adjacent to the Juan Bautista de Anza and Old Spanish National Historic Trails."	 10,000 	 2,000 	
2015	1	BLM	California Southwest Desert: Pacific Crest National Scenic Trail	CLP	CA	CA-45	Riverside	 950,000 	 950,000 	 360.00 	 360.00 	Fee	 64,280.00 	Y	"Purpose: Acquire two parcels containing the tread of the Pacific Crest National Scenic Trail and preservation of trail viewshed.

Purchase Opportunities: The parcels have been pre- purchased and held by Friends of the Desert Mountains for resale to BLM. The parcels are threatened with renewable energy development and associated facilities.

Project Description: From scorching desert valleys in Southern California to rain forests in the Pacific Northwest, the 2,663-mile long Pacific Crest National Scenic Trail (NST) offers hikers and equestrians a unique, varied experience from Mexico to Canada through three western states. It reveals the beauty of the desert, unfolds the glaciated expanses of the Sierra Nevada, and provides commanding vistas of volcanic peaks and glaciers in the Cascade Range. The trail also passes through historic mining sites and evidence of man’s endless quest for natural resources.

The Pacific Crest NST was congressionally designated a National Scenic Trail in 1968. Thousands of hikers and equestrians enjoy this national treasure each year. Some only travel a few miles, while others complete every mile in a single season. About 300 hikers attempt to cover the full length of the Pacific Crest NST each year. In California, hikers and riders often must cover 20-30 miles of trail between water sources.

Located within driving distance of San Diego and Los Angeles, the southern reaches of the Pacific Crest NST is both easily accessible and blissfully wild at the same time. The Pacific Crest NST departs from the Mexican border near the small town of Campo."	 10,000 	 5,000 	
2015	1	BLM	California Southwest Desert: San Sebastian Marsh/San Felipe Creek Area of Critical Environmental Concern	CLP	CA	CA-51	Imperial	 982,000 	 982,000 	 1,986.00 	 1,986.00 	Fee	 3,954.00 	Y	"Purpose: Protect and preserve a desert riparian ecosystem which provides habitat for endangered species, a key wildlife corridor and ecological processes. Consolidate federal ownership.

Purchase Opportunities: Over 25 parcels are currently available for purchase in the Area of Critical Environmental Concern (ACEC).

Project Description: The San Sebastian Marsh/San Felipe Creek ACEC is located in western Imperial County and is situated in a shallow basin varying in width from a few hundred feet to over a half of a mile, which drains northeast into the Salton Sea. This unique, waterbased habitat along San Felipe Creek has supplied a permanent, dependable source of water for people and wildlife since ancient times. The marsh was a stopping place for the Spanish explorer de Anza, who named it after his Indian guide Sebastian Tarabel.

The marsh is designated critical habitat for the desert pupfish, an endangered species. An isolated population of the leopard frog has also been recorded. This area is contains a number of BLM sensitive bird species and a total of 88 different bird species has been observed here. Because of its importance in sustaining this unique marshland environment. San Felipe Creek is a registered National Natural Landmark. San Felipe Creek has also been designated an Area of Critical Environmental Concern (ACEC).

The area around the creek and marsh are easily damaged and very sensitive. The marsh is closed to vehicle use, with closure of boundaries clearly posted. However, because the land ownership pattern is a checkerboard, managing this special habitat is very challenging. Land acquisitions can greatly assist in our management of this ACEC. San Sebastian Marsh is open to hiking and is a popular area for nature study."	 10,000 	 5,000 	
