Month,Calendar Year,Fund Type,Land Category,Disbursement Type,State ,County,Commodity,Category,Disbursement
October,2019,Fish & Wildlife,Onshore,,,,Gas,Royalties,"23,335.85"
October,2019,Fish & Wildlife,Onshore,,,,Oil,Royalties,"116,666.36"
October,2019,Fish & Wildlife,Onshore,,,,Oil & Gas,Other Distributions,"-7,962.69"
October,2019,Forest Service,Onshore,,,,Coal,Royalties,"9,146.26"
October,2019,Forest Service,Onshore,,,,Gas,Royalties,"1,670,868.67"
October,2019,Forest Service,Onshore,,,,Hardrock,Other Distributions,-2.74
October,2019,Forest Service,Onshore,,,,Lead/Zinc,Royalties,"786,438.19"
October,2019,Forest Service,Onshore,,,,Limestone,Royalties,"5,740.97"
October,2019,Forest Service,Onshore,,,,Oil,Royalties,"13,166,582.80"
October,2019,Forest Service,Onshore,,,,Oil & Gas,Other Distributions,"222,265.42"
October,2019,Forest Service,Onshore,,,,Oil & Gas,Rents & Bonuses,"82,650.60"
October,2019,Forest Service,Onshore,,,,Oil & Gas,Royalties,1.11
October,2019,Forest Service,Onshore,,,,Quartz,Royalties,2.74
October,2019,Land & Water Conservation Fund,Offshore,GoMESA,,,Gas,Royalties,"349,589.48"
October,2019,Land & Water Conservation Fund,Offshore,GoMESA,,,Oil,Royalties,"5,788,110.70"
October,2019,Land & Water Conservation Fund,Offshore,GoMESA,,,Oil & Gas,Rents & Bonuses,"1,778,277.13"
October,2019,Land & Water Conservation Fund,Offshore,GoMESA,,,Oil & Gas,Royalties,"162,204.74"
October,2019,Native American Tribes & Allottees,Onshore,,,,,Other Distributions,"3,361,770.04"
October,2019,Native American Tribes & Allottees,Onshore,,,,Coal,Rents & Bonuses,"32,617.28"
October,2019,Native American Tribes & Allottees,Onshore,,,,Coal,Royalties,"8,476,518.36"
October,2019,Native American Tribes & Allottees,Onshore,,,,Gas,Other Distributions,-133.76
October,2019,Native American Tribes & Allottees,Onshore,,,,Gas,Royalties,"8,562,596.30"
October,2019,Native American Tribes & Allottees,Onshore,,,,Oil,Other Distributions,"-5,750.06"
October,2019,Native American Tribes & Allottees,Onshore,,,,Oil,Royalties,"84,426,734.36"
October,2019,Native American Tribes & Allottees,Onshore,,,,Oil & Gas,Other Distributions,"3,281,095.72"
October,2019,Native American Tribes & Allottees,Onshore,,,,Oil & Gas,Rents & Bonuses,"388,728.45"
October,2019,Native American Tribes & Allottees,Onshore,,,,Oil & Gas,Royalties,"96,266.08"
October,2019,Reclamation Fund,Onshore,,,,Coal,Other Distributions,"-4,020,856.48"
October,2019,Reclamation Fund,Onshore,,,,Coal,Royalties,"17,167,942.04"
October,2019,Reclamation Fund,Onshore,,,,Gas,Other Distributions,-76.02
October,2019,Reclamation Fund,Onshore,,,,Gas,Royalties,"19,600,083.96"
October,2019,Reclamation Fund,Onshore,,,,Gilsonite,Other Distributions,-135.6
October,2019,Reclamation Fund,Onshore,,,,Gilsonite,Royalties,"68,104.43"
October,2019,Reclamation Fund,Onshore,,,,Oil,Other Distributions,-745.9
October,2019,Reclamation Fund,Onshore,,,,Oil,Royalties,"64,236,026.80"
October,2019,Reclamation Fund,Onshore,,,,Oil & Gas,Other Distributions,"2,523,283.36"
October,2019,Reclamation Fund,Onshore,,,,Oil & Gas,Rents & Bonuses,"2,972,701.61"
October,2019,Reclamation Fund,Onshore,,,,Oil & Gas,Royalties,"1,801,975.48"
October,2019,Reclamation Fund,Onshore,,,,Phosphate,Other Distributions,"5,930.55"
October,2019,Reclamation Fund,Onshore,,,,Phosphate,Royalties,"369,553.87"
October,2019,Reclamation Fund,Onshore,,,,Potassium,Royalties,"237,742.15"
October,2019,Reclamation Fund,Onshore,,,,Sodium,Other Distributions,109.39
October,2019,Reclamation Fund,Onshore,,,,Sodium,Royalties,"1,443,126.93"
October,2019,State,Offshore,8(g),AK,,Oil,Royalties,"67,075.26"
October,2019,State,Offshore,8(g),AK,,Oil & Gas,Rents & Bonuses,"23,834.82"
October,2019,State,Offshore,8(g),AL,,,Royalties,"-134,850.00"
October,2019,State,Offshore,8(g),AL,,Gas,Royalties,"130,218.00"
October,2019,State,Offshore,8(g),AL,,Oil,Royalties,0.1
October,2019,State,Offshore,8(g),AL,,Oil & Gas,Other Distributions,"5,881.67"
October,2019,State,Offshore,8(g),AL,,Oil & Gas,Royalties,-0.05
October,2019,State,Offshore,8(g),CA,,Gas,Royalties,"1,245.59"
October,2019,State,Offshore,8(g),CA,,Oil,Royalties,"118,417.39"
October,2019,State,Offshore,8(g),CA,,Oil & Gas,Royalties,1.24
October,2019,State,Offshore,8(g),LA,,,Royalties,"-124,665.00"
October,2019,State,Offshore,8(g),LA,,Gas,Royalties,"98,896.47"
October,2019,State,Offshore,8(g),LA,,Oil,Other Distributions,-811.12
October,2019,State,Offshore,8(g),LA,,Oil,Royalties,"152,301.20"
October,2019,State,Offshore,8(g),LA,,Oil & Gas,Other Distributions,"-10,392.27"
October,2019,State,Offshore,8(g),MS,,,Royalties,"65,106.00"
October,2019,State,Offshore,8(g),MS,,Gas,Royalties,"3,276.23"
October,2019,State,Offshore,8(g),TX,,,Royalties,"194,409.00"
October,2019,State,Offshore,8(g),TX,,Gas,Royalties,"2,856.03"
October,2019,State,Offshore,8(g),TX,,Oil,Other Distributions,-0.22
October,2019,State,Offshore,8(g),TX,,Oil,Royalties,130.81
October,2019,State,Offshore,8(g),TX,,Oil & Gas,Other Distributions,"3,515.56"
October,2019,State,Onshore,Geothermal,CA,Imperial County,,Sequestration,"2,492.94"
October,2019,State,Onshore,Geothermal,CA,Imperial County,Geothermal,Rents & Bonuses,"1,939.50"
October,2019,State,Onshore,Geothermal,CA,Imperial County,Geothermal,Royalties,"-1,939.50"
October,2019,State,Onshore,Geothermal,CA,Inyo County,,Sequestration,"5,344.57"
October,2019,State,Onshore,Geothermal,CA,Inyo County,Geothermal,Royalties,366.2
October,2019,State,Onshore,Geothermal,CA,Lake County,,Sequestration,"43,227.07"
October,2019,State,Onshore,Geothermal,CA,Lake County,Geothermal,Royalties,"63,475.51"
October,2019,State,Onshore,Geothermal,CA,Lassen County,,Sequestration,"1,214.22"
October,2019,State,Onshore,Geothermal,CA,Lassen County,Geothermal,Royalties,"2,555.06"
October,2019,State,Onshore,Geothermal,CA,Mono County,,Sequestration,"5,757.23"
October,2019,State,Onshore,Geothermal,CA,Mono County,Geothermal,Royalties,"7,576.80"
October,2019,State,Onshore,Geothermal,CA,Siskiyou County,,Sequestration,198.4
October,2019,State,Onshore,Geothermal,CA,Sonoma County,,Sequestration,"63,942.47"
October,2019,State,Onshore,Geothermal,CA,Sonoma County,Geothermal,Other Distributions,"9,490.00"
October,2019,State,Onshore,Geothermal,CA,Sonoma County,Geothermal,Rents & Bonuses,"1,586.25"
October,2019,State,Onshore,Geothermal,CA,Sonoma County,Geothermal,Royalties,"99,041.08"
October,2019,State,Onshore,Geothermal,CO,Chaffee County,,Sequestration,37.2
October,2019,State,Onshore,Geothermal,CO,Gunnison County,,Sequestration,776.92
October,2019,State,Onshore,Geothermal,ID,Cassia County,,Sequestration,"2,891.11"
October,2019,State,Onshore,Geothermal,ID,Washington County,,Sequestration,"1,032.02"
October,2019,State,Onshore,Geothermal,NM,Dona Ana County,,Sequestration,631.61
October,2019,State,Onshore,Geothermal,NM,Hidalgo County,,Sequestration,"1,094.05"
October,2019,State,Onshore,Geothermal,NV,Churchill County,,Sequestration,"67,649.45"
October,2019,State,Onshore,Geothermal,NV,Churchill County,Geothermal,Other Distributions,"-1,151.76"
October,2019,State,Onshore,Geothermal,NV,Churchill County,Geothermal,Rents & Bonuses,"23,834.50"
October,2019,State,Onshore,Geothermal,NV,Churchill County,Geothermal,Royalties,"121,684.30"
October,2019,State,Onshore,Geothermal,NV,Elko County,,Sequestration,76.65
October,2019,State,Onshore,Geothermal,NV,Elko County,Geothermal,Other Distributions,"2,152.09"
October,2019,State,Onshore,Geothermal,NV,Esmeralda County,,Sequestration,"1,020.02"
October,2019,State,Onshore,Geothermal,NV,Eureka County,,Sequestration,"1,584.88"
October,2019,State,Onshore,Geothermal,NV,Eureka County,Geothermal,Other Distributions,925.16
October,2019,State,Onshore,Geothermal,NV,Eureka County,Geothermal,Rents & Bonuses,800
October,2019,State,Onshore,Geothermal,NV,Eureka County,Geothermal,Royalties,146.22
October,2019,State,Onshore,Geothermal,NV,Humboldt County,,Sequestration,"2,089.76"
October,2019,State,Onshore,Geothermal,NV,Humboldt County,Geothermal,Rents & Bonuses,"3,691.97"
October,2019,State,Onshore,Geothermal,NV,Humboldt County,Geothermal,Royalties,"3,831.47"
October,2019,State,Onshore,Geothermal,NV,Lander County,,Sequestration,"20,473.15"
October,2019,State,Onshore,Geothermal,NV,Lander County,Geothermal,Rents & Bonuses,"8,602.92"
October,2019,State,Onshore,Geothermal,NV,Lander County,Geothermal,Royalties,"26,540.36"
October,2019,State,Onshore,Geothermal,NV,Lyon County,,Sequestration,883.81
October,2019,State,Onshore,Geothermal,NV,Mineral County,,Sequestration,"6,851.26"
October,2019,State,Onshore,Geothermal,NV,Mineral County,Geothermal,Rents & Bonuses,"17,631.44"
October,2019,State,Onshore,Geothermal,NV,Mineral County,Geothermal,Royalties,"5,695.59"
October,2019,State,Onshore,Geothermal,NV,Nye County,,Sequestration,24.18
October,2019,State,Onshore,Geothermal,NV,Pershing County,,Sequestration,"1,565.19"
October,2019,State,Onshore,Geothermal,NV,Pershing County,Geothermal,Rents & Bonuses,"5,828.75"
October,2019,State,Onshore,Geothermal,NV,Pershing County,Geothermal,Royalties,61.24
October,2019,State,Onshore,Geothermal,NV,Washoe County,,Sequestration,"2,372.64"
October,2019,State,Onshore,Geothermal,NV,Washoe County,Geothermal,Rents & Bonuses,160
October,2019,State,Onshore,Geothermal,NV,Washoe County,Geothermal,Royalties,-160
October,2019,State,Onshore,Geothermal,OR,Deschutes County,,Sequestration,970.75
October,2019,State,Onshore,Geothermal,UT,Beaver County,,Sequestration,"8,401.65"
October,2019,State,Onshore,Geothermal,UT,Beaver County,Geothermal,Royalties,"9,783.02"
October,2019,State,Onshore,Geothermal,UT,Iron County,,Sequestration,17.75
October,2019,State,Onshore,Geothermal,UT,Millard County,,Sequestration,"1,117.64"
October,2019,State,Onshore,Geothermal,UT,Millard County,Geothermal,Royalties,732.42
October,2019,State,Onshore,Geothermal,WA,Whatcom County,,Sequestration,130.77
October,2019,State,Onshore,State,AK,,,Other Distributions,0
October,2019,State,Onshore,State,AK,,,Rents & Bonuses,0
October,2019,State,Onshore,State,AK,,,Royalties,"-11,135.58"
October,2019,State,Onshore,State,AK,,,Sequestration,"395,806.41"
October,2019,State,Onshore,State,AK,,Gas,Royalties,"344,310.50"
October,2019,State,Onshore,State,AK,,Oil,Other Distributions,"24,600.46"
October,2019,State,Onshore,State,AK,,Oil,Royalties,"1,540,874.19"
October,2019,State,Onshore,State,AK,,Oil & Gas,Other Distributions,"30,195.75"
October,2019,State,Onshore,State,AK,,Oil & Gas,Rents & Bonuses,"758,937.80"
October,2019,State,Onshore,State,AL,,,Royalties,-41.32
October,2019,State,Onshore,State,AL,,,Sequestration,"166,409.80"
October,2019,State,Onshore,State,AL,,Gas,Royalties,"2,443.71"
October,2019,State,Onshore,State,AL,,Oil,Royalties,"3,801.38"
October,2019,State,Onshore,State,AL,,Oil & Gas,Other Distributions,67.36
October,2019,State,Onshore,State,AL,,Oil & Gas,Rents & Bonuses,82
October,2019,State,Onshore,State,AL,,Oil & Gas,Royalties,16.72
October,2019,State,Onshore,State,AR,,,Other Distributions,6.68
October,2019,State,Onshore,State,AR,,,Royalties,-737.79
October,2019,State,Onshore,State,AR,,,Sequestration,"24,828.07"
October,2019,State,Onshore,State,AR,,Gas,Royalties,"50,771.40"
October,2019,State,Onshore,State,AR,,Hardrock,Other Distributions,-0.74
October,2019,State,Onshore,State,AR,,Oil,Royalties,1.82
October,2019,State,Onshore,State,AR,,Oil & Gas,Other Distributions,"3,676.43"
October,2019,State,Onshore,State,AR,,Oil & Gas,Rents & Bonuses,"4,385.27"
October,2019,State,Onshore,State,AR,,Quartz,Royalties,0.74
October,2019,State,Onshore,State,AZ,,,Sequestration,466.35
October,2019,State,Onshore,State,CA,,,Other Distributions,162.15
October,2019,State,Onshore,State,CA,,,Royalties,"-55,905.48"
October,2019,State,Onshore,State,CA,,,Sequestration,"2,556,776.62"
October,2019,State,Onshore,State,CA,,Gas,Royalties,"11,876.46"
October,2019,State,Onshore,State,CA,,Geothermal,Other Distributions,"18,980.00"
October,2019,State,Onshore,State,CA,,Geothermal,Rents & Bonuses,"7,051.50"
October,2019,State,Onshore,State,CA,,Geothermal,Royalties,"349,448.28"
October,2019,State,Onshore,State,CA,,Oil,Royalties,"2,331,146.73"
October,2019,State,Onshore,State,CA,,Oil & Gas,Other Distributions,"2,022.76"
October,2019,State,Onshore,State,CA,,Oil & Gas,Rents & Bonuses,"1,425.00"
October,2019,State,Onshore,State,CA,,Sodium,Other Distributions,0.2
October,2019,State,Onshore,State,CA,,Sodium,Rents & Bonuses,38.87
October,2019,State,Onshore,State,CA,,Sodium,Royalties,"73,284.10"
October,2019,State,Onshore,State,CO,,,Other Distributions,"1,388.30"
October,2019,State,Onshore,State,CO,,,Royalties,"-117,472.68"
October,2019,State,Onshore,State,CO,,,Sequestration,"6,304,497.09"
October,2019,State,Onshore,State,CO,,Coal,Other Distributions,"1,915.67"
October,2019,State,Onshore,State,CO,,Coal,Rents & Bonuses,"9,867.00"
October,2019,State,Onshore,State,CO,,Coal,Royalties,"1,053,962.71"
October,2019,State,Onshore,State,CO,,Gas,Royalties,"1,676,546.01"
October,2019,State,Onshore,State,CO,,Oil,Royalties,"1,381,939.43"
October,2019,State,Onshore,State,CO,,Oil & Gas,Other Distributions,"-401,630.61"
October,2019,State,Onshore,State,CO,,Oil & Gas,Rents & Bonuses,"29,736.95"
October,2019,State,Onshore,State,CO,,Oil & Gas,Royalties,"2,025,914.10"
October,2019,State,Onshore,State,CO,,Sodium,Royalties,"96,410.08"
October,2019,State,Onshore,State,FL,,,Royalties,-478.22
October,2019,State,Onshore,State,FL,,,Sequestration,"37,008.49"
October,2019,State,Onshore,State,FL,,Phosphate,Other Distributions,91.5
October,2019,State,Onshore,State,FL,,Phosphate,Rents & Bonuses,30.5
October,2019,State,Onshore,State,FL,,Phosphate,Royalties,"23,789.03"
October,2019,State,Onshore,State,ID,,,Royalties,"-8,926.28"
October,2019,State,Onshore,State,ID,,,Sequestration,"196,996.22"
October,2019,State,Onshore,State,ID,,Phosphate,Other Distributions,"7,321.84"
October,2019,State,Onshore,State,ID,,Phosphate,Rents & Bonuses,839
October,2019,State,Onshore,State,ID,,Phosphate,Royalties,"438,153.36"
October,2019,State,Onshore,State,IL,,,Sequestration,-418.91
October,2019,State,Onshore,State,IL,,Oil,Royalties,"6,932.12"
October,2019,State,Onshore,State,IL,,Oil & Gas,Other Distributions,168
October,2019,State,Onshore,State,KS,,,Other Distributions,2.27
October,2019,State,Onshore,State,KS,,,Royalties,"-1,112.03"
October,2019,State,Onshore,State,KS,,,Sequestration,"37,924.25"
October,2019,State,Onshore,State,KS,,Gas,Royalties,"31,450.28"
October,2019,State,Onshore,State,KS,,Oil,Royalties,"26,873.41"
October,2019,State,Onshore,State,KS,,Oil & Gas,Other Distributions,"-3,602.50"
October,2019,State,Onshore,State,KS,,Oil & Gas,Rents & Bonuses,877
October,2019,State,Onshore,State,KS,,Oil & Gas,Royalties,3.37
October,2019,State,Onshore,State,KY,,,Sequestration,-65.29
October,2019,State,Onshore,State,KY,,Gas,Royalties,269.32
October,2019,State,Onshore,State,KY,,Limestone,Royalties,2.54
October,2019,State,Onshore,State,KY,,Oil & Gas,Other Distributions,834.79
October,2019,State,Onshore,State,LA,,,Other Distributions,14.08
October,2019,State,Onshore,State,LA,,,Royalties,"-2,997.06"
October,2019,State,Onshore,State,LA,,,Sequestration,"80,052.28"
October,2019,State,Onshore,State,LA,,Gas,Royalties,"79,672.98"
October,2019,State,Onshore,State,LA,,Oil,Royalties,"68,536.03"
October,2019,State,Onshore,State,LA,,Oil & Gas,Other Distributions,"3,598.43"
October,2019,State,Onshore,State,LA,,Oil & Gas,Rents & Bonuses,"17,134.94"
October,2019,State,Onshore,State,MI,,,Other Distributions,"3,253.33"
October,2019,State,Onshore,State,MI,,,Royalties,"-1,628.06"
October,2019,State,Onshore,State,MI,,,Sequestration,"-2,596.98"
October,2019,State,Onshore,State,MI,,Gas,Royalties,"64,641.11"
October,2019,State,Onshore,State,MI,,Oil,Royalties,"6,671.90"
October,2019,State,Onshore,State,MI,,Oil & Gas,Other Distributions,"2,569.02"
October,2019,State,Onshore,State,MI,,Oil & Gas,Rents & Bonuses,"7,520.81"
October,2019,State,Onshore,State,MN,,,Sequestration,21.36
October,2019,State,Onshore,State,MO,,,Sequestration,"-15,466.61"
October,2019,State,Onshore,State,MO,,Lead/Zinc,Royalties,"262,145.97"
October,2019,State,Onshore,State,MS,,,Royalties,-17.58
October,2019,State,Onshore,State,MS,,,Sequestration,"-2,966.18"
October,2019,State,Onshore,State,MS,,Gas,Royalties,554.45
October,2019,State,Onshore,State,MS,,Oil,Royalties,"37,464.14"
October,2019,State,Onshore,State,MS,,Oil & Gas,Other Distributions,29.38
October,2019,State,Onshore,State,MS,,Oil & Gas,Rents & Bonuses,"33,440.50"
October,2019,State,Onshore,State,MT,,,Other Distributions,0.64
October,2019,State,Onshore,State,MT,,,Royalties,"-52,740.95"
October,2019,State,Onshore,State,MT,,,Sequestration,"1,717,734.51"
October,2019,State,Onshore,State,MT,,Coal,Other Distributions,"2,826.97"
October,2019,State,Onshore,State,MT,,Coal,Rents & Bonuses,"4,138.50"
October,2019,State,Onshore,State,MT,,Coal,Royalties,"2,313,644.68"
October,2019,State,Onshore,State,MT,,Gas,Other Distributions,-87.52
October,2019,State,Onshore,State,MT,,Gas,Royalties,"104,181.41"
October,2019,State,Onshore,State,MT,,Oil,Royalties,"164,379.46"
October,2019,State,Onshore,State,MT,,Oil & Gas,Other Distributions,"47,003.06"
October,2019,State,Onshore,State,MT,,Oil & Gas,Rents & Bonuses,961
October,2019,State,Onshore,State,MT,,Oil & Gas,Royalties,0
October,2019,State,Onshore,State,ND,,,Other Distributions,248.1
October,2019,State,Onshore,State,ND,,,Royalties,"-94,605.86"
October,2019,State,Onshore,State,ND,,,Sequestration,"3,081,395.75"
October,2019,State,Onshore,State,ND,,Coal,Other Distributions,159.13
October,2019,State,Onshore,State,ND,,Coal,Royalties,"67,190.05"
October,2019,State,Onshore,State,ND,,Gas,Royalties,"409,020.29"
October,2019,State,Onshore,State,ND,,Oil,Royalties,"7,994,207.00"
October,2019,State,Onshore,State,ND,,Oil & Gas,Other Distributions,"26,151.91"
October,2019,State,Onshore,State,ND,,Oil & Gas,Rents & Bonuses,"-1,049,898.25"
October,2019,State,Onshore,State,NE,,,Royalties,-15.29
October,2019,State,Onshore,State,NE,,,Sequestration,"1,341.15"
October,2019,State,Onshore,State,NE,,Oil,Royalties,764.48
October,2019,State,Onshore,State,NM,,,Other Distributions,358.23
October,2019,State,Onshore,State,NM,,,Royalties,"-1,377,409.77"
October,2019,State,Onshore,State,NM,,,Sequestration,"70,267,588.48"
October,2019,State,Onshore,State,NM,,Coal,Royalties,"302,010.12"
October,2019,State,Onshore,State,NM,,Gas,Royalties,"10,370,408.43"
October,2019,State,Onshore,State,NM,,Oil,Other Distributions,-423.31
October,2019,State,Onshore,State,NM,,Oil,Royalties,"55,206,532.53"
October,2019,State,Onshore,State,NM,,Oil & Gas,Other Distributions,"2,600,200.74"
October,2019,State,Onshore,State,NM,,Oil & Gas,Rents & Bonuses,"30,598.81"
October,2019,State,Onshore,State,NM,,Oil & Gas,Royalties,"43,260.54"
October,2019,State,Onshore,State,NM,,Potassium,Royalties,"290,310.29"
October,2019,State,Onshore,State,NM,,Sodium,Royalties,"27,590.45"
October,2019,State,Onshore,State,NV,,,Other Distributions,41.23
October,2019,State,Onshore,State,NV,,,Royalties,"-14,557.25"
October,2019,State,Onshore,State,NV,,,Sequestration,"267,143.89"
October,2019,State,Onshore,State,NV,,Geothermal,Other Distributions,"3,388.86"
October,2019,State,Onshore,State,NV,,Geothermal,Rents & Bonuses,"97,909.21"
October,2019,State,Onshore,State,NV,,Geothermal,Royalties,"309,947.61"
October,2019,State,Onshore,State,NV,,Oil,Royalties,"162,761.84"
October,2019,State,Onshore,State,NV,,Oil & Gas,Other Distributions,239.02
October,2019,State,Onshore,State,NV,,Oil & Gas,Rents & Bonuses,"153,616.25"
October,2019,State,Onshore,State,OH,,,Royalties,-0.76
October,2019,State,Onshore,State,OH,,,Sequestration,-771.45
October,2019,State,Onshore,State,OH,,Gas,Royalties,"10,774.93"
October,2019,State,Onshore,State,OH,,Oil,Royalties,"2,930.77"
October,2019,State,Onshore,State,OH,,Oil & Gas,Other Distributions,"1,045.00"
October,2019,State,Onshore,State,OH,,Oil & Gas,Rents & Bonuses,38.63
October,2019,State,Onshore,State,OK,,,Other Distributions,195.42
October,2019,State,Onshore,State,OK,,,Royalties,"-10,036.37"
October,2019,State,Onshore,State,OK,,,Sequestration,"149,286.98"
October,2019,State,Onshore,State,OK,,Gas,Royalties,"298,823.82"
October,2019,State,Onshore,State,OK,,Hardrock,Other Distributions,-0.17
October,2019,State,Onshore,State,OK,,Oil,Royalties,"238,967.06"
October,2019,State,Onshore,State,OK,,Oil & Gas,Other Distributions,"-17,779.51"
October,2019,State,Onshore,State,OK,,Oil & Gas,Rents & Bonuses,15.5
October,2019,State,Onshore,State,OK,,Quartz,Royalties,0.17
October,2019,State,Onshore,State,OR,,,Sequestration,"1,805.64"
October,2019,State,Onshore,State,PA,,,Sequestration,-9.71
October,2019,State,Onshore,State,PA,,Gas,Royalties,113.74
October,2019,State,Onshore,State,PA,,Oil & Gas,Other Distributions,50.76
October,2019,State,Onshore,State,SD,,,Other Distributions,1.05
October,2019,State,Onshore,State,SD,,,Royalties,-666.27
October,2019,State,Onshore,State,SD,,,Sequestration,"27,237.10"
October,2019,State,Onshore,State,SD,,Gas,Royalties,186.12
October,2019,State,Onshore,State,SD,,Oil,Royalties,"27,307.73"
October,2019,State,Onshore,State,SD,,Oil & Gas,Other Distributions,"3,899.58"
October,2019,State,Onshore,State,SD,,Oil & Gas,Rents & Bonuses,"1,920.00"
October,2019,State,Onshore,State,TX,,,Royalties,-724.29
October,2019,State,Onshore,State,TX,,,Sequestration,"7,658.25"
October,2019,State,Onshore,State,TX,,Gas,Royalties,"270,334.79"
October,2019,State,Onshore,State,TX,,Oil,Royalties,"13,733.97"
October,2019,State,Onshore,State,TX,,Oil & Gas,Other Distributions,"7,146.28"
October,2019,State,Onshore,State,TX,,Oil & Gas,Rents & Bonuses,"9,402.71"
October,2019,State,Onshore,State,TX,,Oil & Gas,Royalties,496.9
October,2019,State,Onshore,State,UT,,,Other Distributions,59.31
October,2019,State,Onshore,State,UT,,,Royalties,"-155,309.59"
October,2019,State,Onshore,State,UT,,,Sequestration,"3,947,417.37"
October,2019,State,Onshore,State,UT,,Coal,Rents & Bonuses,"15,349.50"
October,2019,State,Onshore,State,UT,,Coal,Royalties,"1,021,992.25"
October,2019,State,Onshore,State,UT,,Gas,Royalties,"907,122.56"
October,2019,State,Onshore,State,UT,,Geothermal,Royalties,"21,030.97"
October,2019,State,Onshore,State,UT,,Gilsonite,Other Distributions,-169.5
October,2019,State,Onshore,State,UT,,Gilsonite,Rents & Bonuses,-68.25
October,2019,State,Onshore,State,UT,,Gilsonite,Royalties,"85,130.56"
October,2019,State,Onshore,State,UT,,Oil,Royalties,"2,029,232.50"
October,2019,State,Onshore,State,UT,,Oil & Gas,Other Distributions,"18,028.50"
October,2019,State,Onshore,State,UT,,Oil & Gas,Rents & Bonuses,"3,663,516.01"
October,2019,State,Onshore,State,UT,,Oil & Gas,Royalties,"4,408.41"
October,2019,State,Onshore,State,UT,,Potassium,Royalties,"6,868.00"
October,2019,State,Onshore,State,UT,,Sodium,Royalties,53.24
October,2019,State,Onshore,State,VA,,,Sequestration,-125.71
October,2019,State,Onshore,State,VA,,Gas,Royalties,248.75
October,2019,State,Onshore,State,VA,,Limestone,Royalties,"1,862.10"
October,2019,State,Onshore,State,VA,,Oil & Gas,Other Distributions,19.76
October,2019,State,Onshore,State,WA,,,Sequestration,307.41
October,2019,State,Onshore,State,WV,,,Sequestration,"-4,909.21"
October,2019,State,Onshore,State,WV,,Gas,Royalties,439.81
October,2019,State,Onshore,State,WV,,Limestone,Royalties,49.01
October,2019,State,Onshore,State,WV,,Oil & Gas,Other Distributions,"82,718.15"
October,2019,State,Onshore,State,WY,,,Other Distributions,"1,190.89"
October,2019,State,Onshore,State,WY,,,Royalties,"-892,741.50"
October,2019,State,Onshore,State,WY,,,Sequestration,"37,377,437.59"
October,2019,State,Onshore,State,WY,,Coal,Other Distributions,413
October,2019,State,Onshore,State,WY,,Coal,Rents & Bonuses,"17,226.00"
October,2019,State,Onshore,State,WY,,Coal,Royalties,"16,697,388.57"
October,2019,State,Onshore,State,WY,,Gas,Rents & Bonuses,3.2
October,2019,State,Onshore,State,WY,,Gas,Royalties,"10,555,489.19"
October,2019,State,Onshore,State,WY,,Oil,Other Distributions,-509.13
October,2019,State,Onshore,State,WY,,Oil,Royalties,"13,244,297.65"
October,2019,State,Onshore,State,WY,,Oil & Gas,Other Distributions,"879,182.47"
October,2019,State,Onshore,State,WY,,Oil & Gas,Rents & Bonuses,"1,458,344.35"
October,2019,State,Onshore,State,WY,,Oil & Gas,Royalties,"178,376.01"
October,2019,State,Onshore,State,WY,,Sodium,Other Distributions,136.61
October,2019,State,Onshore,State,WY,,Sodium,Rents & Bonuses,154.6
October,2019,State,Onshore,State,WY,,Sodium,Royalties,"1,606,572.45"
October,2019,U.S. Treasury,Onshore,,,,,Other Distributions,"11,692.88"
October,2019,U.S. Treasury,Onshore,,,,,Other Distributions,"41,352.79"
October,2019,U.S. Treasury,Offshore,,,,,Other Distributions,0
October,2019,U.S. Treasury,Offshore,,,,Oil & Gas,Other Distributions,"352,638.09"
October,2019,U.S. Treasury,Offshore,GoMESA,,,Oil & Gas,Rents & Bonuses,"69,365.91"
October,2019,U.S. Treasury,Offshore,GoMESA,,,Oil & Gas,Royalties,"3,922.36"
October,2019,U.S. Treasury,Onshore,,,,Coal,Other Distributions,758.62
October,2019,U.S. Treasury,Onshore,,,,Geothermal,Other Distributions,"-1,422.75"
October,2019,U.S. Treasury,Onshore,,,,Oil & Gas,Other Distributions,"110,776.37"
October,2019,U.S. Treasury,Onshore,,,,Phosphate,Other Distributions,103.07
October,2019,U.S. Treasury,Onshore,,,,Sodium,Other Distributions,27.33
October,2019,U.S. Treasury,Offshore,,,,,Other Distributions,"34,804.41"
October,2019,U.S. Treasury,Onshore,,,,Clay,Rents & Bonuses,160
October,2019,U.S. Treasury,Onshore,,,,Coal,Rents & Bonuses,"8,106.00"
October,2019,U.S. Treasury,Onshore,,,,Geothermal,Rents & Bonuses,"53,760.37"
October,2019,U.S. Treasury,Onshore,,,,Oil & Gas,Rents & Bonuses,"1,159,781.24"
October,2019,U.S. Treasury,Offshore,,,,Oil & Gas,Rents & Bonuses,"281,394.21"
October,2019,U.S. Treasury,Offshore,,,,Wind,Rents & Bonuses,"494,250.00"
October,2019,U.S. Treasury,Offshore,GoMESA,,,Oil & Gas,Rents & Bonuses,"7,021,268.39"
October,2019,U.S. Treasury,Offshore,,,,Gas,Other Distributions,"8,302.83"
October,2019,U.S. Treasury,Offshore,,,,Gas,Royalties,"13,991,743.28"
October,2019,U.S. Treasury,Offshore,,,,Oil,Other Distributions,"-424,623.10"
October,2019,U.S. Treasury,Offshore,,,,Oil,Royalties,"337,779,292.93"
