Year	State	County	FIPS	Jobs	Total	Percent
2007	Texas	Travis County	48453	1639	569200	0.3
2007	Texas	Upshur County	48459	80	6472	1.2
2007	Texas	Upton County	48461	383	1303	29.4
2007	Texas	Uvalde County	48463	139	9381	1.5
2007	Texas	Van Zandt County	48467	291	10409	2.8
2007	Texas	Victoria County	48469	2811	39084	7.2
2007	Texas	Walker County	48471	17	22831	0.1
2007	Texas	Waller County	48473	171	13269	1.3
2007	Texas	Ward County	48475	874	3684	23.7
2007	Texas	Washington County	48477	161	14265	1.1
2007	Texas	Webb County	48479	1471	87966	1.7
2007	Texas	Wharton County	48481	618	15361	4.0
2007	Texas	Wheeler County	48483	241	2174	11.1
2007	Texas	Wichita County	48485	1217	56362	2.2
2007	Texas	Wilbarger County	48487	44	6948	0.6
2007	Texas	Williamson County	48491	831	117842	0.7
2007	Texas	Wise County	48497	3211	19829	16.2
2007	Texas	Yoakum County	48501	841	3367	25.0
2007	Texas	Young County	48503	948	6962	13.6
2007	Texas	Zapata County	48505	768	3461	22.2
2007	Texas	Zavala County	48507	34	2852	1.2
2007	Utah		49000	11034	1219207	0.9
2007	Utah	Beaver County	49001	65	2398	2.7
2007	Utah	Box Elder County	49003	23	20506	0.1
2007	Utah	Cache County	49005	9	46721	0.0
2007	Utah	Davis County	49011	121	103280	0.1
2007	Utah	Duchesne County	49013	1252	7341	17.1
2007	Utah	Juab County	49023	100	3647	2.7
2007	Utah	Salt Lake County	49035	2450	586393	0.4
2007	Utah	San Juan County	49037	205	4202	4.9
2007	Utah	Sevier County	49041	508	8026	6.3
2007	Utah	Summit County	49043	106	21922	0.5
2007	Utah	Uintah County	49047	3525	14260	24.7
2007	Utah	Utah County	49049	55	175072	0.0
2007	Utah	Wasatch County	49051	71	7069	1.0
2007	Utah	Washington County	49053	307	52848	0.6
2007	Vermont		50000	723	303448	0.2
2007	Vermont	Addison County	50001	19	14676	0.1
2007	Vermont	Caledonia County	50005	16	11773	0.1
2007	Vermont	Chittenden County	50007	41	95104	0.0
2007	Vermont	Lamoille County	50015	9	11110	0.1
2007	Vermont	Orange County	50017	10	7984	0.1
2007	Vermont	Rutland County	50021	396	29567	1.3
2007	Vermont	Washington County	50023	144	32555	0.4
2007	Virginia		51000	9042	3672958	0.2
2007	Virginia	Albemarle County	51003	54	50454	0.1
2007	Virginia	Augusta County	51015	45	25772	0.2
2007	Virginia	Buchanan County	51027	1878	7886	23.8
2007	Virginia	Charles City County	51036	32	1635	2.0
2007	Virginia	Culpeper County	51047	93	15184	0.6
2007	Virginia	Dickenson County	51051	776	3531	22.0
2007	Virginia	Fairfax County	51059	63	585433	0.0
2007	Virginia	Fauquier County	51061	66	21709	0.3
2007	Virginia	Hanover County	51085	107	45061	0.2
2007	Virginia	Lee County	51105	272	5537	4.9
2007	Virginia	Rockingham County	51165	81	29355	0.3
2007	Virginia	Russell County	51167	404	7784	5.2
2007	Virginia	Tazewell County	51185	655	17648	3.7
2007	Virginia	Washington County	51191	60	20149	0.3
2007	Virginia	Wise County	51195	1898	14475	13.1
2007	Virginia	Wythe County	51197	136	12225	1.1
2007	Virginia	Bristol City	51520	73	12718	0.6
2007	Virginia	Chesapeake City	51550	39	100154	0.0
2007	Washington		53000	3036	2925908	0.1
2007	Washington	Clallam County	53009	14	23083	0.1
2007	Washington	Clark County	53011	282	132548	0.2
2007	Washington	Cowlitz County	53015	159	37637	0.4
2007	Washington	Grays Harbor County	53027	69	24762	0.3
2007	Washington	Jefferson County	53031	49	9081	0.5
2007	Washington	King County	53033	531	1173346	0.0
2007	Washington	Kitsap County	53035	68	83914	0.1
2007	Washington	Kittitas County	53037	13	13825	0.1
2007	Washington	Lewis County	53041	248	25639	1.0
2007	Washington	Okanogan County	53047	68	17427	0.4
2007	Washington	Pacific County	53049	45	6467	0.7
2007	Washington	Pend Oreille County	53051	241	3135	7.7
2007	Washington	Pierce County	53053	249	274779	0.1
2007	Washington	Skagit County	53057	55	48964	0.1
2007	Washington	Snohomish County	53061	176	252743	0.1
2007	Washington	Spokane County	53063	177	208858	0.1
2007	Washington	Stevens County	53065	78	10417	0.7
2007	Washington	Thurston County	53067	70	99560	0.1
2007	Washington	Whatcom County	53073	154	82538	0.2
2007	Washington	Yakima County	53077	14	99136	0.0
2007	West Virginia		54000	27468	706172	3.9
2007	West Virginia	Barbour County	54001	237	3235	7.3
2007	West Virginia	Braxton County	54007	112	4216	2.7
2007	West Virginia	Cabell County	54011	46	52886	0.1
2007	West Virginia	Clay County	54015	450	2088	21.6
2007	West Virginia	Doddridge County	54017	44	1177	3.7
2007	West Virginia	Fayette County	54019	619	12320	5.0
2007	West Virginia	Grant County	54023	263	4018	6.5
2007	West Virginia	Greenbrier County	54025	120	13532	0.9
2007	West Virginia	Harrison County	54033	736	32980	2.2
2007	West Virginia	Kanawha County	54039	2991	108524	2.8
2007	West Virginia	Lewis County	54041	535	5905	9.1
2007	West Virginia	Lincoln County	54043	398	3134	12.7
2007	West Virginia	Mercer County	54055	169	21608	0.8
2007	West Virginia	Mingo County	54059	2490	8431	29.5
2007	West Virginia	Monongalia County	54061	552	47845	1.2
2007	West Virginia	Nicholas County	54067	849	8795	9.7
2007	West Virginia	Putnam County	54079	74	19484	0.4
2007	West Virginia	Raleigh County	54081	1610	32081	5.0
2007	West Virginia	Ritchie County	54085	382	3287	11.6
2007	West Virginia	Roane County	54087	294	3285	8.9
2007	West Virginia	Upshur County	54097	908	8321	10.9
2007	West Virginia	Wetzel County	54103	24	4502	0.5
2007	West Virginia	Wood County	54107	102	40394	0.3
2007	West Virginia	Wyoming County	54109	1161	5230	22.2
2007	Wisconsin		55000	2839	2780924	0.1
2007	Wisconsin	Brown County	55009	115	149779	0.1
2007	Wisconsin	Columbia County	55021	49	20951	0.2
2007	Wisconsin	Dane County	55025	208	303686	0.1
2007	Wisconsin	Fond Du Lac County	55039	251	45992	0.5
2007	Wisconsin	Green Lake County	55047	56	7081	0.8
2007	Wisconsin	Kewaunee County	55061	6	7279	0.1
2007	Wisconsin	Manitowoc County	55071	50	35126	0.1
2007	Wisconsin	Marathon County	55073	84	71108	0.1
2007	Wisconsin	Milwaukee County	55079	50	496708	0.0
2007	Wisconsin	Oconto County	55083	23	9163	0.3
2007	Wisconsin	Polk County	55095	24	15278	0.2
2007	Wisconsin	Racine County	55101	41	75902	0.1
2007	Wisconsin	Rock County	55105	117	67643	0.2
2007	Wisconsin	St. Croix County	55109	29	28745	0.1
2007	Wisconsin	Washington County	55131	79	53101	0.1
2007	Wisconsin	Waukesha County	55133	323	236565	0.1
2007	Wisconsin	Waushara County	55137	8	6532	0.1
2007	Wyoming		56000	27346	277721	9.8
2007	Wyoming	Albany County	56001	17	15376	0.1
2007	Wyoming	Big Horn County	56003	669	4245	15.8
2007	Wyoming	Campbell County	56005	7726	27261	28.3
2007	Wyoming	Carbon County	56007	250	7695	3.2
2007	Wyoming	Converse County	56009	796	4972	16.0
2007	Wyoming	Crook County	56011	307	2337	13.1
2007	Wyoming	Fremont County	56013	761	16127	4.7
2007	Wyoming	Hot Springs County	56017	168	2014	8.3
2007	Wyoming	Johnson County	56019	321	3438	9.3
2007	Wyoming	Laramie County	56021	87	42997	0.2
2007	Wyoming	Lincoln County	56023	679	7220	9.4
2007	Wyoming	Natrona County	56025	3653	39206	9.3
2007	Wyoming	Park County	56029	505	13361	3.8
2007	Wyoming	Sheridan County	56033	530	13374	4.0
2007	Wyoming	Sublette County	56035	1570	5190	30.3
2007	Wyoming	Sweetwater County	56037	5583	24757	22.6
2007	Wyoming	Uinta County	56041	924	9714	9.5
2007	Wyoming	Washakie County	56043	238	3965	6.0
2007	Wyoming	Weston County	56045	259	2295	11.3
2007	Puerto Rico		72000	1219	1016362	0.1
2007	Puerto Rico	Arecibo Municipio	72013	47	24294	0.2
2007	Puerto Rico	Cabo Rojo Municipio	72023	30	6897	0.4
2007	Puerto Rico	Caguas Municipio	72025	37	48029	0.1
2007	Puerto Rico	Guaynabo Municipio	72061	135	46141	0.3
2007	Puerto Rico	lsabela Municipio	72071	57	6661	0.9
2007	Puerto Rico	Juana Diaz Municipio	72075	128	6633	1.9
2007	Puerto Rico	Manati Municipio	72091	23	13654	0.2
2007	Puerto Rico	Ponce Municipio	72113	36	55083	0.1
2007	Puerto Rico	San German Municipio	72125	37	9473	0.4
2007	Puerto Rico	San Lorenzo Municipio	72129	37	5021	0.7
2007	Puerto Rico	Yabucoa Municipio	72151	65	4081	1.6
